comparison,feature,n_positive,n_control,mean_positive,mean_control,cohen_d,abs_d
ultra_high_signal_claim_conversation,max_type_token_ratio,376,1399,0.9904052094953073,0.9587311575586899,0.3515118855805795,0.3515118855805795
ultra_high_signal_claim_conversation,max_numbered_per_1k,376,1399,42.866721876727006,26.60492757253042,0.3494423023506993,0.3494423023506993
ultra_high_signal_claim_conversation,max_fam_generativity,376,1399,33.78759864683429,11.170211482495256,0.3047375235458899,0.3047375235458899
ultra_high_signal_claim_conversation,max_fam_persistence,376,1399,41.61706355119939,14.517456129796068,0.28957492078524305,0.28957492078524305
ultra_high_signal_claim_conversation,mean_fam_constraints,376,1399,0.644924349271598,0.26130573163566073,0.28018418494029645,0.28018418494029645
ultra_high_signal_claim_conversation,mean_semicolon_per_1k,376,1399,0.9846471627956558,0.43823955864062475,0.245062385060879,0.245062385060879
ultra_high_signal_claim_conversation,mean_transition_cosine,376,1399,0.5904705037368663,0.6244085817959283,-0.2438964524984823,0.2438964524984823
ultra_high_signal_claim_conversation,mean_numbered_per_1k,376,1399,3.656887048340963,6.249768948071368,-0.22526746258698924,0.22526746258698924
ultra_high_signal_claim_conversation,lagged_user_assistant_cosine,376,1399,0.5875732704863447,0.6208723866468786,-0.22309362924675477,0.22309362924675477
ultra_high_signal_claim_conversation,mean_fam_meta,376,1399,1.2503520318407133,0.6441108355607834,0.21198469213522028,0.21198469213522028
ultra_high_signal_claim_conversation,mean_fam_reconstruction,376,1399,1.209162140159219,0.5814761357231676,0.21189057124445276,0.21189057124445276
ultra_high_signal_claim_conversation,mean_causal_per_1k,376,1399,1.619719445782505,1.1125445943675145,0.20269623313738847,0.20269623313738847
ultra_high_signal_claim_conversation,mean_avg_word_len,376,1399,5.172377864378364,5.078394283574809,0.1489337506890625,0.1489337506890625
ultra_high_signal_claim_conversation,mean_bracket_per_1k,376,1399,1.6069851914512836,2.9366521041505083,-0.14352466236265152,0.14352466236265152
ultra_high_signal_claim_conversation,mean_code_fence_per_1k,376,1399,0.31206637783410773,0.16732751282310904,0.12815210475417896,0.12815210475417896
ultra_high_signal_claim_conversation,mean_fam_information,376,1399,0.624991419714133,1.3744039313924743,-0.1146430570846503,0.1146430570846503
ultra_high_signal_claim_conversation,mean_fam_generativity,376,1399,0.66299596850862,1.4124330280457178,-0.10434786434525509,0.10434786434525509
ultra_high_signal_claim_conversation,max_exclaim_rate,376,1399,0.14990483425093293,0.23157797066084712,-0.0970119965756913,0.0970119965756913
ultra_high_signal_claim_conversation,mean_colon_per_1k,376,1399,22.88680710726877,20.466089569990398,0.09143526713817203,0.09143526713817203
ultra_high_signal_claim_conversation,mean_self_ref_per_1k,376,1399,20.40136215217474,18.846319347627592,0.08005450399903896,0.08005450399903896
ultra_high_signal_claim_conversation,mean_fam_persistence,376,1399,1.537302791814764,1.1385588000472557,0.06639490149796297,0.06639490149796297
ultra_high_signal_claim_conversation,mean_fam_cross_domain,376,1399,0.6548243812420872,0.41620571449645444,0.05884144164568725,0.05884144164568725
ultra_high_signal_claim_conversation,mean_fam_coupling,376,1399,0.2964035380425538,0.25910934959779824,0.02444502339458935,0.02444502339458935
ultra_high_signal_claim_conversation,mean_fam_robustness,376,1399,0.2983165619176844,0.2936001384386147,0.0038188879806716983,0.0038188879806716983
ultra_high_signal_claim_conversation,mean_fam_cross_model,376,1399,0.03600671076783788,0.03683243285060431,-0.002471068141035512,0.002471068141035512
ultra_high_signal_claim_conversation,ultra_high_signal_claim_conversation,376,1399,1.0,0.0,0.0,0.0
