file,bytes,sha256
MASTER_F3_HOLDOUTS.csv,347,052b270af01ffe3e26bc5d95d5f25069eb16d277dacce4f1dab7f8f0d81d6d90
MASTER_F3_TOP_WEIGHTS.csv,1964,c41482eddfc2b8b675dbc48c10838faacb76747b3fec04bfca6a704371d3ae56
MASTER_METRICS.csv,609,b3841f64976cc9ec7b46b2e4007fc5558f503cd1e8e559059fefaaa88a703fe6
MASTER_SYNTHESIS.json,12146,823c2a3412ca9f1c654493d799e0f48f15de986bc46fc325ce5f81d8945e68ea
MASTER_SYNTHESIS.txt,3251,96dd3f8a59f5b0d3deb4bdbe9f3311aa57157e96a4f326fcd0ebbeb484963c8a
MASTER_TOP_EVIDENCE_POINTERS.csv,6292,8d4e96d8a1ce3d6e020349665d5209a03c5634fd32808fa473b322ba6f6b0605
SYNTHESIS_SOURCE_HASHES.csv,3722,3f4cb802d3c730004aa01d9fa064cb0a8c162500938a02f3e4546ca7e7cb7bcf
