contrast,authentic,control,mean_authentic,mean_control,difference,permutation_p,wilcoxon_p,holm_p,PASS
CITY_DAMAGE,DIRECT_FOREST_TO_CITY,DAMAGED_FOREST_TO_CITY,6.104166666666667,9.3125,-3.2083333333333335,1.0,0.9999999999999916,1.0,False
CIRCUIT_DAMAGE,DIRECT_FOREST_TO_CIRCUIT,DAMAGED_FOREST_TO_CIRCUIT,9.5625,12.366666666666665,-2.8041666666666663,1.0,0.9999999999999095,1.0,False
CITY_SHUFFLE,DIRECT_FOREST_TO_CITY,SHUFFLED_FOREST_TO_CITY,6.104166666666667,8.266666666666666,-2.1625,1.0,0.9999999999830436,1.0,False
CIRCUIT_SHUFFLE,DIRECT_FOREST_TO_CIRCUIT,SHUFFLED_FOREST_TO_CIRCUIT,9.5625,10.808333333333334,-1.2458333333333336,1.0,0.9999975307758929,1.0,False
STRUCTURE_VS_SURFACE_METAPHOR,DIRECT_FOREST_TO_CITY,METAPHOR_SURFACE_ONLY,6.104166666666667,1.3,4.804166666666666,1.999960000799984e-05,3.777528574848835e-15,9.99980000399992e-05,True
