contrast,authentic,control,mean_authentic,mean_control,difference,permutation_p,wilcoxon_p,holm_p,PASS
CITY_SHUFFLE,DIRECT_FOREST_TO_CITY,SHUFFLED_FOREST_TO_CITY,6.104166666666667,8.266666666666666,-2.1625,1.0,0.9999999999830436,1.0,False
CIRCUIT_SHUFFLE,DIRECT_FOREST_TO_CIRCUIT,SHUFFLED_FOREST_TO_CIRCUIT,9.5625,10.808333333333334,-1.2458333333333336,1.0,0.9999975307758929,1.0,False
