EXPERIMENT_ID,SOURCE_CLUSTER,ELIGIBLE_FILE_COUNT
EXP-001,C:\RSOS\RSOS  Python Results\V5_FOREST_FORENSIC_FULL,16
EXP-001,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED,16
EXP-001,C:\RSOS\RSOS  Python Results\V5_FOREST_FORENSIC_FULL.zip,1
EXP-001,C:\RSOS\V5_FOREST_FORENSIC_FULL.py,1
