EXPERIMENT_ID,DESTINATION_BUCKET,ELIGIBLE_FILE_COUNT
EXP-001,02_INPUTS,2
EXP-001,04_RAW,8
EXP-001,05_OUTPUTS,6
EXP-001,08_PACKAGE,1
EXP-001,09_FREEZE,10
EXP-001,UNCLASSIFIED,7
