message_id,token_count,windows_500,mean_jaccard_500,minimum_jaccard_500,survival_500,windows_1000,mean_jaccard_1000,minimum_jaccard_1000,survival_1000
7e0244a0-5495-4cb3-8c0f-a49f5403e4a9,16909,34,0.6080479803674532,0.35294117647058826,1.0,17,0.6718896874059918,0.52,0.95
ba2bb29c-ebd5-48dc-bb7e-8d38023c74e6,16400,33,0.4436688923821277,0.25,1.0,17,0.5789339310285517,0.2631578947368421,1.0
2f058d17-129c-4461-bd2b-fa8879ec1ecd,16312,33,0.5334641381169346,0.23529411764705882,1.0,17,0.6308138057594579,0.45,1.0
c6f2f725-8cc0-4d48-9a60-273a767d7a85,16039,32,0.4716615469486737,0.23076923076923078,1.0,16,0.556386222473179,0.3157894736842105,1.0
8dd847cc-7c67-4eae-a313-7eabaeab6a48,15376,31,0.4248260939553509,0.21428571428571427,1.0,16,0.5617131211868054,0.2222222222222222,1.0
ce21b982-652b-4864-a4ab-d2164d8fbd79,15372,31,0.5616179219717381,0.42857142857142855,1.0,16,0.68280707698099,0.5416666666666666,1.0
aa936a9e-79ab-4e5d-a925-3439d104b66e,14870,30,0.47429726866405586,0.23076923076923078,1.0,15,0.5332005865080399,0.4090909090909091,1.0
aacb3a2b-0257-408b-8460-e7a594daefc3,14147,29,0.4108106920537814,0.1111111111111111,0.9523809523809523,15,0.4634699691540162,0.17391304347826086,0.96
b88ea48f-f948-4aee-8403-0509d1a1842f,14001,27,0.6327390596016278,0.10526315789473684,1.0,14,0.6030734747889454,0.08695652173913043,1.0
a144a8da-a7be-4dd2-9bdb-5e0d61deb154,13844,28,0.6855904847974216,0.0,1.0,14,0.7829318390346378,0.52,0.9565217391304348
990a80b0-919d-40a5-8856-9b8ffaf9c017,13836,28,0.6908163110377405,0.0,1.0,14,0.7829318390346378,0.52,0.9565217391304348
5ec4ae3c-5d6a-457a-bd9e-f5564342a288,13834,28,0.6872007907555536,0.0,1.0,14,0.7829318390346378,0.52,0.9565217391304348
505ae2e8-d512-4562-a481-08efaa930e4a,13828,28,0.6872007907555536,0.0,1.0,14,0.7829318390346378,0.52,0.9565217391304348
64c6c778-4145-4ca2-a1c8-ccfddbc6bde6,13827,28,0.6908163110377405,0.0,1.0,14,0.7829318390346378,0.52,0.9565217391304348
b9bc0e19-372e-4cc4-9e7c-4929f5244aed,13815,28,0.5463761866883642,0.2727272727272727,1.0,14,0.6315396731415038,0.52,1.0
61b00727-a0d3-4786-9452-6f2a42cd801e,13792,28,0.43455269010824565,0.1,0.8181818181818182,14,0.44059412809412807,0.25,0.8333333333333334
5b8a1863-dd29-4e31-bca5-a41a96c403f4,13692,28,0.5528378280890957,0.2857142857142857,1.0,14,0.6648462128729687,0.5217391304347826,1.0
2209ec37-7c82-43dd-b6f1-9346ad618354,13556,28,0.5752581906462719,0.14285714285714285,1.0,14,0.6844768887745476,0.55,1.0
c6a7ef11-3a27-4456-99af-2a20da92d207,13533,28,0.38887147550194767,0.0,0.95,14,0.40870532975796137,0.2,0.9130434782608695
909203d3-653d-410e-9361-32cf2fc4a89a,13522,28,0.3878022092891374,0.0,0.9444444444444444,14,0.4454357509934925,0.21739130434782608,0.95
f72d10cf-f426-4e27-82d1-92f47d83cc76,13212,27,0.38385866270481656,0.23076923076923078,1.0,14,0.3826780592855849,0.25,1.0
635b8ac6-6c6e-4ca6-bf04-ccf83d83394a,13171,26,0.6227667762757276,0.34782608695652173,1.0,13,0.6297548740845842,0.5416666666666666,1.0
99180b59-078a-44b4-948c-81b578d8e18f,13168,26,0.6227667762757276,0.34782608695652173,1.0,13,0.6297548740845842,0.5416666666666666,1.0
9fa190c8-5eb6-4f25-be8c-da681d8ce743,13141,27,0.41300736337132166,0.1111111111111111,0.9473684210526315,14,0.4057311671684141,0.2,0.9565217391304348
d88ad8ae-5125-4d4f-9dd8-3e19a6383a96,13132,27,0.41300736337132166,0.1111111111111111,0.9473684210526315,14,0.4057311671684141,0.2,0.9565217391304348
2a5553d9-ba8a-4ea4-8a0d-f19995c3e15d,13024,26,0.4183233701507359,0.0,1.0,13,0.48754359410823944,0.2777777777777778,0.95
f9581705-02c9-47e4-b0a9-de74c0a0eb27,12990,26,0.42949695061971277,0.14285714285714285,1.0,13,0.47352727311251336,0.3333333333333333,0.95
d2243664-2ad0-4946-8123-34e599a340cb,12973,26,0.4359960653157584,0.21428571428571427,1.0,13,0.46731729241404163,0.3,0.95
859aefb1-057a-49b5-bcfb-07e037198703,12890,26,0.4852060052091012,0.25,1.0,13,0.5415634322677666,0.2727272727272727,1.0
1c209f6c-fd53-4e60-844e-3ac5f456a0aa,12651,26,0.4974521843825249,0.26666666666666666,1.0,13,0.6386098645824047,0.5652173913043478,1.0
81e65c84-10ad-4bd1-8bee-7ffa095a47e4,12481,25,0.41459452383365425,0.2,0.8947368421052632,13,0.4051378446115288,0.2,0.9130434782608695
ac45ff1a-ade1-4893-b75f-dff4b7669b70,12285,25,0.4025059422360119,0.05263157894736842,1.0,13,0.4602004910151195,0.25,1.0
59b9742a-73bc-44dc-883e-d36be0cbd56b,12194,24,0.6159038406292411,0.3888888888888889,1.0,12,0.6986881132335678,0.5416666666666666,1.0
ee68db84-f81c-40f9-a532-520c3c8b547b,12190,24,0.6159038406292411,0.3888888888888889,1.0,12,0.6986881132335678,0.5416666666666666,1.0
e94fa61d-ac57-4507-b088-d49f80ae75fb,12181,24,0.6439656615956019,0.391304347826087,1.0,12,0.7016374008073613,0.64,1.0
0d17efff-852a-417a-b10b-744d6eaaf04e,12158,24,0.6411863835327699,0.375,1.0,12,0.7016374008073613,0.64,1.0
649ee01a-b096-4ba6-b534-a05c1cb1df92,12023,24,0.6410455780856736,0.43478260869565216,1.0,12,0.7022932140323445,0.5652173913043478,1.0
0bb2b242-7afe-4fc9-a34a-4e3fad98fb18,11627,23,0.6375142106788817,0.5238095238095238,1.0,12,0.6562905609249483,0.5416666666666666,1.0
7211591f-6f92-408b-8104-6dfbdaa0e99f,11550,23,0.6009842550847396,0.47058823529411764,1.0,12,0.6282894495345088,0.5217391304347826,1.0
8119aa6f-c4c7-490e-83be-ef2b25816cfc,11401,23,0.6068827932103302,0.42857142857142855,1.0,12,0.6484409529864076,0.44,1.0
c667cc43-5268-4a03-85cc-fbb4857701bd,11339,23,0.6090313299232737,0.08333333333333333,1.0,12,0.5881087427431301,0.0625,1.0
2c7ab2d1-6dcc-41a1-8ab5-a0019bf289ea,11321,23,0.6061289292936003,0.0,1.0,12,0.582426924561312,0.0,1.0
307f595e-b612-4e6d-bc73-c98cec2cc776,11234,22,0.7133648795486575,0.5217391304347826,1.0,11,0.7583049848702023,0.64,1.0
1a702a98-95fa-4d62-afb8-350b2c6e26c5,11112,23,0.5652943246219443,0.3333333333333333,1.0,12,0.6809287488658871,0.3,1.0
5a6a1070-00eb-40e7-b453-ab09bfc7c77d,10911,22,0.5688715180730545,0.4,1.0,11,0.7053626373626374,0.6,1.0
3f80fc92-3513-429d-9f61-b10507b859e7,10911,22,0.5688715180730545,0.4,1.0,11,0.7053626373626374,0.6,1.0
011a5467-eb40-42fa-8b92-dd52ab22ebda,10882,22,0.6239680090883868,0.48,1.0,11,0.6726645021645021,0.5454545454545454,1.0
bcb638b3-8108-4d12-8792-a95b958aa9e6,10502,21,0.4749348585281248,0.23076923076923078,1.0,11,0.5299373367542703,0.4444444444444444,1.0
7c753002-dbb1-4da6-bed3-f4d90d15bf33,10480,21,0.5608276104457455,0.4,1.0,11,0.7002857142857143,0.6,1.0
b34f2265-d05b-4189-9800-ed5fc25e0197,10402,21,0.5614391063442921,0.3888888888888889,1.0,11,0.5421088789166593,0.34782608695652173,1.0
93fbea09-aa35-4811-8ed6-ea7730e13e76,10283,21,0.549748292857813,0.3684210526315789,1.0,11,0.6246559429263696,0.5263157894736842,1.0
ac90d722-5932-46ea-9cc6-10bf578d36a0,10173,20,0.6922217168430443,0.5454545454545454,1.0,10,0.7477162969433501,0.6538461538461539,1.0
e21cdd61-c479-450e-b879-b6ad394e43cf,10164,20,0.6350206315797243,0.5238095238095238,1.0,10,0.6394070020156977,0.5416666666666666,1.0
a5ad043f-928b-4b49-a3f6-197cd68ff252,10136,21,0.5491594929352367,0.3157894736842105,1.0,11,0.633244068669698,0.3,1.0
1264bfa6-a1c7-45ef-b85f-6b0ebad54ee5,10091,21,0.5652764466337121,0.4,1.0,11,0.6731948051948052,0.4090909090909091,1.0
99f9a140-5596-4544-9871-4980db450214,9946,20,0.5350618681335432,0.3333333333333333,1.0,10,0.6226142376142376,0.4166666666666667,1.0
a85dcddc-ed40-4470-a4ac-b77eae153542,9830,20,0.6205662350451442,0.23529411764705882,1.0,10,0.6510451786538743,0.5416666666666666,1.0
ae208204-9198-45d5-b001-e7778008e6bf,9773,19,0.5590365929905236,0.3157894736842105,1.0,10,0.617984607984608,0.4166666666666667,1.0
d424ce75-3282-442f-97c9-eb7922ea1ddb,9731,19,0.547108214457454,0.35,1.0,10,0.617984607984608,0.375,1.0
609c827a-9e36-49d1-b629-ef3633becfd6,9496,19,0.548607381992315,0.25,1.0,10,0.6918802703826858,0.5185185185185185,0.9375
d3e0b1ff-e231-4f14-bd1e-3243d80ca737,9430,19,0.36775712749009964,0.23076923076923078,0.9090909090909091,10,0.5127309509662451,0.4,0.9333333333333333
157b8e11-2b6f-4d6b-96cb-1e1235fb906d,9409,19,0.3620612801275856,0.23076923076923078,0.9090909090909091,10,0.5127309509662451,0.4,0.9333333333333333
03f3281e-7bad-4d61-835f-9da6a3089536,9383,19,0.5707178968328966,0.35,1.0,10,0.6575995180343006,0.5,1.0
511046e0-a5d2-4b5d-b136-f403ff3299c0,9061,19,0.4666077749411083,0.1111111111111111,0.9166666666666666,10,0.4969837261503928,0.09090909090909091,0.9285714285714286
b581519c-4bd0-478d-bd0c-62db6a3c5be1,8765,18,0.7065266612320883,0.47058823529411764,1.0,9,0.7611393540669856,0.6190476190476191,1.0
920e462a-c937-4fec-8d3e-45a2f3b6a319,8427,17,0.4774042182662539,0.3333333333333333,1.0,9,0.5239542160737813,0.3333333333333333,0.9333333333333333
78e07bd6-7596-44c6-906c-db0c7426a870,8353,17,0.5492631701803529,0.3,1.0,9,0.6505196896501244,0.391304347826087,0.9375
db8e454d-7195-4f90-a4ad-ef6d9d6f7150,8322,17,0.6334048805058741,0.5,0.9444444444444444,9,0.6261627753107932,0.47058823529411764,0.9565217391304348
1f6c51f4-bc0e-412a-9af7-7633117bb287,8299,17,0.6284665217631675,0.5,0.9444444444444444,9,0.62791602206404,0.47058823529411764,0.9565217391304348
dfd48e8d-b8b4-4337-b076-b8e01c0ae637,8297,17,0.5131090710979281,0.3333333333333333,1.0,9,0.5888278388278388,0.5,1.0
68bc6a21-2629-479c-afa7-5138e82c4bae,8263,17,0.6325390796400732,0.4666666666666667,0.9444444444444444,9,0.6233728997451824,0.4375,0.9565217391304348
33fcc9e9-fc4d-42bf-b9f6-0d15087cb853,8237,17,0.39912024760370346,0.23076923076923078,1.0,9,0.4642177000472195,0.21052631578947367,0.9411764705882353
63ef0e01-4a18-4417-9cb6-cddff8768134,8149,16,0.7495178840767076,0.4666666666666667,1.0,8,0.7364495798319328,0.5294117647058824,1.0
edc4625b-650e-4ca7-8157-f2767475e47d,8043,16,0.7510075055663291,0.5,1.0,8,0.7435924369747899,0.5294117647058824,1.0
cbbde90d-beea-4ece-aa4a-3a6f196ea125,8005,16,0.6168119012623656,0.47058823529411764,1.0,8,0.6555172516270914,0.5652173913043478,1.0
8cc92b23-9d01-4a66-b978-d9f1e5b30a8d,7973,16,0.5457409455010074,0.2857142857142857,1.0,8,0.5856493506493506,0.45454545454545453,1.0
8678b462-6995-4324-9476-45cde67118cf,7962,16,0.5480835667600373,0.2857142857142857,1.0,8,0.598404452690167,0.45454545454545453,1.0
1a24060b-43a6-4ca3-89a6-5246bcd2f38a,7956,16,0.3998938425409014,0.1111111111111111,0.8571428571428571,8,0.4775589183041638,0.2857142857142857,0.8235294117647058
0b7647e1-5bdd-4abb-87f9-b95207fd3ee5,7679,15,0.4320257823409084,0.18181818181818182,0.8571428571428571,8,0.4929535376903798,0.3076923076923077,0.8235294117647058
5fb8b3d1-ed45-440f-8714-d6e4412505d5,7544,15,0.6008110140249151,0.375,1.0,8,0.6595314910532302,0.5909090909090909,1.0
bf06894c-3cb6-4430-8566-98b7462da347,7535,15,0.6361339100857735,0.45,1.0,8,0.6586720098667487,0.4782608695652174,1.0
b6ccfb41-f3a3-4347-9ddd-863ce81d79c2,7509,15,0.6025232960877299,0.4166666666666667,1.0,8,0.6896370296370297,0.35,1.0
34f13150-ddca-4767-b6bc-f8ec2914799d,7372,15,0.612039659788107,0.3888888888888889,1.0,8,0.6566527123669981,0.36,0.9583333333333334
a1a53f3a-5173-447d-8e62-a5049fec18d0,7372,15,0.5996830311071797,0.45,1.0,8,0.6326665053373127,0.47619047619047616,1.0
96e98d35-65df-4f20-8591-6867a93b4476,7366,15,0.5956954272937245,0.4,1.0,8,0.629560915275201,0.47619047619047616,1.0
cf442e9c-1859-4f37-84b9-54023f25dc39,7338,15,0.5589920689168809,0.2631578947368421,0.8333333333333334,8,0.5534305629957804,0.3,0.8947368421052632
