EXPERIMENT_ID,DESTINATION_BUCKET,ELIGIBLE_FILE_COUNT
EXP-003,00_CONTROL,2
EXP-003,01_PROTOCOL,2
EXP-003,03_RUNNER,2
EXP-003,04_RAW,4
EXP-003,05_OUTPUTS,8
EXP-003,06_DIAGNOSTIC,2
EXP-003,08_PACKAGE,2
EXP-003,09_FREEZE,4
EXP-003,UNCLASSIFIED,4
