LINEAGE_TOTAL,LINEAGE_SUPPORTED,SUPPORT_RATE,EXTERNAL_SUPPORTED,MAX_ABS_WEIGHTED_SMD,GATE,MEAN_WITHIN_CELL_PAIRWIN_COMPOSITE_MIN_Z
137,60,0.43795620437956206,4670,0.02982879824793879,FAILED_CALIBRATION,0.9100939713805153
