provider,condition,cell_id,pair_index,label,RAW_CHARS,RAW_TURNS,SYSTEM_NAME_HITS,JOINT_MULTILAYER_V2_MARGIN,OPERATOR_RELATIONAL_V2_MARGIN,SURFACE_FREE_MARGIN,R1_COMPATIBLE_MARGIN,WINDOW8_MARGIN,WINDOW12_MARGIN
OPENAI,SURFACE_MARKDOWN_FLATTEN,89c351dbed28378f4e474b40,13,MATCHED_NEG,4559,12,0,-1.0952240883990134,0.02084065420353065,-0.37195097494321544,3.0039063372578245,-4.926674712478853,-1.106961426873159
OPENAI,SURFACE_CASE_PUNCT_NORMALIZED,89c351dbed28378f4e474b40,13,MATCHED_NEG,4240,12,0,-1.089874109644569,0.6068329202825915,-0.5314324664352124,1.871546041265968,-4.9273439838897986,-1.1941446659684836
GOOGLE,BASELINE,dedbc3c26aab1c0d412de50c,3,MATCHED_NEG,14001,12,0,-0.25378287175480874,3.5551171318330397,-2.4005918486531237,-1.3641765795734695,0.1600545612742995,0.24911585504028025
OPENAI,DOMAIN_EDUCATIONAL,10c28953d711cb64020ce52d,19,LINEAGE_POS,18780,12,0,0.9150740088904213,6.681453686136807,-0.6294670301113499,-2.490608570659112,3.6968287048829898,1.1836740609792666
ANTHROPIC,BASELINE,9163a309574cd280088bfd65,1,LINEAGE_POS,15634,12,0,-0.798893814197052,-1.7170191647593476,-1.0399078287340315,-2.2083160658246963,-2.4658056203199434,-0.330374330571892
ANTHROPIC,BASELINE,cf05b9750d9a6e764c892bb9,19,LINEAGE_POS,14852,12,0,-0.4693463651081816,1.7138277922686624,-0.986981437845722,-2.2370837518076154,-0.37170327910795203,-0.02820781278985581
OPENAI,DOMAIN_ORGANIZATIONAL,0236363c1f45ed88cdaff5a6,14,LINEAGE_POS,29743,12,0,1.1571501063547185,4.98829772294681,4.474258769103231,1.6543182066924236,2.742592298879619,0.9741038930377327
GOOGLE,BASELINE,e12b1f9f39564e36eef2c32c,12,LINEAGE_POS,16239,12,0,-0.7813477308022744,-1.736017284921349,-2.8858839511432093,-1.1379330031994401,-2.2719041888027105,-0.22670297887067967
OPENAI,DOMAIN_ORGANIZATIONAL,8c3139e49a7bcd360b2c2da8,9,LINEAGE_POS,14996,12,0,0.6071086945822525,7.804361080837867,-2.0045509954157184,-2.8537574127780916,6.253464583928911,1.193887243773542
OPENAI,DOMAIN_ORGANIZATIONAL,f9e4363a73c62203de54df28,8,LINEAGE_POS,12648,12,0,-0.2929373120372398,1.0341059670124788,-0.9920495270545087,-1.6188756113129257,-0.6364953979401877,0.3462393980072205
