SEQUENCE_NO,EXPERIMENT_ID,SOURCE_PATH,DESTINATION_PATH,DESTINATION_BUCKET,POLICY_ORIGIN,SIZE_BYTES,SOURCE_MTIME_NS_BEFORE,SOURCE_SHA256,DESTINATION_SHA256,HASH_VERIFIED,COPY_STATUS,ERROR
443,EXP-015,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\04_RUNNER\F2_B_FROZEN_PASSIVE_BASELINE\RUN_F2_B.ps1,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\032_EXP-015__WF1_B_External_Population_Confirmation\03_RUNNER\SOURCE\04_RUNNER\F2_B_FROZEN_PASSIVE_BASELINE\RUN_F2_B.ps1,03_RUNNER,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET,733,1789158060000000000,22284f5bbad61c74ab649d2565bc399bcb0b6027d7fc5cc3b262471dd6b1851b,22284f5bbad61c74ab649d2565bc399bcb0b6027d7fc5cc3b262471dd6b1851b,True,COPIED_AND_VERIFIED,
444,EXP-015,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\04_RUNNER\F2_B_FROZEN_PASSIVE_BASELINE\RUN_F2_B.py,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\032_EXP-015__WF1_B_External_Population_Confirmation\03_RUNNER\SOURCE\04_RUNNER\F2_B_FROZEN_PASSIVE_BASELINE\RUN_F2_B.py,03_RUNNER,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET,35737,1789158058000000000,d0531e18574e0b2ace1a6df2c9e8cd1f5295cb0c43174ec010eb6ed4506ab484,d0531e18574e0b2ace1a6df2c9e8cd1f5295cb0c43174ec010eb6ed4506ab484,True,COPIED_AND_VERIFIED,
445,EXP-015,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\04_RUNNER\RUN_WF1_B_FRESH14_ADAPTER.py,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\032_EXP-015__WF1_B_External_Population_Confirmation\03_RUNNER\SOURCE\04_RUNNER\RUN_WF1_B_FRESH14_ADAPTER.py,03_RUNNER,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET,36647,1789335642423453000,bfc040d5a74c164f857e0121f369a1582ac3715cd603c7be934436154e1fc7d9,bfc040d5a74c164f857e0121f369a1582ac3715cd603c7be934436154e1fc7d9,True,COPIED_AND_VERIFIED,
446,EXP-015,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\03_SIGNATURE_FREEZE\CORROBORATION_S2A\09_PRIMARY_CONTRASTS.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\032_EXP-015__WF1_B_External_Population_Confirmation\05_OUTPUTS\SOURCE\03_SIGNATURE_FREEZE\CORROBORATION_S2A\09_PRIMARY_CONTRASTS.csv,05_OUTPUTS,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET,4199,1789331806093467000,ff8b59870e6a5550e04bbedc1290504f7301590f124da7a9c8f7f0a1c21fbc45,ff8b59870e6a5550e04bbedc1290504f7301590f124da7a9c8f7f0a1c21fbc45,True,COPIED_AND_VERIFIED,
447,EXP-015,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\03_SIGNATURE_FREEZE\CORROBORATION_S2A\11_GRAPH_CLASSIFIERS.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\032_EXP-015__WF1_B_External_Population_Confirmation\05_OUTPUTS\SOURCE\03_SIGNATURE_FREEZE\CORROBORATION_S2A\11_GRAPH_CLASSIFIERS.csv,05_OUTPUTS,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET,363,1789331827064512400,1fc61f8f811b272898346d3b7f8205f46eb152d0eab2a177999572d9e413c772,1fc61f8f811b272898346d3b7f8205f46eb152d0eab2a177999572d9e413c772,True,COPIED_AND_VERIFIED,
448,EXP-015,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\03_SIGNATURE_FREEZE\CORROBORATION_S2A\16_FINAL_SUMMARY.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\032_EXP-015__WF1_B_External_Population_Confirmation\05_OUTPUTS\SOURCE\03_SIGNATURE_FREEZE\CORROBORATION_S2A\16_FINAL_SUMMARY.json,05_OUTPUTS,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET,1674,1789331878947434000,698bd03bb959811c1527d32c17f2b40d27d0c43212d11ff7132d379a457c3acf,698bd03bb959811c1527d32c17f2b40d27d0c43212d11ff7132d379a457c3acf,True,COPIED_AND_VERIFIED,
449,EXP-015,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\03_SIGNATURE_FREEZE\CORROBORATION_S2A\28_MODEL_NATIVE_SUMMARY.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\032_EXP-015__WF1_B_External_Population_Confirmation\05_OUTPUTS\SOURCE\03_SIGNATURE_FREEZE\CORROBORATION_S2A\28_MODEL_NATIVE_SUMMARY.csv,05_OUTPUTS,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET,8487,1789331878925086500,66a6ffcbd0a1b12a58d3fe481dac262a9cf3196786bebd18b51d2df915fee075,66a6ffcbd0a1b12a58d3fe481dac262a9cf3196786bebd18b51d2df915fee075,True,COPIED_AND_VERIFIED,
450,EXP-015,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\03_SIGNATURE_FREEZE\PRIMARY_S2B\09_PRIMARY_CONTRASTS.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\032_EXP-015__WF1_B_External_Population_Confirmation\05_OUTPUTS\SOURCE\03_SIGNATURE_FREEZE\PRIMARY_S2B\09_PRIMARY_CONTRASTS.csv,05_OUTPUTS,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET,4207,1789331960409106300,6dccb640c659732da892433c4ffbddfdd4dddea4a786d1cefd2e83772b1375ec,6dccb640c659732da892433c4ffbddfdd4dddea4a786d1cefd2e83772b1375ec,True,COPIED_AND_VERIFIED,
451,EXP-015,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\03_SIGNATURE_FREEZE\PRIMARY_S2B\11_GRAPH_CLASSIFIERS.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\032_EXP-015__WF1_B_External_Population_Confirmation\05_OUTPUTS\SOURCE\03_SIGNATURE_FREEZE\PRIMARY_S2B\11_GRAPH_CLASSIFIERS.csv,05_OUTPUTS,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET,361,1789331980584174400,c69e2d1883964ee3de0ca64201e980c21a2c9e09aa841d4ce67d69944dfb2798,c69e2d1883964ee3de0ca64201e980c21a2c9e09aa841d4ce67d69944dfb2798,True,COPIED_AND_VERIFIED,
452,EXP-015,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\03_SIGNATURE_FREEZE\PRIMARY_S2B\16_FINAL_SUMMARY.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\032_EXP-015__WF1_B_External_Population_Confirmation\05_OUTPUTS\SOURCE\03_SIGNATURE_FREEZE\PRIMARY_S2B\16_FINAL_SUMMARY.json,05_OUTPUTS,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET,1675,1789332031784458200,cc006b8af056c6be1595bbc000c1ddb94cbed0856bcba8153e4af06ad7137881,cc006b8af056c6be1595bbc000c1ddb94cbed0856bcba8153e4af06ad7137881,True,COPIED_AND_VERIFIED,
453,EXP-015,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\03_SIGNATURE_FREEZE\PRIMARY_S2B\28_MODEL_NATIVE_SUMMARY.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\032_EXP-015__WF1_B_External_Population_Confirmation\05_OUTPUTS\SOURCE\03_SIGNATURE_FREEZE\PRIMARY_S2B\28_MODEL_NATIVE_SUMMARY.csv,05_OUTPUTS,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET,8437,1789332031763469900,b24ea2798d285303034b0d2036f93b0ca334f9d9fa362946fab11542d9a8918a,b24ea2798d285303034b0d2036f93b0ca334f9d9fa362946fab11542d9a8918a,True,COPIED_AND_VERIFIED,
454,EXP-015,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\04_RUNNER\F2_B_FROZEN_PASSIVE_BASELINE\reference\BR1_LATER_HOLD_POS_FEATURES.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\032_EXP-015__WF1_B_External_Population_Confirmation\05_OUTPUTS\SOURCE\04_RUNNER\F2_B_FROZEN_PASSIVE_BASELINE\reference\BR1_LATER_HOLD_POS_FEATURES.csv,05_OUTPUTS,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET,188434,1789157920000000000,9e06966680278f94682c216549603a0af7caf3bb68db3247f60d25cb8cb68783,9e06966680278f94682c216549603a0af7caf3bb68db3247f60d25cb8cb68783,True,COPIED_AND_VERIFIED,
455,EXP-015,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\04_RUNNER\F2_B_FROZEN_PASSIVE_BASELINE\reference\EARLY_NEG_V2_FEATURES.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\032_EXP-015__WF1_B_External_Population_Confirmation\05_OUTPUTS\SOURCE\04_RUNNER\F2_B_FROZEN_PASSIVE_BASELINE\reference\EARLY_NEG_V2_FEATURES.csv,05_OUTPUTS,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET,93038,1789157920000000000,6073e8f6f759e73822ccd71032a91cb95a2cd48c8a1b24654775319be31d5f89,6073e8f6f759e73822ccd71032a91cb95a2cd48c8a1b24654775319be31d5f89,True,COPIED_AND_VERIFIED,
456,EXP-015,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\04_RUNNER\F2_B_FROZEN_PASSIVE_BASELINE\reference\EARLY_POS_V2_FEATURES.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\032_EXP-015__WF1_B_External_Population_Confirmation\05_OUTPUTS\SOURCE\04_RUNNER\F2_B_FROZEN_PASSIVE_BASELINE\reference\EARLY_POS_V2_FEATURES.csv,05_OUTPUTS,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET,54865,1789157920000000000,b7c77654d4f8c59ce46a823c7b40699ecd137306c8e5e0e7068aa5050dfca0e3,b7c77654d4f8c59ce46a823c7b40699ecd137306c8e5e0e7068aa5050dfca0e3,True,COPIED_AND_VERIFIED,
457,EXP-015,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\04_RUNNER\F2_B_FROZEN_PASSIVE_BASELINE\reference\LATER_HOLD_NEG_V2_FEATURES.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\032_EXP-015__WF1_B_External_Population_Confirmation\05_OUTPUTS\SOURCE\04_RUNNER\F2_B_FROZEN_PASSIVE_BASELINE\reference\LATER_HOLD_NEG_V2_FEATURES.csv,05_OUTPUTS,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET,198584,1789157920000000000,c1740ea5626305bdcc39aa24679b10f444e7088d880fb90656b8d390e636e46f,c1740ea5626305bdcc39aa24679b10f444e7088d880fb90656b8d390e636e46f,True,COPIED_AND_VERIFIED,
458,EXP-015,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\04_RUNNER\F2_B_FROZEN_PASSIVE_BASELINE\reference\LATER_HOLD_POS_V2_FEATURES.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\032_EXP-015__WF1_B_External_Population_Confirmation\05_OUTPUTS\SOURCE\04_RUNNER\F2_B_FROZEN_PASSIVE_BASELINE\reference\LATER_HOLD_POS_V2_FEATURES.csv,05_OUTPUTS,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET,185024,1789157920000000000,792f0ebd83a3f5b9544f56b6af8fd618f1b8f0ec892011081efe2300d0f4f848,792f0ebd83a3f5b9544f56b6af8fd618f1b8f0ec892011081efe2300d0f4f848,True,COPIED_AND_VERIFIED,
459,EXP-015,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\04_RUNNER\F2_B_FROZEN_PASSIVE_BASELINE\reference\WINDOW12_DETERMINISTIC_FEATURES.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\032_EXP-015__WF1_B_External_Population_Confirmation\05_OUTPUTS\SOURCE\04_RUNNER\F2_B_FROZEN_PASSIVE_BASELINE\reference\WINDOW12_DETERMINISTIC_FEATURES.csv,05_OUTPUTS,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET,352220,1789157920000000000,53c15ffdcc8bbf047e8342f44d14e22f8bb14c23ed47b09ca2cd6d169c4f61df,53c15ffdcc8bbf047e8342f44d14e22f8bb14c23ed47b09ca2cd6d169c4f61df,True,COPIED_AND_VERIFIED,
460,EXP-015,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\04_RUNNER\F2_B_FROZEN_PASSIVE_BASELINE\reference\WINDOW8_DETERMINISTIC_FEATURES.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\032_EXP-015__WF1_B_External_Population_Confirmation\05_OUTPUTS\SOURCE\04_RUNNER\F2_B_FROZEN_PASSIVE_BASELINE\reference\WINDOW8_DETERMINISTIC_FEATURES.csv,05_OUTPUTS,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET,389941,1789157920000000000,03616cc81753f92d05f4fb5f1026a4d43e38f72ec04ce319c941173e38029e04,03616cc81753f92d05f4fb5f1026a4d43e38f72ec04ce319c941173e38029e04,True,COPIED_AND_VERIFIED,
461,EXP-015,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET\07_OUTPUT\F2_B_CORRECTED_EXTERNAL_RARITY_RESULTS.zip,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\032_EXP-015__WF1_B_External_Population_Confirmation\05_OUTPUTS\SOURCE\07_OUTPUT\F2_B_CORRECTED_EXTERNAL_RARITY_RESULTS.zip,05_OUTPUTS,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\WF1_B_EXTERNAL_POPULATION_PARQUET,76314,1789336566235827100,f1bfeec42a011db4fe13ce6c06c757de0c9b868411e5d28c688e98d75e5c99bb,f1bfeec42a011db4fe13ce6c06c757de0c9b868411e5d28c688e98d75e5c99bb,True,COPIED_AND_VERIFIED,
