FULL_PATH,FILE_NAME,EXTENSION,SIZE_BYTES,CREATED_UTC,MODIFIED_UTC,SOURCE_ROLE,COPY_STATUS,HYDRATION_STATUS,EXPERIMENT_ID,CANONICAL_ID,SOURCE_EXISTS,SENSITIVE_PATH,RUNTIME_OR_LIBRARY,COPY_OR_PROVENANCE_AUDIT,CROSS_CANONICAL_OVERLAP,OTHER_CANONICAL_MATCHES,DESTINATION_BUCKET,HYDRATION_AUDIT_CLASS,SOURCE_CLUSTER
C:\RSOS\API_FINGERPRINT_V2.py,API_FINGERPRINT_V2.py,.py,22722,2026-09-10T17:42:37.8548969Z,2026-09-10T17:42:57.3421445Z,OTHER_SOURCE,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED,EXP-004,CAN-API-FP-V2,True,False,True,False,False,,UNCLASSIFIED,EXCLUDE_RUNTIME_OR_LIBRARY,C:\RSOS\API_FINGERPRINT_V2.py
C:\RSOS\RSOS  Python Results\API_FINGERPRINT_EXPERIMENT_V2\API_V2_ERRORS.jsonl,API_V2_ERRORS.jsonl,.jsonl,4335864,2026-09-10T17:43:02.0200845Z,2026-09-10T17:55:05.5429916Z,OTHER_SOURCE,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED,EXP-004,CAN-API-FP-V2,True,False,True,False,False,,06_DIAGNOSTIC,EXCLUDE_RUNTIME_OR_LIBRARY,C:\RSOS\RSOS  Python Results\API_FINGERPRINT_EXPERIMENT_V2
C:\RSOS\RSOS  Python Results\API_FINGERPRINT_EXPERIMENT_V2\API_V2_PREREGISTRATION.json,API_V2_PREREGISTRATION.json,.json,1729,2026-09-10T17:43:00.0629772Z,2026-09-10T17:54:53.0788858Z,PROTOCOL_OR_METHOD,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED,EXP-004,CAN-API-FP-V2,True,False,True,False,False,,01_PROTOCOL,EXCLUDE_RUNTIME_OR_LIBRARY,C:\RSOS\RSOS  Python Results\API_FINGERPRINT_EXPERIMENT_V2
C:\RSOS\RSOS  Python Results\API_FINGERPRINT_EXPERIMENT_V2\API_V2_RAW.jsonl,API_V2_RAW.jsonl,.jsonl,4964685,2026-09-10T17:43:01.9888304Z,2026-09-10T17:55:05.5429916Z,OTHER_SOURCE,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED,EXP-004,CAN-API-FP-V2,True,False,True,False,False,,04_RAW,EXCLUDE_RUNTIME_OR_LIBRARY,C:\RSOS\RSOS  Python Results\API_FINGERPRINT_EXPERIMENT_V2
C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\API_FINGERPRINT_EXPERIMENT_V2\API_V2_ERRORS.jsonl,API_V2_ERRORS.jsonl,.jsonl,4335864,2026-09-10T22:16:33.9782123Z,2026-09-10T17:55:04.0000000Z,OTHER_SOURCE,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED,EXP-004,CAN-API-FP-V2,True,False,True,True,False,,06_DIAGNOSTIC,EXCLUDE_RUNTIME_OR_LIBRARY,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED
C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\API_FINGERPRINT_EXPERIMENT_V2\API_V2_PREREGISTRATION.json,API_V2_PREREGISTRATION.json,.json,1729,2026-09-10T22:16:34.0002533Z,2026-09-10T17:54:52.0000000Z,PROTOCOL_OR_METHOD,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED,EXP-004,CAN-API-FP-V2,True,False,True,True,False,,01_PROTOCOL,EXCLUDE_RUNTIME_OR_LIBRARY,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED
C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\API_FINGERPRINT_EXPERIMENT_V2\API_V2_RAW.jsonl,API_V2_RAW.jsonl,.jsonl,4964685,2026-09-10T22:16:34.0150034Z,2026-09-10T17:55:04.0000000Z,OTHER_SOURCE,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED,EXP-004,CAN-API-FP-V2,True,False,True,True,False,,04_RAW,EXCLUDE_RUNTIME_OR_LIBRARY,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED
