EXPERIMENT_ID,SOURCE_CLUSTER,ELIGIBLE_FILE_COUNT
EXP-004,C:\RSOS\RSOS  Python Results\API_FINGERPRINT_EXPERIMENT_V2,3
EXP-004,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED,3
EXP-004,C:\RSOS\API_FINGERPRINT_V2.py,1
