FULL_PATH,FILE_NAME,EXTENSION,SIZE_BYTES,CREATED_UTC,MODIFIED_UTC,SOURCE_ROLE,COPY_STATUS,HYDRATION_STATUS
C:\RSOS\API_FINGERPRINT_V2.py,API_FINGERPRINT_V2.py,.py,22722,2026-09-10T17:42:37.8548969Z,2026-09-10T17:42:57.3421445Z,OTHER_SOURCE,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED
C:\RSOS\RSOS  Python Results\API_FINGERPRINT_EXPERIMENT_V2\API_V2_ERRORS.jsonl,API_V2_ERRORS.jsonl,.jsonl,4335864,2026-09-10T17:43:02.0200845Z,2026-09-10T17:55:05.5429916Z,OTHER_SOURCE,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED
C:\RSOS\RSOS  Python Results\API_FINGERPRINT_EXPERIMENT_V2\API_V2_PREREGISTRATION.json,API_V2_PREREGISTRATION.json,.json,1729,2026-09-10T17:43:00.0629772Z,2026-09-10T17:54:53.0788858Z,PROTOCOL_OR_METHOD,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED
C:\RSOS\RSOS  Python Results\API_FINGERPRINT_EXPERIMENT_V2\API_V2_RAW.jsonl,API_V2_RAW.jsonl,.jsonl,4964685,2026-09-10T17:43:01.9888304Z,2026-09-10T17:55:05.5429916Z,OTHER_SOURCE,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED
C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\API_FINGERPRINT_EXPERIMENT_V2\API_V2_ERRORS.jsonl,API_V2_ERRORS.jsonl,.jsonl,4335864,2026-09-10T22:16:33.9782123Z,2026-09-10T17:55:04.0000000Z,OTHER_SOURCE,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED
C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\API_FINGERPRINT_EXPERIMENT_V2\API_V2_PREREGISTRATION.json,API_V2_PREREGISTRATION.json,.json,1729,2026-09-10T22:16:34.0002533Z,2026-09-10T17:54:52.0000000Z,PROTOCOL_OR_METHOD,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED
C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\API_FINGERPRINT_EXPERIMENT_V2\API_V2_RAW.jsonl,API_V2_RAW.jsonl,.jsonl,4964685,2026-09-10T22:16:34.0150034Z,2026-09-10T17:55:04.0000000Z,OTHER_SOURCE,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED
