MODEL,POOL,N_PAIRS,MATCHED_AUC,CI95_LOW,CI95_HIGH,PAIR_WIN_RATE,MEAN_SCORE_DIFF,BINOMIAL_P,SIGNFLIP_P,MAX_ABS_SMD_AFTER
R1_COMPATIBLE,ALL_PROVIDER_HOLDOUT,137,0.5849006340241888,0.5135049816186265,0.6541158292929832,0.6496350364963503,0.17468778407350433,0.00029049399431788867,4.999750012499375e-05,2.575758354387391
SURFACE_FREE,ALL_PROVIDER_HOLDOUT,137,0.7249720283446108,0.6580165432361874,0.7921239810325537,0.781021897810219,0.4219422425158037,1.2172999706879225e-11,4.999750012499375e-05,2.575758354387391
