PARTITION,SELECTED_K,SILHOUETTE,DAVIES_BOULDIN,CALINSKI_HARABASZ,MIN_CLUSTER_FRAC
TRAIN,3,0.22932455444275623,1.8509989570049614,844.7415404467479,0.12697103988457178
VALIDATION,3,0.24278543435680464,1.8952572011220852,793.5021548117533,0.12258667220261574
DEVELOPMENT_HOLDOUT,3,0.23202328797593086,1.839410049371048,839.6469512893731,0.12981264154828084
