SEED,CONDITION,SEQ_INPUT_EDGE_COHERENCE,SEQ_INPUT_ORDER_COHERENCE,PLUS_SEQ_COHERENCE,PLUS_REACHABILITY,MINUS_SEQ_CONFLICT,KEEP_DEGREE_CENTRALITY,KEEP_SPREAD,SWITCH_VALIDITY,END_SEQUENCE_POSITION,END_SINKNESS,CODE_SEQ_COHERENCE,CODE_CONNECTEDNESS,FINAL_RECIPROCITY,FINAL_SCC_COUNT,FINAL_LARGEST_SCC_FRAC,FINAL_TRANSITIVITY,FINAL_IN_DEGREE_SD,FINAL_OUT_DEGREE_SD,REP,CELL_KEY,OUTPUT_TOKENS_DIAGNOSTIC
1,P_ANCHOR_REASSIGNED,0.7,1.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.6666666666666666,1.0,0.7142857142857143,1.0,1.0,0.0,3.0,0.75,0.14285714285714285,0.6959705453537527,0.4841229182759271,0,1|P_ANCHOR_REASSIGNED|0,119
1,P_ANCHOR_REASSIGNED,0.7,1.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.5,1.0,0.7142857142857143,1.0,1.0,0.0,3.0,0.75,0.14285714285714285,0.6959705453537527,0.4841229182759271,1,1|P_ANCHOR_REASSIGNED|1,107
1,P_ANCHOR_REASSIGNED,0.7,1.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.5,1.0,0.7142857142857143,1.0,1.0,0.0,3.0,0.75,0.13043478260869565,0.8569568250501305,0.4841229182759271,2,1|P_ANCHOR_REASSIGNED|2,107
1,T_TERMINAL_CHANGED,0.7,1.0,0.0,0.0,0.0,0.21428571428571427,0.14285714285714285,0.5,0.0,0.8571428571428572,1.0,1.0,0.0,3.0,0.75,0.2727272727272727,0.8569568250501305,0.4841229182759271,0,1|T_TERMINAL_CHANGED|0,107
1,T_TERMINAL_CHANGED,0.7,1.0,0.0,0.0,1.0,0.21428571428571427,0.14285714285714285,1.0,0.0,0.8571428571428572,1.0,1.0,0.0,1.0,1.0,0.15,0.4841229182759271,0.4841229182759271,1,1|T_TERMINAL_CHANGED|1,119
1,T_TERMINAL_CHANGED,0.7,1.0,0.0,0.0,0.0,0.21428571428571427,0.14285714285714285,0.5,0.0,0.8571428571428572,1.0,1.0,0.0,3.0,0.75,0.2727272727272727,0.8569568250501305,0.4841229182759271,2,1|T_TERMINAL_CHANGED|2,107
1,R_DEGREE_MATCHED_REWIRE,0.5,1.0,0.5,0.5,0.0,0.21428571428571427,0.2857142857142857,1.0,1.0,0.8571428571428572,0.5,0.5,0.0,3.0,0.75,0.2727272727272727,0.8569568250501305,0.4841229182759271,0,1|R_DEGREE_MATCHED_REWIRE|0,119
1,R_DEGREE_MATCHED_REWIRE,0.5,1.0,0.0,0.0,0.0,0.21428571428571427,0.2857142857142857,0.5,1.0,0.7142857142857143,0.75,0.5,0.0,3.0,0.75,0.2857142857142857,0.8569568250501305,0.4841229182759271,1,1|R_DEGREE_MATCHED_REWIRE|1,107
1,R_DEGREE_MATCHED_REWIRE,0.5,1.0,0.5,0.5,0.0,0.25,0.2857142857142857,0.5,1.0,0.8571428571428572,0.75,0.5,0.0,3.0,0.75,0.4090909090909091,0.6959705453537527,0.4841229182759271,2,1|R_DEGREE_MATCHED_REWIRE|2,107
1,X_COMPLEXITY_MATCHED,0.6,1.0,0.5,0.5,1.0,0.21428571428571427,0.42857142857142855,0.5,1.0,0.8571428571428572,1.0,1.0,0.18181818181818182,4.0,0.5,0.0,0.6959705453537527,0.6959705453537527,0,1|X_COMPLEXITY_MATCHED|0,107
1,X_COMPLEXITY_MATCHED,0.6,1.0,0.5,0.5,1.0,0.17857142857142855,0.42857142857142855,0.5,1.0,0.8571428571428572,0.5,0.6666666666666666,0.0,5.0,0.5,0.14285714285714285,0.8569568250501305,0.6959705453537527,1,1|X_COMPLEXITY_MATCHED|1,107
1,X_COMPLEXITY_MATCHED,0.6,1.0,0.5,0.0,1.0,0.17857142857142855,0.42857142857142855,0.5,1.0,0.8571428571428572,0.5,0.6666666666666666,0.0,3.0,0.5,0.14285714285714285,0.4841229182759271,0.6959705453537527,2,1|X_COMPLEXITY_MATCHED|2,107
1,L_FORWARD_CONTROL,1.0,1.0,0.0,0.0,0.0,0.25,0.14285714285714285,0.5,1.0,0.7142857142857143,1.0,1.0,0.0,1.0,1.0,0.2857142857142857,0.4841229182759271,0.4841229182759271,0,1|L_FORWARD_CONTROL|0,107
1,L_FORWARD_CONTROL,1.0,1.0,0.0,0.0,0.0,0.25,0.14285714285714285,0.5,1.0,0.7142857142857143,1.0,1.0,0.0,1.0,1.0,0.2857142857142857,0.4841229182759271,0.4841229182759271,1,1|L_FORWARD_CONTROL|1,107
1,L_FORWARD_CONTROL,1.0,1.0,0.0,0.0,0.0,0.25,0.14285714285714285,0.3333333333333333,1.0,0.7142857142857143,0.75,1.0,0.0,1.0,1.0,0.2857142857142857,0.4841229182759271,0.4841229182759271,2,1|L_FORWARD_CONTROL|2,119
1,G_RANDOM_CONTROL,0.5,1.0,1.0,0.0,1.0,0.21428571428571427,0.14285714285714285,0.5,1.0,0.8571428571428572,0.75,0.5,0.0,2.0,0.875,0.25,0.8569568250501305,0.4841229182759271,0,1|G_RANDOM_CONTROL|0,107
1,G_RANDOM_CONTROL,0.5,1.0,0.0,0.5,0.0,0.21428571428571427,0.14285714285714285,0.5,1.0,0.7142857142857143,0.5,0.5,0.0,6.0,0.375,0.36,1.2183492931011204,0.6959705453537527,1,1|G_RANDOM_CONTROL|1,107
1,G_RANDOM_CONTROL,0.5,1.0,0.0,0.5,0.0,0.21428571428571427,0.14285714285714285,0.5,1.0,0.7142857142857143,0.5,0.5,0.0,6.0,0.375,0.36,1.2183492931011204,0.6959705453537527,2,1|G_RANDOM_CONTROL|2,107
1,S_SURFACE_FORMAT_CONTROL,0.7,1.0,0.0,0.0,1.0,0.21428571428571427,0.14285714285714285,0.5,1.0,0.7142857142857143,1.0,1.0,0.0,1.0,1.0,0.2857142857142857,0.6959705453537527,0.4841229182759271,0,1|S_SURFACE_FORMAT_CONTROL|0,107
1,S_SURFACE_FORMAT_CONTROL,0.7,1.0,0.0,0.0,0.0,0.21428571428571427,0.14285714285714285,1.0,1.0,0.7142857142857143,1.0,1.0,0.0,3.0,0.75,0.2727272727272727,0.8569568250501305,0.4841229182759271,1,1|S_SURFACE_FORMAT_CONTROL|1,119
1,S_SURFACE_FORMAT_CONTROL,0.7,1.0,0.0,0.0,1.0,0.21428571428571427,0.14285714285714285,0.6666666666666666,1.0,0.7142857142857143,0.75,1.0,0.0,1.0,1.0,0.15,0.4841229182759271,0.4841229182759271,2,1|S_SURFACE_FORMAT_CONTROL|2,119
2,A_AUTHENTIC,0.7,1.0,0.0,0.0,1.0,0.25,0.14285714285714285,0.5,1.0,0.7142857142857143,1.0,1.0,0.0,1.0,1.0,0.14285714285714285,0.6959705453537527,0.4841229182759271,0,2|A_AUTHENTIC|0,107
2,A_AUTHENTIC,0.7,1.0,0.0,0.0,0.0,0.21428571428571427,0.14285714285714285,0.5,1.0,0.7142857142857143,1.0,1.0,0.0,3.0,0.75,0.2727272727272727,0.8569568250501305,0.4841229182759271,1,2|A_AUTHENTIC|1,107
2,A_AUTHENTIC,0.7,1.0,0.0,0.0,1.0,0.21428571428571427,0.14285714285714285,0.5,1.0,0.7142857142857143,1.0,1.0,0.0,1.0,1.0,0.2857142857142857,0.6959705453537527,0.4841229182759271,2,2|A_AUTHENTIC|2,107
2,I_ISOMORPHIC_RELABEL,0.7,1.0,0.0,0.0,0.0,0.21428571428571427,0.14285714285714285,0.5,1.0,0.7142857142857143,1.0,1.0,0.0,3.0,0.75,0.14285714285714285,0.6959705453537527,0.4841229182759271,0,2|I_ISOMORPHIC_RELABEL|0,107
2,I_ISOMORPHIC_RELABEL,0.7,1.0,0.5,0.5,1.0,0.14285714285714285,0.42857142857142855,0.5,1.0,0.8571428571428572,1.0,1.0,0.0,1.0,1.0,0.2727272727272727,0.4841229182759271,0.4841229182759271,1,2|I_ISOMORPHIC_RELABEL|1,107
2,I_ISOMORPHIC_RELABEL,0.7,1.0,0.5,0.5,1.0,0.14285714285714285,0.42857142857142855,1.0,1.0,0.8571428571428572,1.0,1.0,0.0,1.0,1.0,0.2608695652173913,0.4841229182759271,0.4841229182759271,2,2|I_ISOMORPHIC_RELABEL|2,119
2,D_DIRECTION_REVERSED,0.3,1.0,0.0,1.0,0.0,0.21428571428571427,0.14285714285714285,0.5,1.0,0.7142857142857143,0.0,1.0,0.0,4.0,0.625,0.14285714285714285,0.6959705453537527,0.6959705453537527,0,2|D_DIRECTION_REVERSED|0,107
2,D_DIRECTION_REVERSED,0.3,1.0,0.0,1.0,0.0,0.21428571428571427,0.14285714285714285,0.5,1.0,0.7142857142857143,0.0,1.0,0.0,4.0,0.625,0.14285714285714285,0.6959705453537527,0.6959705453537527,1,2|D_DIRECTION_REVERSED|1,107
2,D_DIRECTION_REVERSED,0.3,1.0,0.0,1.0,0.0,0.21428571428571427,0.14285714285714285,0.5,1.0,0.7142857142857143,0.0,1.0,0.0,4.0,0.625,0.14285714285714285,0.6959705453537527,0.6959705453537527,2,2|D_DIRECTION_REVERSED|2,107
2,O_ORDER_SHUFFLED,0.5,1.0,0.5,0.5,0.0,0.21428571428571427,0.14285714285714285,0.5,0.14285714285714285,0.8571428571428572,0.5,1.0,0.0,1.0,1.0,0.15,0.4841229182759271,0.4841229182759271,0,2|O_ORDER_SHUFFLED|0,107
2,O_ORDER_SHUFFLED,0.5,1.0,0.5,0.0,0.0,0.21428571428571427,0.14285714285714285,0.5,0.14285714285714285,0.7142857142857143,0.5,1.0,0.0,1.0,1.0,0.2857142857142857,0.6959705453537527,0.4841229182759271,1,2|O_ORDER_SHUFFLED|1,107
2,O_ORDER_SHUFFLED,0.5,1.0,0.5,0.5,0.0,0.21428571428571427,0.14285714285714285,0.5,0.14285714285714285,0.8571428571428572,0.5,1.0,0.0,1.0,1.0,0.15,0.4841229182759271,0.4841229182759271,2,2|O_ORDER_SHUFFLED|2,107
2,M_SWITCH_NEUTRALIZED,0.7,1.0,0.0,0.0,0.0,0.21428571428571427,0.14285714285714285,0.5,1.0,0.7142857142857143,1.0,1.0,0.0,3.0,0.75,0.2727272727272727,0.8569568250501305,0.4841229182759271,0,2|M_SWITCH_NEUTRALIZED|0,107
2,M_SWITCH_NEUTRALIZED,0.7,1.0,0.0,0.0,1.0,0.21428571428571427,0.14285714285714285,0.5,1.0,0.7142857142857143,1.0,1.0,0.0,1.0,1.0,0.2857142857142857,0.6959705453537527,0.4841229182759271,1,2|M_SWITCH_NEUTRALIZED|1,107
2,M_SWITCH_NEUTRALIZED,0.7,1.0,0.0,0.0,0.0,0.21428571428571427,0.14285714285714285,0.5,1.0,0.7142857142857143,1.0,1.0,0.0,3.0,0.75,0.2727272727272727,0.8569568250501305,0.4841229182759271,2,2|M_SWITCH_NEUTRALIZED|2,107
2,P_ANCHOR_REASSIGNED,0.7,1.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.5,1.0,0.7142857142857143,1.0,1.0,0.0,3.0,0.75,0.2727272727272727,0.8569568250501305,0.4841229182759271,0,2|P_ANCHOR_REASSIGNED|0,107
