SEED,CONDITION,ACTIVE_EDGES,EDGE_OVERLAP_AUTH,ISOMORPHIC_TO_AUTH,COMPLEXITY_DISTANCE,TOPOLOGY_DISTANCE,SWITCH_VALID
1001,P_ANCHOR_REASSIGNED,10,10,True,0.0,0.0,True
1001,T_TERMINAL_CHANGED,10,10,True,0.0,0.0,True
1001,R_DEGREE_MATCHED_REWIRE,10,4,False,0.9213257060616663,1.0978825796463136,True
1001,X_COMPLEXITY_MATCHED,10,2,False,0.36522872432824505,0.42645211786264975,True
1001,Y_TOPOLOGY_MATCHED,10,2,False,0.030737062660389936,0.030737062660389936,True
1001,L_FORWARD_CONTROL,10,7,False,0.9945317441850101,1.2105769085093967,True
1001,G_RANDOM_CONTROL,10,0,False,0.7773270778517327,0.9680627816556217,True
1001,E0_DELETE,9,9,False,,,True
1001,E1_DELETE,9,9,False,,,True
1001,E2_DELETE,9,9,False,,,True
1001,E3_DELETE,9,9,False,,,True
1001,E4_DELETE,9,9,False,,,True
1001,E5_DELETE,9,9,False,,,True
1001,E6_DELETE,9,9,False,,,True
1001,E7_DELETE,9,9,False,,,False
1001,E8_DELETE,9,9,False,,,True
1001,E9_DELETE,9,9,False,,,True
1001,E0_REVERSE,10,9,False,0.09925228742307604,0.3035151144868707,True
1001,E1_REVERSE,10,9,False,0.31715050631594305,0.4627146548573152,True
1001,E2_REVERSE,10,9,False,0.49931633084890953,0.6526675735148206,True
1001,E3_REVERSE,10,9,False,0.659388119291343,0.815879916900367,True
1001,E4_REVERSE,10,9,False,0.659301391357489,0.8415909121547304,True
1001,E5_REVERSE,10,9,False,0.30240715309949484,0.4541431543171032,True
1001,E6_REVERSE,10,9,False,0.10015225666438718,0.30381060330119253,True
1001,E7_REVERSE,10,9,False,0.23363585477291704,0.3576696092347873,False
1001,E8_REVERSE,10,9,False,0.040498439283287016,0.040498439283287016,True
1001,E9_REVERSE,10,9,False,0.2143274869363638,0.34444208989191527,False
1002,A_AUTHENTIC,10,10,True,0.0,0.0,True
1002,I_ISOMORPHIC_RELABEL,10,10,True,0.0,0.0,True
1002,F_SURFACE_FORMAT_CONTROL,10,10,True,0.0,0.0,True
1002,D_ALL_DIRECTION_REVERSED,10,0,False,1.1102230246251565e-16,1.1102230246251565e-16,True
1002,O_ORDER_SHUFFLED,10,10,True,0.0,0.0,True
1002,M_SWITCH_REASSIGNED,10,10,True,0.0,0.0,True
1002,M0_SWITCH_NEUTRALIZED,10,10,True,0.0,0.0,False
1002,P_ANCHOR_REASSIGNED,10,10,True,0.0,0.0,True
1002,T_TERMINAL_CHANGED,10,10,True,0.0,0.0,True
1002,R_DEGREE_MATCHED_REWIRE,10,4,False,0.40195865856334984,0.4175234906383879,True
1002,X_COMPLEXITY_MATCHED,10,3,False,0.03232502008485745,0.03232502008485745,True
1002,Y_TOPOLOGY_MATCHED,10,3,False,0.19500781284809837,0.1982512478545358,True
1002,L_FORWARD_CONTROL,10,7,False,0.9945317441850101,1.2105769085093967,True
1002,G_RANDOM_CONTROL,10,0,False,1.1401869394598683,1.393187042168381,True
1002,E0_DELETE,9,9,False,,,True
1002,E1_DELETE,9,9,False,,,True
1002,E2_DELETE,9,9,False,,,True
1002,E3_DELETE,9,9,False,,,True
1002,E4_DELETE,9,9,False,,,True
1002,E5_DELETE,9,9,False,,,True
1002,E6_DELETE,9,9,False,,,True
1002,E7_DELETE,9,9,False,,,False
1002,E8_DELETE,9,9,False,,,True
1002,E9_DELETE,9,9,False,,,True
1002,E0_REVERSE,10,9,False,0.09925228742307604,0.3035151144868707,True
1002,E1_REVERSE,10,9,False,0.31715050631594305,0.4627146548573152,True
1002,E2_REVERSE,10,9,False,0.49931633084890953,0.6526675735148206,True
1002,E3_REVERSE,10,9,False,0.659388119291343,0.815879916900367,True
1002,E4_REVERSE,10,9,False,0.659301391357489,0.8415909121547304,True
1002,E5_REVERSE,10,9,False,0.30240715309949484,0.4541431543171032,True
1002,E6_REVERSE,10,9,False,0.10015225666438718,0.30381060330119253,True
1002,E7_REVERSE,10,9,False,0.23363585477291704,0.3576696092347873,False
1002,E8_REVERSE,10,9,False,0.040498439283287016,0.040498439283287016,True
1002,E9_REVERSE,10,9,False,0.2143274869363638,0.34444208989191527,False
1003,A_AUTHENTIC,10,10,True,0.0,0.0,True
1003,I_ISOMORPHIC_RELABEL,10,10,True,0.0,0.0,True
1003,F_SURFACE_FORMAT_CONTROL,10,10,True,0.0,0.0,True
1003,D_ALL_DIRECTION_REVERSED,10,0,False,1.1102230246251565e-16,1.1102230246251565e-16,True
1003,O_ORDER_SHUFFLED,10,10,True,0.0,0.0,True
1003,M_SWITCH_REASSIGNED,10,10,True,0.0,0.0,True
1003,M0_SWITCH_NEUTRALIZED,10,10,True,0.0,0.0,False
1003,P_ANCHOR_REASSIGNED,10,10,True,0.0,0.0,True
1003,T_TERMINAL_CHANGED,10,10,True,0.0,0.0,True
1003,R_DEGREE_MATCHED_REWIRE,10,4,False,0.7228465888324369,0.8886656169458748,True
1003,X_COMPLEXITY_MATCHED,10,2,False,0.2703349292782788,0.34030951474301546,True
1003,Y_TOPOLOGY_MATCHED,10,2,False,0.05187276714593133,0.05187276714593133,True
1003,L_FORWARD_CONTROL,10,7,False,0.9945317441850101,1.2105769085093967,True
1003,G_RANDOM_CONTROL,10,4,False,0.468336584729871,0.5938265512108484,True
1003,E0_DELETE,9,9,False,,,True
1003,E1_DELETE,9,9,False,,,True
1003,E2_DELETE,9,9,False,,,True
1003,E3_DELETE,9,9,False,,,True
1003,E4_DELETE,9,9,False,,,True
1003,E5_DELETE,9,9,False,,,True
1003,E6_DELETE,9,9,False,,,True
1003,E7_DELETE,9,9,False,,,False
1003,E8_DELETE,9,9,False,,,True
1003,E9_DELETE,9,9,False,,,True
1003,E0_REVERSE,10,9,False,0.09925228742307604,0.3035151144868707,True
1003,E1_REVERSE,10,9,False,0.31715050631594305,0.4627146548573152,True
1003,E2_REVERSE,10,9,False,0.49931633084890953,0.6526675735148206,True
1003,E3_REVERSE,10,9,False,0.659388119291343,0.815879916900367,True
1003,E4_REVERSE,10,9,False,0.659301391357489,0.8415909121547304,True
1003,E5_REVERSE,10,9,False,0.30240715309949484,0.4541431543171032,True
1003,E6_REVERSE,10,9,False,0.10015225666438718,0.30381060330119253,True
1003,E7_REVERSE,10,9,False,0.23363585477291704,0.3576696092347873,False
1003,E8_REVERSE,10,9,False,0.040498439283287016,0.040498439283287016,True
1003,E9_REVERSE,10,9,False,0.2143274869363638,0.34444208989191527,False
1004,A_AUTHENTIC,10,10,True,0.0,0.0,True
1004,I_ISOMORPHIC_RELABEL,10,10,True,0.0,0.0,True
1004,F_SURFACE_FORMAT_CONTROL,10,10,True,0.0,0.0,True
1004,D_ALL_DIRECTION_REVERSED,10,0,False,1.1102230246251565e-16,1.1102230246251565e-16,True
1004,O_ORDER_SHUFFLED,10,10,True,0.0,0.0,True
1004,M_SWITCH_REASSIGNED,10,10,True,0.0,0.0,True
1004,M0_SWITCH_NEUTRALIZED,10,10,True,0.0,0.0,False
1004,P_ANCHOR_REASSIGNED,10,10,True,0.0,0.0,True
1004,T_TERMINAL_CHANGED,10,10,True,0.0,0.0,True
1004,R_DEGREE_MATCHED_REWIRE,10,3,False,0.47550213808537994,0.5745053219565688,True
1004,X_COMPLEXITY_MATCHED,10,3,False,0.22792250302322067,0.2939174082877265,True
1004,Y_TOPOLOGY_MATCHED,10,3,False,0.029279190996814034,0.029279190996814034,True
1004,L_FORWARD_CONTROL,10,7,False,0.9945317441850101,1.2105769085093967,True
1004,G_RANDOM_CONTROL,10,3,False,0.9501475710408324,1.1673053736388872,True
1004,E0_DELETE,9,9,False,,,True
1004,E1_DELETE,9,9,False,,,True
1004,E2_DELETE,9,9,False,,,True
1004,E3_DELETE,9,9,False,,,True
1004,E4_DELETE,9,9,False,,,True
1004,E5_DELETE,9,9,False,,,True
1004,E6_DELETE,9,9,False,,,True
1004,E7_DELETE,9,9,False,,,False
1004,E8_DELETE,9,9,False,,,True
1004,E9_DELETE,9,9,False,,,True
1004,E0_REVERSE,10,9,False,0.09925228742307604,0.3035151144868707,True
1004,E1_REVERSE,10,9,False,0.31715050631594305,0.4627146548573152,True
1004,E2_REVERSE,10,9,False,0.49931633084890953,0.6526675735148206,True
1004,E3_REVERSE,10,9,False,0.659388119291343,0.815879916900367,True
1004,E4_REVERSE,10,9,False,0.659301391357489,0.8415909121547304,True
1004,E5_REVERSE,10,9,False,0.30240715309949484,0.4541431543171032,True
1004,E6_REVERSE,10,9,False,0.10015225666438718,0.30381060330119253,True
1004,E7_REVERSE,10,9,False,0.23363585477291704,0.3576696092347873,False
1004,E8_REVERSE,10,9,False,0.040498439283287016,0.040498439283287016,True
1004,E9_REVERSE,10,9,False,0.2143274869363638,0.34444208989191527,False
1005,A_AUTHENTIC,10,10,True,0.0,0.0,True
1005,I_ISOMORPHIC_RELABEL,10,10,True,0.0,0.0,True
1005,F_SURFACE_FORMAT_CONTROL,10,10,True,0.0,0.0,True
1005,D_ALL_DIRECTION_REVERSED,10,0,False,1.1102230246251565e-16,1.1102230246251565e-16,True
1005,O_ORDER_SHUFFLED,10,10,True,0.0,0.0,True
1005,M_SWITCH_REASSIGNED,10,10,True,0.0,0.0,True
1005,M0_SWITCH_NEUTRALIZED,10,10,True,0.0,0.0,False
1005,P_ANCHOR_REASSIGNED,10,10,True,0.0,0.0,True
1005,T_TERMINAL_CHANGED,10,10,True,0.0,0.0,True
1005,R_DEGREE_MATCHED_REWIRE,10,1,False,0.2358000495048309,0.29900281562996023,True
1005,X_COMPLEXITY_MATCHED,10,2,False,0.2068686156392352,0.2858280695820189,True
1005,Y_TOPOLOGY_MATCHED,10,1,False,0.20054003906318327,0.28689395950796337,True
1005,L_FORWARD_CONTROL,10,7,False,0.9945317441850101,1.2105769085093967,True
1005,G_RANDOM_CONTROL,10,2,False,0.48746872778084954,0.6446389951233695,True
1005,E0_DELETE,9,9,False,,,True
1005,E1_DELETE,9,9,False,,,True
1005,E2_DELETE,9,9,False,,,True
1005,E3_DELETE,9,9,False,,,True
1005,E4_DELETE,9,9,False,,,True
1005,E5_DELETE,9,9,False,,,True
1005,E6_DELETE,9,9,False,,,True
1005,E7_DELETE,9,9,False,,,False
1005,E8_DELETE,9,9,False,,,True
1005,E9_DELETE,9,9,False,,,True
1005,E0_REVERSE,10,9,False,0.09925228742307604,0.3035151144868707,True
1005,E1_REVERSE,10,9,False,0.31715050631594305,0.4627146548573152,True
1005,E2_REVERSE,10,9,False,0.49931633084890953,0.6526675735148206,True
1005,E3_REVERSE,10,9,False,0.659388119291343,0.815879916900367,True
1005,E4_REVERSE,10,9,False,0.659301391357489,0.8415909121547304,True
1005,E5_REVERSE,10,9,False,0.30240715309949484,0.4541431543171032,True
1005,E6_REVERSE,10,9,False,0.10015225666438718,0.30381060330119253,True
1005,E7_REVERSE,10,9,False,0.23363585477291704,0.3576696092347873,False
1005,E8_REVERSE,10,9,False,0.040498439283287016,0.040498439283287016,True
1005,E9_REVERSE,10,9,False,0.2143274869363638,0.34444208989191527,False
1006,A_AUTHENTIC,10,10,True,0.0,0.0,True
1006,I_ISOMORPHIC_RELABEL,10,10,True,0.0,0.0,True
1006,F_SURFACE_FORMAT_CONTROL,10,10,True,0.0,0.0,True
1006,D_ALL_DIRECTION_REVERSED,10,0,False,1.1102230246251565e-16,1.1102230246251565e-16,True
1006,O_ORDER_SHUFFLED,10,10,True,0.0,0.0,True
1006,M_SWITCH_REASSIGNED,10,10,True,0.0,0.0,True
1006,M0_SWITCH_NEUTRALIZED,10,10,True,0.0,0.0,False
1006,P_ANCHOR_REASSIGNED,10,10,True,0.0,0.0,True
1006,T_TERMINAL_CHANGED,10,10,True,0.0,0.0,True
1006,R_DEGREE_MATCHED_REWIRE,10,5,False,0.4639291280405858,0.5598611627526809,True
1006,X_COMPLEXITY_MATCHED,10,4,False,0.2603184156136849,0.3176931582734221,True
1006,Y_TOPOLOGY_MATCHED,10,2,False,0.15929090539115634,0.16900404743833328,True
1006,L_FORWARD_CONTROL,10,7,False,0.9945317441850101,1.2105769085093967,True
1006,G_RANDOM_CONTROL,10,3,False,0.9683265888802159,1.1942264403770586,True
1006,E0_DELETE,9,9,False,,,True
1006,E1_DELETE,9,9,False,,,True
1006,E2_DELETE,9,9,False,,,True
1006,E3_DELETE,9,9,False,,,True
1006,E4_DELETE,9,9,False,,,True
1006,E5_DELETE,9,9,False,,,True
1006,E6_DELETE,9,9,False,,,True
1006,E7_DELETE,9,9,False,,,False
1006,E8_DELETE,9,9,False,,,True
1006,E9_DELETE,9,9,False,,,True
1006,E0_REVERSE,10,9,False,0.09925228742307604,0.3035151144868707,True
1006,E1_REVERSE,10,9,False,0.31715050631594305,0.4627146548573152,True
1006,E2_REVERSE,10,9,False,0.49931633084890953,0.6526675735148206,True
1006,E3_REVERSE,10,9,False,0.659388119291343,0.815879916900367,True
1006,E4_REVERSE,10,9,False,0.659301391357489,0.8415909121547304,True
1006,E5_REVERSE,10,9,False,0.30240715309949484,0.4541431543171032,True
1006,E6_REVERSE,10,9,False,0.10015225666438718,0.30381060330119253,True
1006,E7_REVERSE,10,9,False,0.23363585477291704,0.3576696092347873,False
1006,E8_REVERSE,10,9,False,0.040498439283287016,0.040498439283287016,True
1006,E9_REVERSE,10,9,False,0.2143274869363638,0.34444208989191527,False
1007,A_AUTHENTIC,10,10,True,0.0,0.0,True
1007,I_ISOMORPHIC_RELABEL,10,10,True,0.0,0.0,True
1007,F_SURFACE_FORMAT_CONTROL,10,10,True,0.0,0.0,True
1007,D_ALL_DIRECTION_REVERSED,10,0,False,1.1102230246251565e-16,1.1102230246251565e-16,True
1007,O_ORDER_SHUFFLED,10,10,True,0.0,0.0,True
1007,M_SWITCH_REASSIGNED,10,10,True,0.0,0.0,True
1007,M0_SWITCH_NEUTRALIZED,10,10,True,0.0,0.0,False
1007,P_ANCHOR_REASSIGNED,10,10,True,0.0,0.0,True
1007,T_TERMINAL_CHANGED,10,10,True,0.0,0.0,True
1007,R_DEGREE_MATCHED_REWIRE,10,4,False,0.8963335683073058,1.076995342476152,True
1007,X_COMPLEXITY_MATCHED,10,3,False,0.10441215494258223,0.11598671694602387,True
1007,Y_TOPOLOGY_MATCHED,10,4,False,0.19366484232537642,0.20948418120068416,True
1007,L_FORWARD_CONTROL,10,7,False,0.9945317441850101,1.2105769085093967,True
1007,G_RANDOM_CONTROL,10,1,False,0.8201590216761216,0.9867528712904758,True
1007,E0_DELETE,9,9,False,,,True
1007,E1_DELETE,9,9,False,,,True
1007,E2_DELETE,9,9,False,,,True
1007,E3_DELETE,9,9,False,,,True
1007,E4_DELETE,9,9,False,,,True
1007,E5_DELETE,9,9,False,,,True
1007,E6_DELETE,9,9,False,,,True
1007,E7_DELETE,9,9,False,,,False
1007,E8_DELETE,9,9,False,,,True
1007,E9_DELETE,9,9,False,,,True
1007,E0_REVERSE,10,9,False,0.09925228742307604,0.3035151144868707,True
1007,E1_REVERSE,10,9,False,0.31715050631594305,0.4627146548573152,True
1007,E2_REVERSE,10,9,False,0.49931633084890953,0.6526675735148206,True
1007,E3_REVERSE,10,9,False,0.659388119291343,0.815879916900367,True
1007,E4_REVERSE,10,9,False,0.659301391357489,0.8415909121547304,True
1007,E5_REVERSE,10,9,False,0.30240715309949484,0.4541431543171032,True
1007,E6_REVERSE,10,9,False,0.10015225666438718,0.30381060330119253,True
1007,E7_REVERSE,10,9,False,0.23363585477291704,0.3576696092347873,False
1007,E8_REVERSE,10,9,False,0.040498439283287016,0.040498439283287016,True
1007,E9_REVERSE,10,9,False,0.2143274869363638,0.34444208989191527,False
1008,A_AUTHENTIC,10,10,True,0.0,0.0,True
1008,I_ISOMORPHIC_RELABEL,10,10,True,0.0,0.0,True
1008,F_SURFACE_FORMAT_CONTROL,10,10,True,0.0,0.0,True
1008,D_ALL_DIRECTION_REVERSED,10,0,False,1.1102230246251565e-16,1.1102230246251565e-16,True
1008,O_ORDER_SHUFFLED,10,10,True,0.0,0.0,True
1008,M_SWITCH_REASSIGNED,10,10,True,0.0,0.0,True
1008,M0_SWITCH_NEUTRALIZED,10,10,True,0.0,0.0,False
1008,P_ANCHOR_REASSIGNED,10,10,True,0.0,0.0,True
1008,T_TERMINAL_CHANGED,10,10,True,0.0,0.0,True
1008,R_DEGREE_MATCHED_REWIRE,10,4,False,0.4270821092414662,0.4489229121969207,True
1008,X_COMPLEXITY_MATCHED,10,2,False,0.22890235442991097,0.2935937810508251,True
1008,Y_TOPOLOGY_MATCHED,10,1,False,0.06551001500667494,0.2168436162373923,True
1008,L_FORWARD_CONTROL,10,7,False,0.9945317441850101,1.2105769085093967,True
1008,G_RANDOM_CONTROL,10,2,False,0.37306157354856334,0.46306591291018867,True
1008,E0_DELETE,9,9,False,,,True
1008,E1_DELETE,9,9,False,,,True
1008,E2_DELETE,9,9,False,,,True
1008,E3_DELETE,9,9,False,,,True
1008,E4_DELETE,9,9,False,,,True
1008,E5_DELETE,9,9,False,,,True
1008,E6_DELETE,9,9,False,,,True
1008,E7_DELETE,9,9,False,,,False
1008,E8_DELETE,9,9,False,,,True
1008,E9_DELETE,9,9,False,,,True
1008,E0_REVERSE,10,9,False,0.09925228742307604,0.3035151144868707,True
1008,E1_REVERSE,10,9,False,0.31715050631594305,0.4627146548573152,True
1008,E2_REVERSE,10,9,False,0.49931633084890953,0.6526675735148206,True
1008,E3_REVERSE,10,9,False,0.659388119291343,0.815879916900367,True
1008,E4_REVERSE,10,9,False,0.659301391357489,0.8415909121547304,True
1008,E5_REVERSE,10,9,False,0.30240715309949484,0.4541431543171032,True
1008,E6_REVERSE,10,9,False,0.10015225666438718,0.30381060330119253,True
1008,E7_REVERSE,10,9,False,0.23363585477291704,0.3576696092347873,False
1008,E8_REVERSE,10,9,False,0.040498439283287016,0.040498439283287016,True
1008,E9_REVERSE,10,9,False,0.2143274869363638,0.34444208989191527,False
1009,A_AUTHENTIC,10,10,True,0.0,0.0,True
1009,I_ISOMORPHIC_RELABEL,10,10,True,0.0,0.0,True
1009,F_SURFACE_FORMAT_CONTROL,10,10,True,0.0,0.0,True
1009,D_ALL_DIRECTION_REVERSED,10,0,False,1.1102230246251565e-16,1.1102230246251565e-16,True
1009,O_ORDER_SHUFFLED,10,10,True,0.0,0.0,True
1009,M_SWITCH_REASSIGNED,10,10,True,0.0,0.0,True
1009,M0_SWITCH_NEUTRALIZED,10,10,True,0.0,0.0,False
1009,P_ANCHOR_REASSIGNED,10,10,True,0.0,0.0,True
1009,T_TERMINAL_CHANGED,10,10,True,0.0,0.0,True
1009,R_DEGREE_MATCHED_REWIRE,10,3,False,0.15861299936794832,0.17211150247087637,True
1009,X_COMPLEXITY_MATCHED,10,4,False,0.2578954904084741,0.31571086341643334,True
1009,Y_TOPOLOGY_MATCHED,10,3,False,0.0414451200712048,0.09680268179242962,True
1009,L_FORWARD_CONTROL,10,7,False,0.9945317441850101,1.2105769085093967,True
1009,G_RANDOM_CONTROL,10,2,False,0.5314203133285499,0.7248394603605443,True
1009,E0_DELETE,9,9,False,,,True
1009,E1_DELETE,9,9,False,,,True
1009,E2_DELETE,9,9,False,,,True
1009,E3_DELETE,9,9,False,,,True
1009,E4_DELETE,9,9,False,,,True
1009,E5_DELETE,9,9,False,,,True
1009,E6_DELETE,9,9,False,,,True
1009,E7_DELETE,9,9,False,,,False
1009,E8_DELETE,9,9,False,,,True
1009,E9_DELETE,9,9,False,,,True
1009,E0_REVERSE,10,9,False,0.09925228742307604,0.3035151144868707,True
1009,E1_REVERSE,10,9,False,0.31715050631594305,0.4627146548573152,True
1009,E2_REVERSE,10,9,False,0.49931633084890953,0.6526675735148206,True
1009,E3_REVERSE,10,9,False,0.659388119291343,0.815879916900367,True
1009,E4_REVERSE,10,9,False,0.659301391357489,0.8415909121547304,True
1009,E5_REVERSE,10,9,False,0.30240715309949484,0.4541431543171032,True
1009,E6_REVERSE,10,9,False,0.10015225666438718,0.30381060330119253,True
1009,E7_REVERSE,10,9,False,0.23363585477291704,0.3576696092347873,False
1009,E8_REVERSE,10,9,False,0.040498439283287016,0.040498439283287016,True
1009,E9_REVERSE,10,9,False,0.2143274869363638,0.34444208989191527,False
1010,A_AUTHENTIC,10,10,True,0.0,0.0,True
1010,I_ISOMORPHIC_RELABEL,10,10,True,0.0,0.0,True
1010,F_SURFACE_FORMAT_CONTROL,10,10,True,0.0,0.0,True
1010,D_ALL_DIRECTION_REVERSED,10,0,False,1.1102230246251565e-16,1.1102230246251565e-16,True
1010,O_ORDER_SHUFFLED,10,10,True,0.0,0.0,True
1010,M_SWITCH_REASSIGNED,10,10,True,0.0,0.0,True
1010,M0_SWITCH_NEUTRALIZED,10,10,True,0.0,0.0,False
1010,P_ANCHOR_REASSIGNED,10,10,True,0.0,0.0,True
1010,T_TERMINAL_CHANGED,10,10,True,0.0,0.0,True
1010,R_DEGREE_MATCHED_REWIRE,10,4,False,0.3099025284661914,0.3629791493516181,True
1010,X_COMPLEXITY_MATCHED,10,3,False,0.1369055094337926,0.24793690800294532,True
1010,Y_TOPOLOGY_MATCHED,10,1,False,0.20158601638672857,0.21237044925543697,True
1010,L_FORWARD_CONTROL,10,7,False,0.9945317441850101,1.2105769085093967,True
1010,G_RANDOM_CONTROL,10,2,False,0.8655588907705154,1.0113303773581586,True
1010,E0_DELETE,9,9,False,,,True
1010,E1_DELETE,9,9,False,,,True
1010,E2_DELETE,9,9,False,,,True
1010,E3_DELETE,9,9,False,,,True
1010,E4_DELETE,9,9,False,,,True
1010,E5_DELETE,9,9,False,,,True
1010,E6_DELETE,9,9,False,,,True
1010,E7_DELETE,9,9,False,,,False
1010,E8_DELETE,9,9,False,,,True
1010,E9_DELETE,9,9,False,,,True
1010,E0_REVERSE,10,9,False,0.09925228742307604,0.3035151144868707,True
1010,E1_REVERSE,10,9,False,0.31715050631594305,0.4627146548573152,True
1010,E2_REVERSE,10,9,False,0.49931633084890953,0.6526675735148206,True
1010,E3_REVERSE,10,9,False,0.659388119291343,0.815879916900367,True
1010,E4_REVERSE,10,9,False,0.659301391357489,0.8415909121547304,True
1010,E5_REVERSE,10,9,False,0.30240715309949484,0.4541431543171032,True
1010,E6_REVERSE,10,9,False,0.10015225666438718,0.30381060330119253,True
1010,E7_REVERSE,10,9,False,0.23363585477291704,0.3576696092347873,False
1010,E8_REVERSE,10,9,False,0.040498439283287016,0.040498439283287016,True
1010,E9_REVERSE,10,9,False,0.2143274869363638,0.34444208989191527,False
1011,A_AUTHENTIC,10,10,True,0.0,0.0,True
1011,I_ISOMORPHIC_RELABEL,10,10,True,0.0,0.0,True
1011,F_SURFACE_FORMAT_CONTROL,10,10,True,0.0,0.0,True
1011,D_ALL_DIRECTION_REVERSED,10,0,False,1.1102230246251565e-16,1.1102230246251565e-16,True
1011,O_ORDER_SHUFFLED,10,10,True,0.0,0.0,True
1011,M_SWITCH_REASSIGNED,10,10,True,0.0,0.0,True
1011,M0_SWITCH_NEUTRALIZED,10,10,True,0.0,0.0,False
1011,P_ANCHOR_REASSIGNED,10,10,True,0.0,0.0,True
1011,T_TERMINAL_CHANGED,10,10,True,0.0,0.0,True
1011,R_DEGREE_MATCHED_REWIRE,10,3,False,0.6852286898142832,0.8219083010310717,True
1011,X_COMPLEXITY_MATCHED,10,2,False,0.24387278887703076,0.31058611217024523,True
1011,Y_TOPOLOGY_MATCHED,10,3,False,0.13709639752818267,0.2543890515768009,True
1011,L_FORWARD_CONTROL,10,7,False,0.9945317441850101,1.2105769085093967,True
1011,G_RANDOM_CONTROL,10,1,False,1.0058018747918906,1.2323362842411691,True
1011,E0_DELETE,9,9,False,,,True
1011,E1_DELETE,9,9,False,,,True
1011,E2_DELETE,9,9,False,,,True
1011,E3_DELETE,9,9,False,,,True
1011,E4_DELETE,9,9,False,,,True
1011,E5_DELETE,9,9,False,,,True
1011,E6_DELETE,9,9,False,,,True
1011,E7_DELETE,9,9,False,,,False
1011,E8_DELETE,9,9,False,,,True
1011,E9_DELETE,9,9,False,,,True
1011,E0_REVERSE,10,9,False,0.09925228742307604,0.3035151144868707,True
1011,E1_REVERSE,10,9,False,0.31715050631594305,0.4627146548573152,True
1011,E2_REVERSE,10,9,False,0.49931633084890953,0.6526675735148206,True
1011,E3_REVERSE,10,9,False,0.659388119291343,0.815879916900367,True
1011,E4_REVERSE,10,9,False,0.659301391357489,0.8415909121547304,True
1011,E5_REVERSE,10,9,False,0.30240715309949484,0.4541431543171032,True
1011,E6_REVERSE,10,9,False,0.10015225666438718,0.30381060330119253,True
1011,E7_REVERSE,10,9,False,0.23363585477291704,0.3576696092347873,False
1011,E8_REVERSE,10,9,False,0.040498439283287016,0.040498439283287016,True
