EXPERIMENT_ID,SOURCE_CLUSTER,ELIGIBLE_FILE_COUNT
EXP-010,C:\RSOS\F1_FINAL_LOCAL\F1_FINAL_FREEZE,21
EXP-010,C:\RSOS\F1_FINAL_COMPLETE\F1_FINAL_FREEZE,14
EXP-010,C:\RSOS\Training data\F2_MASTER_HANDOFF_PACKAGE,4
EXP-010,C:\RSOS\F1_FINAL_COMPLETE_LOCAL.zip,1
EXP-010,C:\RSOS\F1_FINAL_COMPLETE_LOCAL.zip.sha256.txt,1
EXP-010,C:\RSOS\H1_INPUTS\F1_FINAL_COMPLETE_LOCAL.zip,1
