EXPERIMENT_ID,DESTINATION_BUCKET,ELIGIBLE_FILE_COUNT
EXP-010,00_CONTROL,7
EXP-010,02_INPUTS,3
EXP-010,05_OUTPUTS,4
EXP-010,07_ADJUDICATION,2
EXP-010,08_PACKAGE,2
EXP-010,09_FREEZE,18
EXP-010,UNCLASSIFIED,6
