"TYPE","ID","SOURCE_FILE","RELATIVE_PATH","SIZE_BYTES","SIZE_MB","EXTENSION","ACTION","REASON"
"HISTORICAL_RUN","RUN-008","C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-008__F1_Development_R5_V12_Specificity_Operator\00_CONTROL\SOURCE\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\02_OPERATOR_SPECIFICITY\ALTERNATIVE_OPERATOR_CONTROLS.parquet","00_CONTROL\SOURCE\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\02_OPERATOR_SPECIFICITY\ALTERNATIVE_OPERATOR_CONTROLS.parquet","430213","0,41",".parquet","LOCAL_DATASET","Raw/external dataset; retain locally and reference by manifest/hash"
"HISTORICAL_RUN","RUN-008","C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-008__F1_Development_R5_V12_Specificity_Operator\00_CONTROL\SOURCE\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\03_COMBINED_COLLISION\COMBINED_ADVERSARIAL_CONTROLS.parquet","00_CONTROL\SOURCE\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\03_COMBINED_COLLISION\COMBINED_ADVERSARIAL_CONTROLS.parquet","546420","0,521",".parquet","LOCAL_DATASET","Raw/external dataset; retain locally and reference by manifest/hash"
"HISTORICAL_RUN","RUN-008","C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-008__F1_Development_R5_V12_Specificity_Operator\08_PACKAGE\SOURCE\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\F1_DEV_R5_V12_SPECIFICITY_OPERATOR_COMPLETE.zip","08_PACKAGE\SOURCE\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\F1_DEV_R5_V12_SPECIFICITY_OPERATOR_COMPLETE.zip","1081086","1,031",".zip","BINARY_ARTIFACT_REVIEW","Binary/archive artifact; decide Git LFS, Release, or hash-only publication"
"HISTORICAL_RUN","RUN-008","C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-008__F1_Development_R5_V12_Specificity_Operator\08_PACKAGE\SOURCE\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\F1_DEV_R5_V12_SPECIFICITY_OPERATOR_RUNNER.zip","08_PACKAGE\SOURCE\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\F1_DEV_R5_V12_SPECIFICITY_OPERATOR_RUNNER.zip","7831","0,007",".zip","BINARY_ARTIFACT_REVIEW","Binary/archive artifact; decide Git LFS, Release, or hash-only publication"
"HISTORICAL_RUN","RUN-009","C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-009__F2_A_Incomplete_Earlier_Branch\02_INPUTS\SOURCE\Training data\F2_EXTERNAL_POPULATION_RARITY\00_INPUTS_WILDCHAT\train-00049-of-00086.parquet","02_INPUTS\SOURCE\Training data\F2_EXTERNAL_POPULATION_RARITY\00_INPUTS_WILDCHAT\train-00049-of-00086.parquet","103170595","98,391",".parquet","LOCAL_DATASET","Raw/external dataset; retain locally and reference by manifest/hash"
"HISTORICAL_RUN","RUN-009","C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-009__F2_A_Incomplete_Earlier_Branch\02_INPUTS\SOURCE\Training data\F2_EXTERNAL_POPULATION_RARITY\00_INPUTS_WILDCHAT\train-00080-of-00086.parquet","02_INPUTS\SOURCE\Training data\F2_EXTERNAL_POPULATION_RARITY\00_INPUTS_WILDCHAT\train-00080-of-00086.parquet","186001659","177,385",".parquet","LOCAL_DATASET","Raw/external dataset; retain locally and reference by manifest/hash"
"HISTORICAL_RUN","RUN-009","C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-009__F2_A_Incomplete_Earlier_Branch\02_INPUTS\SOURCE\Training data\F2_EXTERNAL_POPULATION_RARITY\00_INPUTS_WILDCHAT\train-00085-of-00086.parquet","02_INPUTS\SOURCE\Training data\F2_EXTERNAL_POPULATION_RARITY\00_INPUTS_WILDCHAT\train-00085-of-00086.parquet","496266956","473,277",".parquet","LOCAL_DATASET","Raw/external dataset; retain locally and reference by manifest/hash"
"HISTORICAL_RUN","RUN-009","C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-009__F2_A_Incomplete_Earlier_Branch\02_INPUTS\SOURCE\Training data\F2_EXTERNAL_POPULATION_RARITY\11_F1_REFERENCES\EXTRACTED\R1_COMPATIBLE.joblib","02_INPUTS\SOURCE\Training data\F2_EXTERNAL_POPULATION_RARITY\11_F1_REFERENCES\EXTRACTED\R1_COMPATIBLE.joblib","2333","0,002",".joblib","BINARY_ARTIFACT_REVIEW","Binary/archive artifact; decide Git LFS, Release, or hash-only publication"
"HISTORICAL_RUN","RUN-009","C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-009__F2_A_Incomplete_Earlier_Branch\02_INPUTS\SOURCE\Training data\F2_EXTERNAL_POPULATION_RARITY\11_F1_REFERENCES\EXTRACTED\SURFACE_FREE.joblib","02_INPUTS\SOURCE\Training data\F2_EXTERNAL_POPULATION_RARITY\11_F1_REFERENCES\EXTRACTED\SURFACE_FREE.joblib","2989","0,003",".joblib","BINARY_ARTIFACT_REVIEW","Binary/archive artifact; decide Git LFS, Release, or hash-only publication"
"HISTORICAL_RUN","RUN-009","C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-009__F2_A_Incomplete_Earlier_Branch\08_PACKAGE\SOURCE\Training data\F2_A_WILDCHAT_RARITY_RUNNER.zip","08_PACKAGE\SOURCE\Training data\F2_A_WILDCHAT_RARITY_RUNNER.zip","16705","0,016",".zip","BINARY_ARTIFACT_REVIEW","Binary/archive artifact; decide Git LFS, Release, or hash-only publication"
"HISTORICAL_RUN","RUN-009","C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-009__F2_A_Incomplete_Earlier_Branch\08_PACKAGE\SOURCE\Training data\F2_EXTERNAL_POPULATION_RARITY\11_F1_REFERENCES\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip","08_PACKAGE\SOURCE\Training data\F2_EXTERNAL_POPULATION_RARITY\11_F1_REFERENCES\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip","2110934","2,013",".zip","BINARY_ARTIFACT_REVIEW","Binary/archive artifact; decide Git LFS, Release, or hash-only publication"
"HISTORICAL_RUN","RUN-009","C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-009__F2_A_Incomplete_Earlier_Branch\08_PACKAGE\SOURCE\Training data\F2_EXTERNAL_POPULATION_RARITY\F2_A_WILDCHAT_RARITY_RUNNER_ORIGINAL.zip","08_PACKAGE\SOURCE\Training data\F2_EXTERNAL_POPULATION_RARITY\F2_A_WILDCHAT_RARITY_RUNNER_ORIGINAL.zip","16705","0,016",".zip","BINARY_ARTIFACT_REVIEW","Binary/archive artifact; decide Git LFS, Release, or hash-only publication"
"HISTORICAL_RUN","RUN-009","C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-009__F2_A_Incomplete_Earlier_Branch\09_FREEZE\SOURCE\Training data\F2_EXTERNAL_POPULATION_RARITY\04_EXTERNAL_FEATURES\WILDCHAT_EXACT_FROZEN_FEATURES.parquet","09_FREEZE\SOURCE\Training data\F2_EXTERNAL_POPULATION_RARITY\04_EXTERNAL_FEATURES\WILDCHAT_EXACT_FROZEN_FEATURES.parquet","1689239","1,611",".parquet","LOCAL_DATASET","Raw/external dataset; retain locally and reference by manifest/hash"
"HISTORICAL_RUN","RUN-010","C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\08_PACKAGE\SOURCE\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE\BR1\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip","08_PACKAGE\SOURCE\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE\BR1\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip","2110934","2,013",".zip","BINARY_ARTIFACT_REVIEW","Binary/archive artifact; decide Git LFS, Release, or hash-only publication"
"HISTORICAL_RUN","RUN-010","C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\98_LONGPATH\F\3d25179bc6b8abdb_32ddc5638e.joblib","98_LONGPATH\F\3d25179bc6b8abdb_32ddc5638e.joblib","63793134","60,838",".joblib","BINARY_ARTIFACT_REVIEW","Binary/archive artifact; decide Git LFS, Release, or hash-only publication"
"HISTORICAL_RUN","RUN-010","C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\98_LONGPATH\F\3e90d3a9a01ac3bd_7c12c255b1.joblib","98_LONGPATH\F\3e90d3a9a01ac3bd_7c12c255b1.joblib","44825056","42,749",".joblib","BINARY_ARTIFACT_REVIEW","Binary/archive artifact; decide Git LFS, Release, or hash-only publication"
"HISTORICAL_RUN","RUN-010","C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\98_LONGPATH\F\89e999d02dd20c7b_796a928bb4.joblib","98_LONGPATH\F\89e999d02dd20c7b_796a928bb4.joblib","63494430","60,553",".joblib","BINARY_ARTIFACT_REVIEW","Binary/archive artifact; decide Git LFS, Release, or hash-only publication"
"HISTORICAL_RUN","RUN-010","C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\98_LONGPATH\F\8b82f3516c07b3f4_70be04eff0.joblib","98_LONGPATH\F\8b82f3516c07b3f4_70be04eff0.joblib","19221105","18,331",".joblib","BINARY_ARTIFACT_REVIEW","Binary/archive artifact; decide Git LFS, Release, or hash-only publication"
"HISTORICAL_RUN","RUN-010","C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\98_LONGPATH\K\54aedbc3c4ce4a44_344b8ce013.zip","98_LONGPATH\K\54aedbc3c4ce4a44_344b8ce013.zip","382917","0,365",".zip","BINARY_ARTIFACT_REVIEW","Binary/archive artifact; decide Git LFS, Release, or hash-only publication"
"HISTORICAL_RUN","RUN-010","C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\98_LONGPATH\K\674e7aaac61ad518_331054e701.zip","98_LONGPATH\K\674e7aaac61ad518_331054e701.zip","125986400","120,15",".zip","LARGE_ARTIFACT_REVIEW",">=95 MB; do not place in normal Git history"
"HISTORICAL_RUN","RUN-010","C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\98_LONGPATH\K\6d67b8f0f164fbb3_506e70be6e.zip","98_LONGPATH\K\6d67b8f0f164fbb3_506e70be6e.zip","63138359","60,213",".zip","BINARY_ARTIFACT_REVIEW","Binary/archive artifact; decide Git LFS, Release, or hash-only publication"
"HISTORICAL_RUN","RUN-010","C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\98_LONGPATH\K\a5f8a42526cc8fb7_6f2c2c363c.zip","98_LONGPATH\K\a5f8a42526cc8fb7_6f2c2c363c.zip","312923719","298,427",".zip","LARGE_ARTIFACT_REVIEW",">=95 MB; do not place in normal Git history"
"HISTORICAL_RUN","RUN-010","C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\98_LONGPATH\K\aef92bff53d030d6_f580fece21.zip","98_LONGPATH\K\aef92bff53d030d6_f580fece21.zip","126305888","120,455",".zip","LARGE_ARTIFACT_REVIEW",">=95 MB; do not place in normal Git history"
"HISTORICAL_RUN","RUN-010","C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\98_LONGPATH\K\bf8696cefceb4d92_3cd0f7739d.zip","98_LONGPATH\K\bf8696cefceb4d92_3cd0f7739d.zip","1081086","1,031",".zip","BINARY_ARTIFACT_REVIEW","Binary/archive artifact; decide Git LFS, Release, or hash-only publication"
"HISTORICAL_RUN","RUN-010","C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\98_LONGPATH\O\5119a0a1cced4e31_dd81bcbcac.parquet","98_LONGPATH\O\5119a0a1cced4e31_dd81bcbcac.parquet","1138418","1,086",".parquet","LOCAL_DATASET","Raw/external dataset; retain locally and reference by manifest/hash"
"HISTORICAL_RUN","RUN-010","C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\90_RUN_RECORDS\RUN-010__F2_BR0_Full_Fingerprint_Recovery\98_LONGPATH\O\86f9630ca82f0b3f_0b5b1dd889.parquet","98_LONGPATH\O\86f9630ca82f0b3f_0b5b1dd889.parquet","3842834","3,665",".parquet","LOCAL_DATASET","Raw/external dataset; retain locally and reference by manifest/hash"
