FULL_PATH,FILE_NAME,EXTENSION,SIZE_BYTES,CREATED_UTC,MODIFIED_UTC,SOURCE_ROLE,COPY_STATUS,HYDRATION_STATUS,EXPERIMENT_ID,CANONICAL_ID,SOURCE_EXISTS,SENSITIVE_PATH,RUNTIME_OR_LIBRARY,COPY_OR_PROVENANCE_AUDIT,CROSS_CANONICAL_OVERLAP,OTHER_CANONICAL_MATCHES,DESTINATION_BUCKET,HYDRATION_AUDIT_CLASS,SOURCE_CLUSTER,AUDIT_VERSION
C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PROTOCOL\PREFLIGHT_FREEZE\00_PREFLIGHT_FREEZE_SHA256.csv,00_PREFLIGHT_FREEZE_SHA256.csv,.csv,967,2026-09-12T17:16:32.9073613Z,2026-09-12T17:16:32.9088663Z,AUTHORITY_OR_FREEZE,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED,EXP-014,CAN-WF1-A,True,False,False,False,False,,09_FREEZE,ELIGIBLE_PRIMARY_CANDIDATE,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PROTOCOL,PHASE8B_R2
C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PROTOCOL\PREFLIGHT_FREEZE\00_RUNNER_SHA256.txt,00_RUNNER_SHA256.txt,.txt,66,2026-09-12T17:16:32.5706121Z,2026-09-12T17:15:01.8451658Z,OTHER_SOURCE,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED,EXP-014,CAN-WF1-A,True,False,False,False,False,,09_FREEZE,ELIGIBLE_PRIMARY_CANDIDATE,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PROTOCOL,PHASE8B_R2
C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PROTOCOL\PREFLIGHT_FREEZE\00D_PREFLIGHT_SUMMARY.json,00D_PREFLIGHT_SUMMARY.json,.json,402,2026-09-12T17:16:32.5673247Z,2026-09-12T17:15:01.8391687Z,RESULT_OR_OUTPUT,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED,EXP-014,CAN-WF1-A,True,False,False,False,False,,05_OUTPUTS,ELIGIBLE_PRIMARY_CANDIDATE,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PROTOCOL,PHASE8B_R2
C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PROTOCOL\PREFLIGHT_FREEZE\03_FROZEN_SPECIFICATION.json,03_FROZEN_SPECIFICATION.json,.json,5888,2026-09-12T17:16:32.5716183Z,2026-09-12T17:15:01.8461652Z,AUTHORITY_OR_FREEZE|PROTOCOL_OR_METHOD,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED,EXP-014,CAN-WF1-A,True,False,False,False,False,,09_FREEZE,ELIGIBLE_PRIMARY_CANDIDATE,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PROTOCOL,PHASE8B_R2
C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PROTOCOL\PREFLIGHT_FREEZE\04_FROZEN_SPECIFICATION_SHA256.txt,04_FROZEN_SPECIFICATION_SHA256.txt,.txt,66,2026-09-12T17:16:32.5736164Z,2026-09-12T17:15:01.8461652Z,AUTHORITY_OR_FREEZE|PROTOCOL_OR_METHOD,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED,EXP-014,CAN-WF1-A,True,False,False,False,False,,09_FREEZE,ELIGIBLE_PRIMARY_CANDIDATE,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PROTOCOL,PHASE8B_R2
C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PROTOCOL\PREFLIGHT_FREEZE\05_FROZEN_PROMPTS.csv,05_FROZEN_PROMPTS.csv,.csv,7879757,2026-09-12T17:16:32.5766153Z,2026-09-12T17:15:01.8099817Z,AUTHORITY_OR_FREEZE,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED,EXP-014,CAN-WF1-A,True,False,False,False,False,,09_FREEZE,ELIGIBLE_PRIMARY_CANDIDATE,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PROTOCOL,PHASE8B_R2
C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PROTOCOL\PREFLIGHT_FREEZE\14_CONTROL_MATCH_AUDIT.csv,14_CONTROL_MATCH_AUDIT.csv,.csv,185162,2026-09-12T17:16:32.5851540Z,2026-09-12T17:15:01.8311940Z,OTHER_SOURCE,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED,EXP-014,CAN-WF1-A,True,False,False,False,False,,00_CONTROL,ELIGIBLE_PRIMARY_CANDIDATE,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PROTOCOL,PHASE8B_R2
C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PROTOCOL\PREFLIGHT_FREEZE\19_SOURCE_PROVENANCE.csv,19_SOURCE_PROVENANCE.csv,.csv,994,2026-09-12T17:16:32.5871513Z,2026-09-12T17:14:22.6628580Z,OTHER_SOURCE,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED,EXP-014,CAN-WF1-A,True,False,False,False,False,,02_INPUTS,ELIGIBLE_PRIMARY_CANDIDATE,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PROTOCOL,PHASE8B_R2
C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PROTOCOL\PREFLIGHT_FREEZE\26_NATIVE_FROZEN_PROMPTS.csv,26_NATIVE_FROZEN_PROMPTS.csv,.csv,165400,2026-09-12T17:16:32.5881512Z,2026-09-12T17:15:01.8381906Z,AUTHORITY_OR_FREEZE,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED,EXP-014,CAN-WF1-A,True,False,False,False,False,,09_FREEZE,ELIGIBLE_PRIMARY_CANDIDATE,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PROTOCOL,PHASE8B_R2
C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PROTOCOL\WF1_A_V12_R_PREREGISTERED_PROTOCOL.md,WF1_A_V12_R_PREREGISTERED_PROTOCOL.md,.md,7147,2026-09-12T17:14:10.9803632Z,2026-09-12T14:11:04.0000000Z,PROTOCOL_OR_METHOD,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED,EXP-014,CAN-WF1-A,True,False,False,False,False,,01_PROTOCOL,ELIGIBLE_PRIMARY_CANDIDATE,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PROTOCOL,PHASE8B_R2
C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PROTOCOL\WF1_A_V12_R_PREREGISTRATION.json,WF1_A_V12_R_PREREGISTRATION.json,.json,1490,2026-09-12T17:14:11.0052117Z,2026-09-12T14:10:48.0000000Z,PROTOCOL_OR_METHOD,PRIMARY_OR_UNRESOLVED,NOT_YET_COPIED,EXP-014,CAN-WF1-A,True,False,False,False,False,,01_PROTOCOL,ELIGIBLE_PRIMARY_CANDIDATE,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PROTOCOL,PHASE8B_R2
C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1.zip,WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1.zip,.zip,11444695,2026-09-13T23:04:28.0891529Z,2026-09-13T23:04:32.9539363Z,COPY_OR_PROVENANCE,LIKELY_COPY_OR_PROVENANCE,NOT_YET_COPIED,EXP-014,CAN-WF1-A,True,False,False,True,False,,08_PACKAGE,REFERENCE_COPY_OR_PROVENANCE,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION,PHASE8B_R2
C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\00_FULL_LOCAL_ESTATE_SHA256.csv,00_FULL_LOCAL_ESTATE_SHA256.csv,.csv,41762,2026-09-13T23:03:58.1296682Z,2026-09-13T23:04:13.3582434Z,COPY_OR_PROVENANCE,LIKELY_COPY_OR_PROVENANCE,NOT_YET_COPIED,EXP-014,CAN-WF1-A,True,False,False,True,False,,09_FREEZE,REFERENCE_COPY_OR_PROVENANCE,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION,PHASE8B_R2
C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\01_PUBLIC_PROVENANCE_AND_PRIORITY_RECORD.md,01_PUBLIC_PROVENANCE_AND_PRIORITY_RECORD.md,.md,2749,2026-09-13T23:04:25.8642091Z,2026-09-13T23:04:25.8642091Z,COPY_OR_PROVENANCE,LIKELY_COPY_OR_PROVENANCE,NOT_YET_COPIED,EXP-014,CAN-WF1-A,True,False,False,True,False,,UNCLASSIFIED,REFERENCE_COPY_OR_PROVENANCE,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION,PHASE8B_R2
C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\02_COMPLETE_LOCAL_DIRECTORY_TREE.txt,02_COMPLETE_LOCAL_DIRECTORY_TREE.txt,.txt,28623,2026-09-13T23:04:25.8662094Z,2026-09-13T23:04:25.9131697Z,AUTHORITY_OR_FREEZE|COPY_OR_PROVENANCE,LIKELY_COPY_OR_PROVENANCE,NOT_YET_COPIED,EXP-014,CAN-WF1-A,True,False,False,True,False,,09_FREEZE,REFERENCE_COPY_OR_PROVENANCE,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION,PHASE8B_R2
C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\03_PUBLIC_PACKAGE_SHA256.csv,03_PUBLIC_PACKAGE_SHA256.csv,.csv,34578,2026-09-13T23:04:25.9171688Z,2026-09-13T23:04:28.0282803Z,COPY_OR_PROVENANCE,LIKELY_COPY_OR_PROVENANCE,NOT_YET_COPIED,EXP-014,CAN-WF1-A,True,False,False,True,False,,09_FREEZE,REFERENCE_COPY_OR_PROVENANCE,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION,PHASE8B_R2
C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_FINAL_ENDPOINT_AUDIT_20260913_235758\WF1_A_FINAL_ENDPOINT_AUDIT_FULL_20260913_235758.txt,WF1_A_FINAL_ENDPOINT_AUDIT_FULL_20260913_235758.txt,.txt,548364,2026-09-13T23:04:13.3812106Z,2026-09-13T20:58:06.0381462Z,AUTHORITY_OR_FREEZE|COPY_OR_PROVENANCE,LIKELY_COPY_OR_PROVENANCE,NOT_YET_COPIED,EXP-014,CAN-WF1-A,True,False,False,True,False,,UNCLASSIFIED,REFERENCE_COPY_OR_PROVENANCE,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION,PHASE8B_R2
C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_COLLECTION_CLOSED_20260913_231818.zip,WF1_A_R1_COLLECTION_CLOSED_20260913_231818.zip,.zip,50599,2026-09-13T23:04:13.3762124Z,2026-09-13T20:18:20.2669034Z,COPY_OR_PROVENANCE,LIKELY_COPY_OR_PROVENANCE,NOT_YET_COPIED,EXP-014,CAN-WF1-A,True,False,False,True,False,,08_PACKAGE,REFERENCE_COPY_OR_PROVENANCE,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION,PHASE8B_R2
C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_COLLECTION_CLOSED_20260913_231818\00_FINAL_COMPLETENESS.json,00_FINAL_COMPLETENESS.json,.json,233,2026-09-13T23:04:13.3832098Z,2026-09-13T18:59:11.1245380Z,AUTHORITY_OR_FREEZE|COPY_OR_PROVENANCE,LIKELY_COPY_OR_PROVENANCE,NOT_YET_COPIED,EXP-014,CAN-WF1-A,True,False,False,True,False,,09_FREEZE,REFERENCE_COPY_OR_PROVENANCE,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION,PHASE8B_R2
C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_COLLECTION_CLOSED_20260913_231818\01_FINAL_PERSISTENT_MISSING_CELLS.csv,01_FINAL_PERSISTENT_MISSING_CELLS.csv,.csv,657,2026-09-13T23:04:13.3842083Z,2026-09-13T18:59:11.0875607Z,AUTHORITY_OR_FREEZE|COPY_OR_PROVENANCE,LIKELY_COPY_OR_PROVENANCE,NOT_YET_COPIED,EXP-014,CAN-WF1-A,True,False,False,True,False,,04_RAW,REFERENCE_COPY_OR_PROVENANCE,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION,PHASE8B_R2
C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_COLLECTION_CLOSED_20260913_231818\02_FROZEN_RUNNER.py,02_FROZEN_RUNNER.py,.py,124186,2026-09-13T23:04:13.3862105Z,2026-09-13T18:22:04.2448530Z,AUTHORITY_OR_FREEZE|COPY_OR_PROVENANCE|RUNNER,LIKELY_COPY_OR_PROVENANCE,NOT_YET_COPIED,EXP-014,CAN-WF1-A,True,False,False,True,False,,09_FREEZE,REFERENCE_COPY_OR_PROVENANCE,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION,PHASE8B_R2
C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_COLLECTION_CLOSED_20260913_231818\03_FULL_ERROR_HISTORY.jsonl,03_FULL_ERROR_HISTORY.jsonl,.jsonl,228410,2026-09-13T23:04:13.3872075Z,2026-09-13T18:58:12.7541484Z,COPY_OR_PROVENANCE,LIKELY_COPY_OR_PROVENANCE,NOT_YET_COPIED,EXP-014,CAN-WF1-A,True,False,False,True,False,,06_DIAGNOSTIC,REFERENCE_COPY_OR_PROVENANCE,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION,PHASE8B_R2
C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_COLLECTION_CLOSED_20260913_231818\04_PERSISTENT_RESIDUE_FAILURE_AUDIT.csv,04_PERSISTENT_RESIDUE_FAILURE_AUDIT.csv,.csv,2674,2026-09-13T23:04:13.3882068Z,2026-09-13T20:18:18.5106424Z,COPY_OR_PROVENANCE,LIKELY_COPY_OR_PROVENANCE,NOT_YET_COPIED,EXP-014,CAN-WF1-A,True,False,False,True,False,,06_DIAGNOSTIC,REFERENCE_COPY_OR_PROVENANCE,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION,PHASE8B_R2
C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_COLLECTION_CLOSED_20260913_231818\05_COLLECTION_CLOSE_RECORD.txt,05_COLLECTION_CLOSE_RECORD.txt,.txt,1900,2026-09-13T23:04:13.3902074Z,2026-09-13T20:18:18.5656272Z,COPY_OR_PROVENANCE,LIKELY_COPY_OR_PROVENANCE,NOT_YET_COPIED,EXP-014,CAN-WF1-A,True,False,False,True,False,,UNCLASSIFIED,REFERENCE_COPY_OR_PROVENANCE,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION,PHASE8B_R2
C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_COLLECTION_CLOSED_20260913_231818\06_FINAL_SOURCE_TREE_SHA256.csv,06_FINAL_SOURCE_TREE_SHA256.csv,.csv,13545,2026-09-13T23:04:13.3912068Z,2026-09-13T20:18:19.9593534Z,AUTHORITY_OR_FREEZE|COPY_OR_PROVENANCE,LIKELY_COPY_OR_PROVENANCE,NOT_YET_COPIED,EXP-014,CAN-WF1-A,True,False,False,True,False,,09_FREEZE,REFERENCE_COPY_OR_PROVENANCE,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION,PHASE8B_R2
C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_COLLECTION_CLOSED_20260913_231818\07_COLLECTION_FREEZE_SHA256.csv,07_COLLECTION_FREEZE_SHA256.csv,.csv,787,2026-09-13T23:04:13.3922049Z,2026-09-13T20:18:20.0448582Z,AUTHORITY_OR_FREEZE|COPY_OR_PROVENANCE,LIKELY_COPY_OR_PROVENANCE,NOT_YET_COPIED,EXP-014,CAN-WF1-A,True,False,False,True,False,,09_FREEZE,REFERENCE_COPY_OR_PROVENANCE,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION,PHASE8B_R2
C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_SENSITIVITY_S1_MISSINGNESS_20260913_232020.zip,WF1_A_R1_SENSITIVITY_S1_MISSINGNESS_20260913_232020.zip,.zip,19196,2026-09-13T23:04:13.3772331Z,2026-09-13T20:20:37.6968689Z,COPY_OR_PROVENANCE,LIKELY_COPY_OR_PROVENANCE,NOT_YET_COPIED,EXP-014,CAN-WF1-A,True,False,False,True,False,,08_PACKAGE,REFERENCE_COPY_OR_PROVENANCE,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION,PHASE8B_R2
C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_SENSITIVITY_S1_MISSINGNESS_20260913_232020\01_PERSISTENT_RESIDUE.csv,01_PERSISTENT_RESIDUE.csv,.csv,2191,2026-09-13T23:04:13.3952032Z,2026-09-13T20:20:24.4267254Z,COPY_OR_PROVENANCE,LIKELY_COPY_OR_PROVENANCE,NOT_YET_COPIED,EXP-014,CAN-WF1-A,True,False,False,True,False,,UNCLASSIFIED,REFERENCE_COPY_OR_PROVENANCE,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION,PHASE8B_R2
C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_SENSITIVITY_S1_MISSINGNESS_20260913_232020\02_MISSINGNESS_BY_CONDITION.csv,02_MISSINGNESS_BY_CONDITION.csv,.csv,1725,2026-09-13T23:04:13.3970649Z,2026-09-13T20:20:24.4547100Z,COPY_OR_PROVENANCE,LIKELY_COPY_OR_PROVENANCE,NOT_YET_COPIED,EXP-014,CAN-WF1-A,True,False,False,True,False,,UNCLASSIFIED,REFERENCE_COPY_OR_PROVENANCE,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION,PHASE8B_R2
C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_SENSITIVITY_S1_MISSINGNESS_20260913_232020\03_MISSINGNESS_BY_SEED.csv,03_MISSINGNESS_BY_SEED.csv,.csv,1897,2026-09-13T23:04:13.3980699Z,2026-09-13T20:20:24.4597074Z,COPY_OR_PROVENANCE,LIKELY_COPY_OR_PROVENANCE,NOT_YET_COPIED,EXP-014,CAN-WF1-A,True,False,False,True,False,,02_INPUTS,REFERENCE_COPY_OR_PROVENANCE,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION,PHASE8B_R2
C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_SENSITIVITY_S1_MISSINGNESS_20260913_232020\04_MISSINGNESS_BY_REP.csv,04_MISSINGNESS_BY_REP.csv,.csv,170,2026-09-13T23:04:13.4000885Z,2026-09-13T20:20:24.4617066Z,COPY_OR_PROVENANCE,LIKELY_COPY_OR_PROVENANCE,NOT_YET_COPIED,EXP-014,CAN-WF1-A,True,False,False,True,False,,UNCLASSIFIED,REFERENCE_COPY_OR_PROVENANCE,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION,PHASE8B_R2
C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_SENSITIVITY_S1_MISSINGNESS_20260913_232020\05_SEED_CONDITION_REPLICATE_CLUSTERS.csv,05_SEED_CONDITION_REPLICATE_CLUSTERS.csv,.csv,71894,2026-09-13T23:04:13.4012862Z,2026-09-13T20:20:24.4836928Z,COPY_OR_PROVENANCE,LIKELY_COPY_OR_PROVENANCE,NOT_YET_COPIED,EXP-014,CAN-WF1-A,True,False,False,True,False,,02_INPUTS,REFERENCE_COPY_OR_PROVENANCE,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION,PHASE8B_R2
C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_SENSITIVITY_S1_MISSINGNESS_20260913_232020\06_S1_MISSINGNESS_SUMMARY.json,06_S1_MISSINGNESS_SUMMARY.json,.json,2304,2026-09-13T23:04:13.4022867Z,2026-09-13T20:20:37.2698113Z,COPY_OR_PROVENANCE|RESULT_OR_OUTPUT,LIKELY_COPY_OR_PROVENANCE,NOT_YET_COPIED,EXP-014,CAN-WF1-A,True,False,False,True,False,,05_OUTPUTS,REFERENCE_COPY_OR_PROVENANCE,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION,PHASE8B_R2
C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_SENSITIVITY_S1_MISSINGNESS_20260913_232020\07_S1_HUMAN_READABLE_REPORT.txt,07_S1_HUMAN_READABLE_REPORT.txt,.txt,3864,2026-09-13T23:04:13.4042868Z,2026-09-13T20:20:37.2825457Z,COPY_OR_PROVENANCE,LIKELY_COPY_OR_PROVENANCE,NOT_YET_COPIED,EXP-014,CAN-WF1-A,True,False,False,True,False,,UNCLASSIFIED,REFERENCE_COPY_OR_PROVENANCE,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION,PHASE8B_R2
