SEQUENCE_NO,EXPERIMENT_ID,SOURCE_PATH,DESTINATION_PATH,DESTINATION_BUCKET,POLICY_ORIGIN,SIZE_BYTES,SOURCE_MTIME_NS_BEFORE,SOURCE_SHA256,DESTINATION_SHA256,HASH_VERIFIED,COPY_STATUS,ERROR
326,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\OUTPUT\26_NATIVE_RAW.jsonl,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\04_RAW\SOURCE\OUTPUT\26_NATIVE_RAW.jsonl,04_RAW,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,704090,1789266210464718800,2eb68c5065b2143430865a0ad082b05b45932c604d029bde8eba9e25ed18ea4a,2eb68c5065b2143430865a0ad082b05b45932c604d029bde8eba9e25ed18ea4a,True,COPIED_AND_VERIFIED,
327,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\OUTPUT\26_NATIVE_RAW_API_OBJECTS.jsonl.gz,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\04_RAW\SOURCE\OUTPUT\26_NATIVE_RAW_API_OBJECTS.jsonl.gz,04_RAW,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,101792,1789325951121540100,b48fee2a665f5bceb46842e3b722a4e76eb0e076cbb49c3a5b694c587639a9db,b48fee2a665f5bceb46842e3b722a4e76eb0e076cbb49c3a5b694c587639a9db,True,COPIED_AND_VERIFIED,
328,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S1_MISSINGNESS_20260913_232020\06_S1_MISSINGNESS_SUMMARY.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\05_OUTPUTS\SOURCE\ADJUDICATION\WF1_A_R1_SENSITIVITY_S1_MISSINGNESS_20260913_232020\06_S1_MISSINGNESS_SUMMARY.json,05_OUTPUTS,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,2304,1789330837269811300,9bd96e5daf7ffe026f53bc038bd4e9d2d9140f8a0d336cc76e44965a7accdee4,9bd96e5daf7ffe026f53bc038bd4e9d2d9140f8a0d336cc76e44965a7accdee4,True,COPIED_AND_VERIFIED,
329,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\08_CONDITION_RESULTS.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\05_OUTPUTS\SOURCE\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\08_CONDITION_RESULTS.csv,05_OUTPUTS,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,26777,1789331731422271700,543307e25d2c74b375783b05c5a89e44c6d2d085b6fe59ca5fee3739b85ba817,543307e25d2c74b375783b05c5a89e44c6d2d085b6fe59ca5fee3739b85ba817,True,COPIED_AND_VERIFIED,
330,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\09_PRIMARY_CONTRASTS.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\05_OUTPUTS\SOURCE\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\09_PRIMARY_CONTRASTS.csv,05_OUTPUTS,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,4199,1789331806093467000,ff8b59870e6a5550e04bbedc1290504f7301590f124da7a9c8f7f0a1c21fbc45,ff8b59870e6a5550e04bbedc1290504f7301590f124da7a9c8f7f0a1c21fbc45,True,COPIED_AND_VERIFIED,
331,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\11_GRAPH_CLASSIFIERS.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\05_OUTPUTS\SOURCE\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\11_GRAPH_CLASSIFIERS.csv,05_OUTPUTS,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,363,1789331827064512400,1fc61f8f811b272898346d3b7f8205f46eb152d0eab2a177999572d9e413c772,1fc61f8f811b272898346d3b7f8205f46eb152d0eab2a177999572d9e413c772,True,COPIED_AND_VERIFIED,
332,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\16_FINAL_SUMMARY.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\05_OUTPUTS\SOURCE\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\16_FINAL_SUMMARY.json,05_OUTPUTS,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,1674,1789331878947434000,698bd03bb959811c1527d32c17f2b40d27d0c43212d11ff7132d379a457c3acf,698bd03bb959811c1527d32c17f2b40d27d0c43212d11ff7132d379a457c3acf,True,COPIED_AND_VERIFIED,
333,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\28_MODEL_NATIVE_SUMMARY.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\05_OUTPUTS\SOURCE\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\28_MODEL_NATIVE_SUMMARY.csv,05_OUTPUTS,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,8487,1789331878925086500,66a6ffcbd0a1b12a58d3fe481dac262a9cf3196786bebd18b51d2df915fee075,66a6ffcbd0a1b12a58d3fe481dac262a9cf3196786bebd18b51d2df915fee075,True,COPIED_AND_VERIFIED,
334,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\08_CONDITION_RESULTS.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\05_OUTPUTS\SOURCE\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\08_CONDITION_RESULTS.csv,05_OUTPUTS,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,26246,1789331886066491200,2c6bc01490dc3184364c46233731e63439e53a6af083e00579223b8428805e02,2c6bc01490dc3184364c46233731e63439e53a6af083e00579223b8428805e02,True,COPIED_AND_VERIFIED,
335,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\09_PRIMARY_CONTRASTS.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\05_OUTPUTS\SOURCE\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\09_PRIMARY_CONTRASTS.csv,05_OUTPUTS,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,4207,1789331960409106300,6dccb640c659732da892433c4ffbddfdd4dddea4a786d1cefd2e83772b1375ec,6dccb640c659732da892433c4ffbddfdd4dddea4a786d1cefd2e83772b1375ec,True,COPIED_AND_VERIFIED,
336,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\11_GRAPH_CLASSIFIERS.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\05_OUTPUTS\SOURCE\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\11_GRAPH_CLASSIFIERS.csv,05_OUTPUTS,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,361,1789331980584174400,c69e2d1883964ee3de0ca64201e980c21a2c9e09aa841d4ce67d69944dfb2798,c69e2d1883964ee3de0ca64201e980c21a2c9e09aa841d4ce67d69944dfb2798,True,COPIED_AND_VERIFIED,
337,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\16_FINAL_SUMMARY.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\05_OUTPUTS\SOURCE\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\16_FINAL_SUMMARY.json,05_OUTPUTS,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,1675,1789332031784458200,cc006b8af056c6be1595bbc000c1ddb94cbed0856bcba8153e4af06ad7137881,cc006b8af056c6be1595bbc000c1ddb94cbed0856bcba8153e4af06ad7137881,True,COPIED_AND_VERIFIED,
338,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\28_MODEL_NATIVE_SUMMARY.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\05_OUTPUTS\SOURCE\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2B_SEED_COMPLETE\28_MODEL_NATIVE_SUMMARY.csv,05_OUTPUTS,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,8437,1789332031763469900,b24ea2798d285303034b0d2036f93b0ca334f9d9fa362946fab11542d9a8918a,b24ea2798d285303034b0d2036f93b0ca334f9d9fa362946fab11542d9a8918a,True,COPIED_AND_VERIFIED,
339,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\INPUTS\V12_ORIGINAL_RESULTS\00D_PREFLIGHT_SUMMARY.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\05_OUTPUTS\SOURCE\INPUTS\V12_ORIGINAL_RESULTS\00D_PREFLIGHT_SUMMARY.json,05_OUTPUTS,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,194,1789224847364544300,cd40c3d0175039c2efb3993d60bede7f2f066d29f4e4c78c872eb38d6b01f48b,cd40c3d0175039c2efb3993d60bede7f2f066d29f4e4c78c872eb38d6b01f48b,True,COPIED_AND_VERIFIED,
340,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\OUTPUT\00D_PREFLIGHT_SUMMARY.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\05_OUTPUTS\SOURCE\OUTPUT\00D_PREFLIGHT_SUMMARY.json,05_OUTPUTS,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,402,1789323766831020500,01de93188692219572fd80ca6f2e41c24104e618d9608214759667c759258ed9,01de93188692219572fd80ca6f2e41c24104e618d9608214759667c759258ed9,True,COPIED_AND_VERIFIED,
341,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PROTOCOL\PREFLIGHT_FREEZE\00D_PREFLIGHT_SUMMARY.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\05_OUTPUTS\SOURCE\PROTOCOL\PREFLIGHT_FREEZE\00D_PREFLIGHT_SUMMARY.json,05_OUTPUTS,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,402,1789233301839168700,ec16a6472bb077b09f4df4acf710c47c2104f08ce4581f8c60c5379e37cb48a8,ec16a6472bb077b09f4df4acf710c47c2104f08ce4581f8c60c5379e37cb48a8,True,COPIED_AND_VERIFIED,
342,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_COLLECTION_CLOSED_20260913_231818\03_FULL_ERROR_HISTORY.jsonl,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\06_DIAGNOSTIC\SOURCE\ADJUDICATION\WF1_A_R1_COLLECTION_CLOSED_20260913_231818\03_FULL_ERROR_HISTORY.jsonl,06_DIAGNOSTIC,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,228410,1789325892754148400,02ef9c053d5f11174e67fcaabb42f51fe4d142092e9c8f3b9c9df2e9a4d05b44,02ef9c053d5f11174e67fcaabb42f51fe4d142092e9c8f3b9c9df2e9a4d05b44,True,COPIED_AND_VERIFIED,
343,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_COLLECTION_CLOSED_20260913_231818\04_PERSISTENT_RESIDUE_FAILURE_AUDIT.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\06_DIAGNOSTIC\SOURCE\ADJUDICATION\WF1_A_R1_COLLECTION_CLOSED_20260913_231818\04_PERSISTENT_RESIDUE_FAILURE_AUDIT.csv,06_DIAGNOSTIC,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,2674,1789330698510642400,36cea0628f8bfd83be594cc8b43ec67c70d1105b5081cd3bca818bf7abc82a25,36cea0628f8bfd83be594cc8b43ec67c70d1105b5081cd3bca818bf7abc82a25,True,COPIED_AND_VERIFIED,
344,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\DIAGNOSTIC\WF1_A_FAILURE_DIAGNOSTIC_20260913_134110.txt,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\06_DIAGNOSTIC\SOURCE\DIAGNOSTIC\WF1_A_FAILURE_DIAGNOSTIC_20260913_134110.txt,06_DIAGNOSTIC,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,164769,1789296078373824500,2cb38b34a5ae9f7c664c7a64951f29bd0b1d1893ddec4444160424ae7a93b1cd,2cb38b34a5ae9f7c664c7a64951f29bd0b1d1893ddec4444160424ae7a93b1cd,True,COPIED_AND_VERIFIED,
345,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\INPUTS\V12_ORIGINAL_RESULTS\02_ERRORS.jsonl,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\06_DIAGNOSTIC\SOURCE\INPUTS\V12_ORIGINAL_RESULTS\02_ERRORS.jsonl,06_DIAGNOSTIC,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,563527,1789225097495676000,a9dd392fa6cd08afda3178d54455061f5aebcd92b91ef9a7c0acf69ed7efec9f,a9dd392fa6cd08afda3178d54455061f5aebcd92b91ef9a7c0acf69ed7efec9f,True,COPIED_AND_VERIFIED,
346,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\INPUTS\V12_ORIGINAL_RESULTS\26_NATIVE_ERRORS.jsonl,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\06_DIAGNOSTIC\SOURCE\INPUTS\V12_ORIGINAL_RESULTS\26_NATIVE_ERRORS.jsonl,06_DIAGNOSTIC,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,0,1789178811429969900,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True,COPIED_AND_VERIFIED,
347,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\OUTPUT\00_FULL_RUN_CONSOLE.log,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\06_DIAGNOSTIC\SOURCE\OUTPUT\00_FULL_RUN_CONSOLE.log,06_DIAGNOSTIC,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,21354,1789266179846581300,b80041b094f890699035c17447177051474dcf7f51c86279fab118a9bb6fe88d,b80041b094f890699035c17447177051474dcf7f51c86279fab118a9bb6fe88d,True,COPIED_AND_VERIFIED,
348,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\OUTPUT\00_FULL_RUN_CONSOLE_RESUME_20260913_134740.log,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\06_DIAGNOSTIC\SOURCE\OUTPUT\00_FULL_RUN_CONSOLE_RESUME_20260913_134740.log,06_DIAGNOSTIC,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,694,1789323495357113000,c37ae712dae2d2a280e749b4a79d33ffffe573d4108c0a15b8b839a853db90df,c37ae712dae2d2a280e749b4a79d33ffffe573d4108c0a15b8b839a853db90df,True,COPIED_AND_VERIFIED,
349,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\OUTPUT\00_FULL_RUN_CONSOLE_RESUME_PASS3_20260913_212144.log,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\06_DIAGNOSTIC\SOURCE\OUTPUT\00_FULL_RUN_CONSOLE_RESUME_PASS3_20260913_212144.log,06_DIAGNOSTIC,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,1466,1789325951175731300,9cf257c600e1299a5922c6d2b765b01a84a98a85a62fc8732946d05272ac0c05,9cf257c600e1299a5922c6d2b765b01a84a98a85a62fc8732946d05272ac0c05,True,COPIED_AND_VERIFIED,
350,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\OUTPUT\02_ERRORS.jsonl,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\06_DIAGNOSTIC\SOURCE\OUTPUT\02_ERRORS.jsonl,06_DIAGNOSTIC,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,228410,1789325892754148400,02ef9c053d5f11174e67fcaabb42f51fe4d142092e9c8f3b9c9df2e9a4d05b44,02ef9c053d5f11174e67fcaabb42f51fe4d142092e9c8f3b9c9df2e9a4d05b44,True,COPIED_AND_VERIFIED,
351,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\OUTPUT\26_NATIVE_ERRORS.jsonl,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\06_DIAGNOSTIC\SOURCE\OUTPUT\26_NATIVE_ERRORS.jsonl,06_DIAGNOSTIC,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,0,1789264939485635200,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,True,COPIED_AND_VERIFIED,
352,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\RUNNER\RUN_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY_R1.py,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\06_DIAGNOSTIC\SOURCE\RUNNER\RUN_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY_R1.py,06_DIAGNOSTIC,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,124186,1789222220000000000,17c25511463d842b7b312aa3bf31bb31703cb1d2336bcaa6f8d5915bb016a1f2,17c25511463d842b7b312aa3bf31bb31703cb1d2336bcaa6f8d5915bb016a1f2,True,COPIED_AND_VERIFIED,
353,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\04_S2_ROBUSTNESS_ADJUDICATION.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\07_ADJUDICATION\SOURCE\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\04_S2_ROBUSTNESS_ADJUDICATION.json,07_ADJUDICATION,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,1896,1789332031803448100,ab2b5a46cf2209003756c71a6e09039c2642f22abe68b537f7eab9edb2aa4434,ab2b5a46cf2209003756c71a6e09039c2642f22abe68b537f7eab9edb2aa4434,True,COPIED_AND_VERIFIED,
354,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_COLLECTION_CLOSED_20260913_231818.zip,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\08_PACKAGE\SOURCE\ADJUDICATION\WF1_A_R1_COLLECTION_CLOSED_20260913_231818.zip,08_PACKAGE,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,50599,1789330700266903400,a28a5d017abb014d276605e405e70ca6b37624fe115263604074909a9fdfddaf,a28a5d017abb014d276605e405e70ca6b37624fe115263604074909a9fdfddaf,True,COPIED_AND_VERIFIED,
355,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S1_MISSINGNESS_20260913_232020.zip,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\08_PACKAGE\SOURCE\ADJUDICATION\WF1_A_R1_SENSITIVITY_S1_MISSINGNESS_20260913_232020.zip,08_PACKAGE,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,19196,1789330837696868900,03e93f81908db7b500374ede252360f41bbc09b57d3339b64a3ec25ecfe8532d,03e93f81908db7b500374ede252360f41bbc09b57d3339b64a3ec25ecfe8532d,True,COPIED_AND_VERIFIED,
356,EXP-014,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429.zip,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\031_EXP-014__WF1_A_Corrective_Causal_Topology\08_PACKAGE\SOURCE\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429.zip,08_PACKAGE,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY,800576,1789332033894828100,a35bee5c9a57ff8522f21619606d3188b84d42e73dfb9d432320a58d332becf3,a35bee5c9a57ff8522f21619606d3188b84d42e73dfb9d432320a58d332becf3,True,COPIED_AND_VERIFIED,
