SEQUENCE_NO,EXPERIMENT_ID,SOURCE_PATH,DESTINATION_PATH,DESTINATION_BUCKET,POLICY_ORIGIN,SIZE_BYTES,SOURCE_MTIME_NS_BEFORE,SOURCE_SHA256,DESTINATION_SHA256,HASH_VERIFIED,COPY_STATUS,ERROR
641,EXP-016,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\02_INPUTS\01_EXECUTION_PLAN\WF2_LABEL_KEY.jsonl,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\033_EXP-016__WF2_Prospective_Cross_System_Confirmation\02_INPUTS\SOURCE\01_EXECUTION_PLAN\WF2_LABEL_KEY.jsonl,02_INPUTS,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,15975,1789394634058327800,39d8511f04a21055f3d17014f90a8f1d0ab0ed802b59f7a274cec2e4a41cd741,39d8511f04a21055f3d17014f90a8f1d0ab0ed802b59f7a274cec2e4a41cd741,True,COPIED_AND_VERIFIED,
642,EXP-016,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\02_INPUTS\01_EXECUTION_PLAN\WF2_PAIRWISE_CONTEXT_GEOMETRY.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\033_EXP-016__WF2_Prospective_Cross_System_Confirmation\02_INPUTS\SOURCE\01_EXECUTION_PLAN\WF2_PAIRWISE_CONTEXT_GEOMETRY.json,02_INPUTS,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,10151,1789394634058327800,1dd73586a22ad82c371726c491215b2b6710b1b28b36bc618d650eb0a2ddf0b2,1dd73586a22ad82c371726c491215b2b6710b1b28b36bc618d650eb0a2ddf0b2,True,COPIED_AND_VERIFIED,
643,EXP-016,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\02_INPUTS\01_EXECUTION_PLAN\WF2_PROBE_SETS.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\033_EXP-016__WF2_Prospective_Cross_System_Confirmation\02_INPUTS\SOURCE\01_EXECUTION_PLAN\WF2_PROBE_SETS.json,02_INPUTS,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,2105,1789394634058327800,a4ae4b01555e73f1f513c50e40b2d3da3d43cece7a804f3ef20b1efc62d49a8f,a4ae4b01555e73f1f513c50e40b2d3da3d43cece7a804f3ef20b1efc62d49a8f,True,COPIED_AND_VERIFIED,
644,EXP-016,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\02_INPUTS\02_ACTIVE_CAUSAL_PLAN\WF2_ACTIVE_CAUSAL_EXECUTION_PLAN.jsonl,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\033_EXP-016__WF2_Prospective_Cross_System_Confirmation\02_INPUTS\SOURCE\02_ACTIVE_CAUSAL_PLAN\WF2_ACTIVE_CAUSAL_EXECUTION_PLAN.jsonl,02_INPUTS,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,523580,1789395642454972800,caad24cfb159d2e83e046964841740a8bd0341be7de6008195021bce60142e04,caad24cfb159d2e83e046964841740a8bd0341be7de6008195021bce60142e04,True,COPIED_AND_VERIFIED,
645,EXP-016,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\02_INPUTS\02_ACTIVE_CAUSAL_PLAN\WF2_ACTIVE_CAUSAL_FROZEN_PROMPTS.csv,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\033_EXP-016__WF2_Prospective_Cross_System_Confirmation\02_INPUTS\SOURCE\02_ACTIVE_CAUSAL_PLAN\WF2_ACTIVE_CAUSAL_FROZEN_PROMPTS.csv,02_INPUTS,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,1624440,1789395642430651000,928d328c0cce252ec79597493d61305ec4e8b0c0177b4e37d38975fdc9c18bca,928d328c0cce252ec79597493d61305ec4e8b0c0177b4e37d38975fdc9c18bca,True,COPIED_AND_VERIFIED,
646,EXP-016,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\03_RUNNER\WF2_EXECUTE_ACTIVE_CAUSAL_R1.py,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\033_EXP-016__WF2_Prospective_Cross_System_Confirmation\03_RUNNER\SOURCE\WF2_EXECUTE_ACTIVE_CAUSAL_R1.py,03_RUNNER,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,8038,1789395642454972800,dd299ea25f87c4b142340c9a038eb042b6d5a3008080adc61cf0d3e899aa22bb,dd299ea25f87c4b142340c9a038eb042b6d5a3008080adc61cf0d3e899aa22bb,True,COPIED_AND_VERIFIED,
647,EXP-016,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\03_RUNNER\WF2_EXECUTE_ACTIVE_CAUSAL_R2.py,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\033_EXP-016__WF2_Prospective_Cross_System_Confirmation\03_RUNNER\SOURCE\WF2_EXECUTE_ACTIVE_CAUSAL_R2.py,03_RUNNER,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,7890,1789398577101340300,3478650882d641e18300590fb6dd5387989f5807b8bdf4ad7f381971e9bcbcf9,3478650882d641e18300590fb6dd5387989f5807b8bdf4ad7f381971e9bcbcf9,True,COPIED_AND_VERIFIED,
648,EXP-016,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\03_RUNNER\WF2_EXECUTE_GENERATION.py,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\033_EXP-016__WF2_Prospective_Cross_System_Confirmation\03_RUNNER\SOURCE\WF2_EXECUTE_GENERATION.py,03_RUNNER,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,7196,1789394634073947700,953cdf0382cd59658f1a145d54d72b729120307576581d3f6e108a5bfd2f7858,953cdf0382cd59658f1a145d54d72b729120307576581d3f6e108a5bfd2f7858,True,COPIED_AND_VERIFIED,
649,EXP-016,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\03_RUNNER\WF2_EXECUTE_GENERATION_R2.py,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\033_EXP-016__WF2_Prospective_Cross_System_Confirmation\03_RUNNER\SOURCE\WF2_EXECUTE_GENERATION_R2.py,03_RUNNER,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,7048,1789398577101340300,b6b8afb7552310c3703ec94fa532c881aed71aa3b36f04af397bcefe6d498f56,b6b8afb7552310c3703ec94fa532c881aed71aa3b36f04af397bcefe6d498f56,True,COPIED_AND_VERIFIED,
650,EXP-016,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\03_RUNNER\WF2_PHASE0_FOUNDATION_INVENTORY.py,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\033_EXP-016__WF2_Prospective_Cross_System_Confirmation\03_RUNNER\SOURCE\WF2_PHASE0_FOUNDATION_INVENTORY.py,03_RUNNER,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,22215,1789391728411251200,29bed2f745f87da9eb924ead792e23323f6585dd5dc5b98f6fc5ef49bb3cc3e5,29bed2f745f87da9eb924ead792e23323f6585dd5dc5b98f6fc5ef49bb3cc3e5,True,COPIED_AND_VERIFIED,
651,EXP-016,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\03_RUNNER\WF2_PHASE0B_CHECK_WF1B_AUTHORITY.py,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\033_EXP-016__WF2_Prospective_Cross_System_Confirmation\03_RUNNER\SOURCE\WF2_PHASE0B_CHECK_WF1B_AUTHORITY.py,03_RUNNER,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,6081,1789392152202223300,6ea8a94e706b467e2c549641c7571f1f4f83801a812f05b0d3b2fa520b2ab4fb,6ea8a94e706b467e2c549641c7571f1f4f83801a812f05b0d3b2fa520b2ab4fb,True,COPIED_AND_VERIFIED,
652,EXP-016,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\03_RUNNER\WF2_PHASE0B_FINAL_AUTHORITY_RESOLUTION.py,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\033_EXP-016__WF2_Prospective_Cross_System_Confirmation\03_RUNNER\SOURCE\WF2_PHASE0B_FINAL_AUTHORITY_RESOLUTION.py,03_RUNNER,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,17544,1789392441818800800,a593d7b57cd441d9332f22c0186eab0f6f8c34e50c99e36f5577950c8100c899,a593d7b57cd441d9332f22c0186eab0f6f8c34e50c99e36f5577950c8100c899,True,COPIED_AND_VERIFIED,
653,EXP-016,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\03_RUNNER\WF2_PHASE0C_STAGE_FOUNDATION_AUTHORITY.py,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\033_EXP-016__WF2_Prospective_Cross_System_Confirmation\03_RUNNER\SOURCE\WF2_PHASE0C_STAGE_FOUNDATION_AUTHORITY.py,03_RUNNER,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,16946,1789393074390980400,31136d4812ec5c07b3c94ef9f40c5df8d475cce676b496db647eefc8a50add30,31136d4812ec5c07b3c94ef9f40c5df8d475cce676b496db647eefc8a50add30,True,COPIED_AND_VERIFIED,
654,EXP-016,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\03_RUNNER\WF2_PHASE0D_DESIGN_PREFLIGHT.py,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\033_EXP-016__WF2_Prospective_Cross_System_Confirmation\03_RUNNER\SOURCE\WF2_PHASE0D_DESIGN_PREFLIGHT.py,03_RUNNER,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,20245,1789393265258978400,5603243603927b5d73cf86d86d90940ee5f06e9889e0bb9dd65f63967b3a9a9b,5603243603927b5d73cf86d86d90940ee5f06e9889e0bb9dd65f63967b3a9a9b,True,COPIED_AND_VERIFIED,
655,EXP-016,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\03_RUNNER\WF2_SCORE_ACTIVE_CAUSAL_R1.py,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\033_EXP-016__WF2_Prospective_Cross_System_Confirmation\03_RUNNER\SOURCE\WF2_SCORE_ACTIVE_CAUSAL_R1.py,03_RUNNER,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,14277,1789395642454972800,0007d5367899e8194e8e6a28e6dbf870eb9a0c0bf98609041c5c664496e49f0d,0007d5367899e8194e8e6a28e6dbf870eb9a0c0bf98609041c5c664496e49f0d,True,COPIED_AND_VERIFIED,
656,EXP-016,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\03_RUNNER\WF2_SCORE_AND_ADJUDICATE.py,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\033_EXP-016__WF2_Prospective_Cross_System_Confirmation\03_RUNNER\SOURCE\WF2_SCORE_AND_ADJUDICATE.py,03_RUNNER,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,13448,1789394634073947700,89dd3e22c9fcc365cff0545d10168dd730a3a9ad80f00632e8e1c1e60e3c6caa,89dd3e22c9fcc365cff0545d10168dd730a3a9ad80f00632e8e1c1e60e3c6caa,True,COPIED_AND_VERIFIED,
657,EXP-016,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\04_RAW\ACTIVE_CAUSAL\00042121c7c08d29962fe218.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\033_EXP-016__WF2_Prospective_Cross_System_Confirmation\04_RAW\SOURCE\ACTIVE_CAUSAL\00042121c7c08d29962fe218.json,04_RAW,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,3375,1789475755198303200,81686a61ec0b46676ba95b0f5c1996452733a1a5394e20972fd5b61c1fb101f1,81686a61ec0b46676ba95b0f5c1996452733a1a5394e20972fd5b61c1fb101f1,True,COPIED_AND_VERIFIED,
658,EXP-016,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\04_RAW\ACTIVE_CAUSAL\000ff86a486b9bceb679de5d.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\033_EXP-016__WF2_Prospective_Cross_System_Confirmation\04_RAW\SOURCE\ACTIVE_CAUSAL\000ff86a486b9bceb679de5d.json,04_RAW,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,1995,1789430967694578900,11edeb714d311865af4ca5d2ba370ea8d5a72850aae1b0e5571aca426c219a33,11edeb714d311865af4ca5d2ba370ea8d5a72850aae1b0e5571aca426c219a33,True,COPIED_AND_VERIFIED,
659,EXP-016,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\04_RAW\ACTIVE_CAUSAL\001993342a879f34558cb478.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\033_EXP-016__WF2_Prospective_Cross_System_Confirmation\04_RAW\SOURCE\ACTIVE_CAUSAL\001993342a879f34558cb478.json,04_RAW,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,3374,1789475757707067600,6bcf24a73470d6a96a00907bb3dcecd7246f36302a89894b23bf2fec44d56f46,6bcf24a73470d6a96a00907bb3dcecd7246f36302a89894b23bf2fec44d56f46,True,COPIED_AND_VERIFIED,
660,EXP-016,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\04_RAW\ACTIVE_CAUSAL\0038b633004d492ecc5d09f5.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\033_EXP-016__WF2_Prospective_Cross_System_Confirmation\04_RAW\SOURCE\ACTIVE_CAUSAL\0038b633004d492ecc5d09f5.json,04_RAW,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,1980,1789431048161726500,760f5b9ee4a55eba8f870cb0b87b5ab391364ac76e8c6f4011c702d10679a37c,760f5b9ee4a55eba8f870cb0b87b5ab391364ac76e8c6f4011c702d10679a37c,True,COPIED_AND_VERIFIED,
661,EXP-016,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\04_RAW\ACTIVE_CAUSAL\004b54a192b5c52743b5681a.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\033_EXP-016__WF2_Prospective_Cross_System_Confirmation\04_RAW\SOURCE\ACTIVE_CAUSAL\004b54a192b5c52743b5681a.json,04_RAW,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,3374,1789475759886208900,aa9eace2115fc713ff43f6f0a949dc8cc5e581de9c105f353e59f8ea5170d969,aa9eace2115fc713ff43f6f0a949dc8cc5e581de9c105f353e59f8ea5170d969,True,COPIED_AND_VERIFIED,
662,EXP-016,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\04_RAW\ACTIVE_CAUSAL\004c14024d990e200dba4215.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\033_EXP-016__WF2_Prospective_Cross_System_Confirmation\04_RAW\SOURCE\ACTIVE_CAUSAL\004c14024d990e200dba4215.json,04_RAW,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,3388,1789475761772660500,a4c537a09667cd455efe13435f972a6fd378daeff7f5d5735de784ef17264a5e,a4c537a09667cd455efe13435f972a6fd378daeff7f5d5735de784ef17264a5e,True,COPIED_AND_VERIFIED,
663,EXP-016,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\04_RAW\ACTIVE_CAUSAL\0054e8c15a6265795e815e43.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\033_EXP-016__WF2_Prospective_Cross_System_Confirmation\04_RAW\SOURCE\ACTIVE_CAUSAL\0054e8c15a6265795e815e43.json,04_RAW,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,3374,1789475763944218300,f40a615d8569dcab0f0cecebba1db5b3296d0804152ce36f43e8c9f20524fe91,f40a615d8569dcab0f0cecebba1db5b3296d0804152ce36f43e8c9f20524fe91,True,COPIED_AND_VERIFIED,
664,EXP-016,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\04_RAW\ACTIVE_CAUSAL\0073ae474eb43f0a6009a5a3.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\033_EXP-016__WF2_Prospective_Cross_System_Confirmation\04_RAW\SOURCE\ACTIVE_CAUSAL\0073ae474eb43f0a6009a5a3.json,04_RAW,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,1753,1789431296999596100,bc0aa793496e7ddb97176b5b43bb12b37fe1c1aff35d2f5c406afa82959c31bd,bc0aa793496e7ddb97176b5b43bb12b37fe1c1aff35d2f5c406afa82959c31bd,True,COPIED_AND_VERIFIED,
665,EXP-016,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\04_RAW\ACTIVE_CAUSAL\00805f6651aa36648cf05fef.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\033_EXP-016__WF2_Prospective_Cross_System_Confirmation\04_RAW\SOURCE\ACTIVE_CAUSAL\00805f6651aa36648cf05fef.json,04_RAW,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,3376,1789475766000612900,c5607e5fff6f6f119d8634008f98d25ce5a897b5ff53043a8b3b6c459b570a81,c5607e5fff6f6f119d8634008f98d25ce5a897b5ff53043a8b3b6c459b570a81,True,COPIED_AND_VERIFIED,
666,EXP-016,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\04_RAW\ACTIVE_CAUSAL\008f6a297d0cc0fe8d083637.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\033_EXP-016__WF2_Prospective_Cross_System_Confirmation\04_RAW\SOURCE\ACTIVE_CAUSAL\008f6a297d0cc0fe8d083637.json,04_RAW,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,1827,1789431378634177600,ef9576c9b2438c44c0ceeddd0edcb8199270c0a1f6ab571d8f4b467f1eed9613,ef9576c9b2438c44c0ceeddd0edcb8199270c0a1f6ab571d8f4b467f1eed9613,True,COPIED_AND_VERIFIED,
667,EXP-016,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\04_RAW\ACTIVE_CAUSAL\00f9b5d02a28b26495b31f06.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\033_EXP-016__WF2_Prospective_Cross_System_Confirmation\04_RAW\SOURCE\ACTIVE_CAUSAL\00f9b5d02a28b26495b31f06.json,04_RAW,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,3374,1789475768256401600,cd47afecad07fd0397dda0aef337706d83776848fef9b505fa99d6199ada29e6,cd47afecad07fd0397dda0aef337706d83776848fef9b505fa99d6199ada29e6,True,COPIED_AND_VERIFIED,
668,EXP-016,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\04_RAW\ACTIVE_CAUSAL\00fdecc809ec1446595a4fdc.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\033_EXP-016__WF2_Prospective_Cross_System_Confirmation\04_RAW\SOURCE\ACTIVE_CAUSAL\00fdecc809ec1446595a4fdc.json,04_RAW,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,3374,1789475769783570200,5d3b36434f5e1ec1acd25f0a74ea1a561918c0a066cd8738691fce9a99a00eb3,5d3b36434f5e1ec1acd25f0a74ea1a561918c0a066cd8738691fce9a99a00eb3,True,COPIED_AND_VERIFIED,
669,EXP-016,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\04_RAW\ACTIVE_CAUSAL\01452390f776e991a679a177.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\033_EXP-016__WF2_Prospective_Cross_System_Confirmation\04_RAW\SOURCE\ACTIVE_CAUSAL\01452390f776e991a679a177.json,04_RAW,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,1787,1789431538064423900,d4481418f221f0c978eac60563f27406135a005d126e1c0974da0b51789826d8,d4481418f221f0c978eac60563f27406135a005d126e1c0974da0b51789826d8,True,COPIED_AND_VERIFIED,
670,EXP-016,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\04_RAW\ACTIVE_CAUSAL\01491f8f2263094187942d62.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\033_EXP-016__WF2_Prospective_Cross_System_Confirmation\04_RAW\SOURCE\ACTIVE_CAUSAL\01491f8f2263094187942d62.json,04_RAW,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,1982,1789431539550286000,5ffe33e00462712d765fc0639d566ddef04327733d899242c26e320c158b6969,5ffe33e00462712d765fc0639d566ddef04327733d899242c26e320c158b6969,True,COPIED_AND_VERIFIED,
671,EXP-016,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\04_RAW\ACTIVE_CAUSAL\015f695a28c585c7c81c047c.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\033_EXP-016__WF2_Prospective_Cross_System_Confirmation\04_RAW\SOURCE\ACTIVE_CAUSAL\015f695a28c585c7c81c047c.json,04_RAW,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,1827,1789431541586254500,db614823590d5027d3cbd805b101a1d4f5887d4ab609a4ad677d9d7894c2af24,db614823590d5027d3cbd805b101a1d4f5887d4ab609a4ad677d9d7894c2af24,True,COPIED_AND_VERIFIED,
672,EXP-016,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\04_RAW\ACTIVE_CAUSAL\018090853823da5e030a3278.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\033_EXP-016__WF2_Prospective_Cross_System_Confirmation\04_RAW\SOURCE\ACTIVE_CAUSAL\018090853823da5e030a3278.json,04_RAW,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,3375,1789475772247011300,8bd83cddbad1041858cd342956263251aaa5fff7b8b28481d7d22fc76f70bc0c,8bd83cddbad1041858cd342956263251aaa5fff7b8b28481d7d22fc76f70bc0c,True,COPIED_AND_VERIFIED,
673,EXP-016,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\04_RAW\ACTIVE_CAUSAL\018b3cecef8930d5353921df.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\033_EXP-016__WF2_Prospective_Cross_System_Confirmation\04_RAW\SOURCE\ACTIVE_CAUSAL\018b3cecef8930d5353921df.json,04_RAW,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,3374,1789475774230148700,42c0134cf28f745d8931f6754797f17c863334a4d9c1a468e16b793a31fbe4f4,42c0134cf28f745d8931f6754797f17c863334a4d9c1a468e16b793a31fbe4f4,True,COPIED_AND_VERIFIED,
674,EXP-016,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\04_RAW\ACTIVE_CAUSAL\01c442a2b1234a5ad0ef88a3.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\033_EXP-016__WF2_Prospective_Cross_System_Confirmation\04_RAW\SOURCE\ACTIVE_CAUSAL\01c442a2b1234a5ad0ef88a3.json,04_RAW,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,1827,1789431698864445600,3d910230d2781be49e96c93943b3bb5f51aef63da09498cbb81cfc479fb9af60,3d910230d2781be49e96c93943b3bb5f51aef63da09498cbb81cfc479fb9af60,True,COPIED_AND_VERIFIED,
675,EXP-016,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\04_RAW\ACTIVE_CAUSAL\01c4465a3f9e50d739dc734b.json,C:\RSOS\RSOS_CANONICAL_EXPERIMENT_CHAIN\033_EXP-016__WF2_Prospective_Cross_System_Confirmation\04_RAW\SOURCE\ACTIVE_CAUSAL\01c4465a3f9e50d739dc734b.json,04_RAW,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION,3385,1789475775994466200,c6c2c7a12681cca325c20f4604144c31ead040e6866a321c3d2becf2db205255,c6c2c7a12681cca325c20f4604144c31ead040e6866a321c3d2becf2db205255,True,COPIED_AND_VERIFIED,
