EXPERIMENT_ID,DESTINATION_BUCKET,ELIGIBLE_FILE_COUNT
EXP-011,00_CONTROL,3
EXP-011,02_INPUTS,2
EXP-011,03_RUNNER,3
EXP-011,05_OUTPUTS,8
EXP-011,08_PACKAGE,1
EXP-011,09_FREEZE,18
EXP-011,UNCLASSIFIED,21
