SCENARIO,SEEDS,DEV,CONF,HOLD,OBSERVED_MAIN_CELLS,CLASSIFICATION,PRIMARY_STRONG_GATE,HARD_AUC_CONFIRMATION,HARD_AUC_FINAL,PURE9_DELETE_CONF_EXCESS,PURE9_DELETE_CONF_HOLM_P,PURE9_DELETE_FINAL_EXCESS,PURE9_DELETE_FINAL_HOLM_P,PURE8_REVERSE_CONF_EXCESS,PURE8_REVERSE_CONF_HOLM_P,PURE8_REVERSE_FINAL_EXCESS,PURE8_REVERSE_FINAL_HOLM_P,NATIVE_TRIANGULATED
S2A_GROUP_COMPLETE,76,38,19,19,7738,STRONG_REPLICATED_RELATIONAL_TOPOLOGY_FINGERPRINT,True,1.0,1.0,11.95180810814838,0.0004999750012499375,11.967098133829616,0.0004999750012499375,12.224284548802736,0.0004999750012499375,12.003095528781511,0.0004999750012499375,
S2B_SEED_COMPLETE,65,34,15,16,6630,STRONG_REPLICATED_RELATIONAL_TOPOLOGY_FINGERPRINT,True,1.0,1.0,11.140982140054948,0.0006999650017499125,11.531883431474029,0.0007499625018749063,11.630935635673932,0.0008999550022498875,11.785302727619598,0.0007499625018749063,
