TEST,N_BASE_GRAPHS,TRAIN_BASES,TEST_BASES,BASE_GRAPH_OVERLAP,AUC,EDGE_COUNT_FEATURE_USED,INTERPRETATION
UNSEEN_BASE_TOPOLOGY_GENERALIZATION,1200,840,360,0,0.9874511316872427,False,EXTRACTOR CALIBRATION ONLY; NOT RSOS EVIDENCE
