partition,N,ROC_AUC,ACCURACY
DEVELOPMENT,850,0.9796538461538462,0.9152941176470588
CONFIRMATION,510,0.9683119658119659,0.907843137254902
FINAL_HOLDOUT,340,0.9698557692307692,0.9117647058823529
