EXPERIMENT_ID,DESTINATION_BUCKET,ELIGIBLE_FILE_COUNT
EXP-009,00_CONTROL,3
EXP-009,02_INPUTS,3
EXP-009,04_RAW,6
EXP-009,05_OUTPUTS,3
EXP-009,06_DIAGNOSTIC,6
EXP-009,09_FREEZE,20
EXP-009,UNCLASSIFIED,7
