EXPERIMENT_ID,DESTINATION_BUCKET,ELIGIBLE_FILE_COUNT
EXP-005,02_INPUTS,2
EXP-005,04_RAW,6
EXP-005,05_OUTPUTS,10
EXP-005,09_FREEZE,10
EXP-005,UNCLASSIFIED,5
