LINEAGE_TOTAL,LINEAGE_SUPPORTED,SUPPORT_RATE,EXTERNAL_SUPPORTED,MAX_ABS_WEIGHTED_SMD,GATE,MEAN_WITHIN_CELL_PAIRWIN_COMPOSITE_MIN_Z
137,44,0.32116788321167883,2305,0.13782021876812067,FAILED_CALIBRATION,0.8607376603446197
