LINEAGE_TOTAL,LINEAGE_SUPPORTED,LINEAGE_COMMON_SUPPORT_RATE,EXTERNAL_SUPPORTED,N_SUPPORTED_CELLS,MAX_ABS_WEIGHTED_SMD,GATE_SUPPORT_MIN,GATE_MAX_ABS_SMD,STATUS
137,68,0.49635036496350365,1882,27,0.040845884846958815,0.7,0.25,FAILED_CALIBRATION
