EDGES,Q,K,S,Z,G_RECIPROCITY,G_SCC_COUNT,G_LARGEST_SCC_FRAC,G_TRANSITIVITY,G_IN_DEGREE_SD,G_OUT_DEGREE_SD,G_SPECTRAL_RADIUS,G_TWO_CYCLES,G_THREE_CYCLES,G_REACHABILITY_FRAC,G_MEAN_REACHABLE_PATH,O_ORDER_DIRECT_EDGE_COHERENCE,O_ORDER_ADJ_REACHABILITY,O_ORDER_ALL_FORWARD_REACHABILITY,O_K_INCIDENT_EDGE_SHARE,O_K_MUTUAL_REACHABILITY,O_S_SOURCE_EXISTS,O_S_TARGET_EXISTS,O_S_TARGET_REACHABLE,O_S_APPLICABLE,O_Z_SINKNESS,O_Z_REACHABLE_FROM_Q_FRAC,O_Z_Q_POSITION
"[[0, 1], [1, 2], [2, 3], [3, 1], [3, 4], [4, 5], [5, 2], [5, 6], [6, 3], [6, 7]]","[0, 1, 2, 3, 4, 5, 6, 7]","[2, 5]","[3, 1, 3, 6]",7,0.0,3.0,0.75,0.157894736842,0.661437827766,0.661437827766,1.353209964199,0.0,1.0,0.767857142857,2.744186046512,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
