VALIDATION_MATCHED_BAL_ACC,FROZEN_THRESHOLD,HOLDOUT_BAL_ACC,SENSITIVITY,SPECIFICITY
0.8125,0.4110390806323906,0.6682586027111574,0.9708029197080292,0.3657142857142857
