EXPERIMENT_ID,DESTINATION_BUCKET,ELIGIBLE_FILE_COUNT
EXP-006,00_CONTROL,1
EXP-006,02_INPUTS,2
EXP-006,04_RAW,6
EXP-006,05_OUTPUTS,4
EXP-006,09_FREEZE,10
EXP-006,UNCLASSIFIED,10
