"RelativePath","Bytes","MB","SHA256"
"F2_EXTERNAL_POPULATION_RARITY_COMPLETE.zip","560865201","534,88","cfe15fc8930fc0121501c062b26bda1e5758f93d45acd124a63f5733c01184b2"
