SEED,CONDITION,PROMPT_CHARS,EDGE_COUNT,SCC_COUNT,LARGEST_SCC,RECIPROCITY,TRANSITIVITY,IN_DEGREE_SD,OUT_DEGREE_SD
2,R_DEGREE_MATCHED_REWIRE,1046,10,3,6,0.2,0.4,0.6614378277661477,0.6614378277661477
2,X_COMPLEXITY_MATCHED,1046,10,3,6,0.2,0.2,0.82915619758885,0.6614378277661477
2,L_FORWARD_CONTROL,1046,10,8,1,0.0,0.17647058823529413,0.6614378277661477,0.6614378277661477
2,G_RANDOM_CONTROL,1046,10,8,1,0.0,0.16666666666666666,1.1989578808281798,0.9682458365518543
2,S_SURFACE_FORMAT_CONTROL,1440,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
3,A_AUTHENTIC,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
3,I_ISOMORPHIC_RELABEL,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
3,D_DIRECTION_REVERSED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
3,O_ORDER_SHUFFLED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
3,M_SWITCH_NEUTRALIZED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
3,P_ANCHOR_REASSIGNED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
3,T_TERMINAL_CHANGED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
3,R_DEGREE_MATCHED_REWIRE,1046,10,3,6,0.2,0.2,0.6614378277661477,0.6614378277661477
3,X_COMPLEXITY_MATCHED,1046,10,3,6,0.0,0.14285714285714285,0.6614378277661477,0.82915619758885
3,L_FORWARD_CONTROL,1046,10,8,1,0.0,0.17647058823529413,0.6614378277661477,0.6614378277661477
3,G_RANDOM_CONTROL,1046,10,5,4,0.2,0.631578947368421,0.9682458365518543,1.1989578808281798
3,S_SURFACE_FORMAT_CONTROL,1440,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
4,A_AUTHENTIC,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
4,I_ISOMORPHIC_RELABEL,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
4,D_DIRECTION_REVERSED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
4,O_ORDER_SHUFFLED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
4,M_SWITCH_NEUTRALIZED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
4,P_ANCHOR_REASSIGNED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
4,T_TERMINAL_CHANGED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
4,R_DEGREE_MATCHED_REWIRE,1046,10,6,3,0.0,0.3157894736842105,0.6614378277661477,0.6614378277661477
4,X_COMPLEXITY_MATCHED,1046,10,3,6,0.0,0.15,0.6614378277661477,0.82915619758885
4,L_FORWARD_CONTROL,1046,10,8,1,0.0,0.17647058823529413,0.6614378277661477,0.6614378277661477
4,G_RANDOM_CONTROL,1046,10,6,2,0.4,0.4,0.6614378277661477,1.1989578808281798
4,S_SURFACE_FORMAT_CONTROL,1440,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
5,A_AUTHENTIC,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
5,I_ISOMORPHIC_RELABEL,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
5,D_DIRECTION_REVERSED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
5,O_ORDER_SHUFFLED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
5,M_SWITCH_NEUTRALIZED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
5,P_ANCHOR_REASSIGNED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
5,T_TERMINAL_CHANGED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
5,R_DEGREE_MATCHED_REWIRE,1046,10,3,6,0.0,0.3157894736842105,0.6614378277661477,0.6614378277661477
5,X_COMPLEXITY_MATCHED,1046,10,3,6,0.0,0.16666666666666666,0.6614378277661477,0.82915619758885
5,L_FORWARD_CONTROL,1046,10,8,1,0.0,0.17647058823529413,0.6614378277661477,0.6614378277661477
5,G_RANDOM_CONTROL,1046,10,7,2,0.2,0.42857142857142855,0.9682458365518543,1.5612494995995996
5,S_SURFACE_FORMAT_CONTROL,1440,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
6,A_AUTHENTIC,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
6,I_ISOMORPHIC_RELABEL,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
6,D_DIRECTION_REVERSED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
6,O_ORDER_SHUFFLED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
6,M_SWITCH_NEUTRALIZED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
6,P_ANCHOR_REASSIGNED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
6,T_TERMINAL_CHANGED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
6,R_DEGREE_MATCHED_REWIRE,1046,10,6,2,0.4,0.0,0.6614378277661477,0.6614378277661477
6,X_COMPLEXITY_MATCHED,1046,10,3,6,0.0,0.17647058823529413,0.6614378277661477,0.4330127018922193
6,L_FORWARD_CONTROL,1046,10,8,1,0.0,0.17647058823529413,0.6614378277661477,0.6614378277661477
6,G_RANDOM_CONTROL,1046,10,6,3,0.0,0.2727272727272727,1.3919410907075054,0.4330127018922193
6,S_SURFACE_FORMAT_CONTROL,1440,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
7,A_AUTHENTIC,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
7,I_ISOMORPHIC_RELABEL,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
7,D_DIRECTION_REVERSED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
7,O_ORDER_SHUFFLED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
7,M_SWITCH_NEUTRALIZED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
7,P_ANCHOR_REASSIGNED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
7,T_TERMINAL_CHANGED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
7,R_DEGREE_MATCHED_REWIRE,1046,10,3,6,0.2,0.21428571428571427,0.6614378277661477,0.6614378277661477
7,X_COMPLEXITY_MATCHED,1046,10,3,6,0.0,0.16666666666666666,0.4330127018922193,0.6614378277661477
7,L_FORWARD_CONTROL,1046,10,8,1,0.0,0.17647058823529413,0.6614378277661477,0.6614378277661477
7,G_RANDOM_CONTROL,1046,10,4,5,0.2,0.3157894736842105,0.6614378277661477,1.1989578808281798
7,S_SURFACE_FORMAT_CONTROL,1440,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
8,A_AUTHENTIC,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
8,I_ISOMORPHIC_RELABEL,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
8,D_DIRECTION_REVERSED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
8,O_ORDER_SHUFFLED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
8,M_SWITCH_NEUTRALIZED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
8,P_ANCHOR_REASSIGNED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
8,T_TERMINAL_CHANGED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
8,R_DEGREE_MATCHED_REWIRE,1046,10,5,2,0.6,0.0,0.6614378277661477,0.6614378277661477
8,X_COMPLEXITY_MATCHED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.82915619758885
8,L_FORWARD_CONTROL,1046,10,8,1,0.0,0.17647058823529413,0.6614378277661477,0.6614378277661477
8,G_RANDOM_CONTROL,1046,10,5,4,0.2,0.3157894736842105,1.0897247358851685,0.9682458365518543
8,S_SURFACE_FORMAT_CONTROL,1440,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
9,A_AUTHENTIC,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
9,I_ISOMORPHIC_RELABEL,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
9,D_DIRECTION_REVERSED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
9,O_ORDER_SHUFFLED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
9,M_SWITCH_NEUTRALIZED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
9,P_ANCHOR_REASSIGNED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
9,T_TERMINAL_CHANGED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
9,R_DEGREE_MATCHED_REWIRE,1046,10,3,6,0.0,0.3157894736842105,0.6614378277661477,0.6614378277661477
9,X_COMPLEXITY_MATCHED,1046,10,3,6,0.2,0.21428571428571427,0.6614378277661477,0.6614378277661477
9,L_FORWARD_CONTROL,1046,10,8,1,0.0,0.17647058823529413,0.6614378277661477,0.6614378277661477
9,G_RANDOM_CONTROL,1046,10,7,2,0.2,0.0,0.82915619758885,0.9682458365518543
9,S_SURFACE_FORMAT_CONTROL,1440,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
10,A_AUTHENTIC,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
10,I_ISOMORPHIC_RELABEL,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
10,D_DIRECTION_REVERSED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
10,O_ORDER_SHUFFLED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
10,M_SWITCH_NEUTRALIZED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
10,P_ANCHOR_REASSIGNED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
10,T_TERMINAL_CHANGED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
10,R_DEGREE_MATCHED_REWIRE,1046,10,3,6,0.2,0.21428571428571427,0.6614378277661477,0.6614378277661477
10,X_COMPLEXITY_MATCHED,1046,10,3,6,0.0,0.16666666666666666,0.4330127018922193,0.82915619758885
10,L_FORWARD_CONTROL,1046,10,8,1,0.0,0.17647058823529413,0.6614378277661477,0.6614378277661477
10,G_RANDOM_CONTROL,1046,10,8,1,0.0,0.15,1.0897247358851685,1.1989578808281798
10,S_SURFACE_FORMAT_CONTROL,1440,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
11,A_AUTHENTIC,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
11,I_ISOMORPHIC_RELABEL,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
11,D_DIRECTION_REVERSED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
11,O_ORDER_SHUFFLED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
11,M_SWITCH_NEUTRALIZED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
11,P_ANCHOR_REASSIGNED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
11,T_TERMINAL_CHANGED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
11,R_DEGREE_MATCHED_REWIRE,1046,10,4,4,0.4,0.0,0.6614378277661477,0.6614378277661477
11,X_COMPLEXITY_MATCHED,1046,10,3,6,0.0,0.1875,0.6614378277661477,0.6614378277661477
11,L_FORWARD_CONTROL,1046,10,8,1,0.0,0.17647058823529413,0.6614378277661477,0.6614378277661477
11,G_RANDOM_CONTROL,1046,10,5,4,0.0,0.5217391304347826,1.1989578808281798,0.82915619758885
11,S_SURFACE_FORMAT_CONTROL,1440,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
12,A_AUTHENTIC,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
12,I_ISOMORPHIC_RELABEL,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
12,D_DIRECTION_REVERSED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
12,O_ORDER_SHUFFLED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
12,M_SWITCH_NEUTRALIZED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
12,P_ANCHOR_REASSIGNED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
12,T_TERMINAL_CHANGED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
12,R_DEGREE_MATCHED_REWIRE,1046,10,3,6,0.2,0.0,0.6614378277661477,0.6614378277661477
12,X_COMPLEXITY_MATCHED,1046,10,3,6,0.0,0.16666666666666666,0.4330127018922193,0.6614378277661477
12,L_FORWARD_CONTROL,1046,10,8,1,0.0,0.17647058823529413,0.6614378277661477,0.6614378277661477
12,G_RANDOM_CONTROL,1046,10,6,3,0.4,0.0,0.6614378277661477,1.0897247358851685
12,S_SURFACE_FORMAT_CONTROL,1440,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
13,A_AUTHENTIC,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
13,I_ISOMORPHIC_RELABEL,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
13,D_DIRECTION_REVERSED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
13,O_ORDER_SHUFFLED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
13,M_SWITCH_NEUTRALIZED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
13,P_ANCHOR_REASSIGNED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
13,T_TERMINAL_CHANGED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
13,R_DEGREE_MATCHED_REWIRE,1046,10,3,6,0.2,0.0,0.6614378277661477,0.6614378277661477
13,X_COMPLEXITY_MATCHED,1046,10,3,6,0.0,0.16666666666666666,0.4330127018922193,0.82915619758885
13,L_FORWARD_CONTROL,1046,10,8,1,0.0,0.17647058823529413,0.6614378277661477,0.6614378277661477
13,G_RANDOM_CONTROL,1046,10,7,2,0.2,0.2,1.299038105676658,0.6614378277661477
13,S_SURFACE_FORMAT_CONTROL,1440,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
14,A_AUTHENTIC,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
14,I_ISOMORPHIC_RELABEL,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
14,D_DIRECTION_REVERSED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
14,O_ORDER_SHUFFLED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
14,M_SWITCH_NEUTRALIZED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
14,P_ANCHOR_REASSIGNED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
14,T_TERMINAL_CHANGED,1046,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
14,R_DEGREE_MATCHED_REWIRE,1046,10,5,3,0.2,0.21428571428571427,0.6614378277661477,0.6614378277661477
14,X_COMPLEXITY_MATCHED,1046,10,3,6,0.2,0.2,0.6614378277661477,0.6614378277661477
14,L_FORWARD_CONTROL,1046,10,8,1,0.0,0.17647058823529413,0.6614378277661477,0.6614378277661477
14,G_RANDOM_CONTROL,1046,10,5,4,0.4,0.21428571428571427,1.0897247358851685,0.9682458365518543
14,S_SURFACE_FORMAT_CONTROL,1440,10,3,6,0.0,0.15789473684210525,0.6614378277661477,0.6614378277661477
