model,DIRECTION,ORDER,META_CONTROL,PRESERVATION,TERMINAL
gpt-5.6-luna,6.594444444444444,1.6444444444444446,2.3111111111111113,5.049999999999999,4.183333333333334
gpt-5.6-terra,1.166666666666667,3.8833333333333337,1.2388888888888892,3.4833333333333334,2.838888888888889
gpt-5.6-sol,3.3499999999999996,-0.08333333333333345,0.5999999999999999,2.0166666666666666,0.7444444444444444
