round_trip,condition,cosine_to_source,COSINE_GATE_090
FOREST_CITY_FOREST,INVERSE_FOREST_CITY_FOREST,0.9506725928908236,True
FOREST_CIRCUIT_FOREST,INVERSE_FOREST_CIRCUIT_FOREST,0.9361106360966824,True
