path,composed_condition,direct_condition,cosine_similarity,COSINE_GATE_090
FOREST_CITY_CIRCUIT,COMPOSE_FOREST_CITY_CIRCUIT,DIRECT_FOREST_TO_CIRCUIT_ENDPOINT,0.9764093539892743,True
FOREST_CIRCUIT_ORCHESTRA,COMPOSE_FOREST_CIRCUIT_ORCHESTRA,DIRECT_FOREST_TO_ORCHESTRA_ENDPOINT,0.9822275037160046,True
