EXPERIMENT_ID,DESTINATION_BUCKET,ELIGIBLE_FILE_COUNT
EXP-013,00_CONTROL,1
EXP-013,01_PROTOCOL,1
EXP-013,02_INPUTS,1
EXP-013,03_RUNNER,2
EXP-013,05_OUTPUTS,4
EXP-013,08_PACKAGE,1
EXP-013,09_FREEZE,7
EXP-013,UNCLASSIFIED,8
