EXPERIMENT_ID,DESTINATION_BUCKET,ELIGIBLE_FILE_COUNT
EXP-008,02_INPUTS,1
EXP-008,04_RAW,3
EXP-008,05_OUTPUTS,4
EXP-008,09_FREEZE,6
EXP-008,UNCLASSIFIED,3
