source_family,artifact_classes,score,size_bytes,modified_utc,content_terms,path
F1|F2,MATCHED_SOURCE_SUBSET,8,303,2026-09-11T17:08:28.531237+00:00,holdout|matched,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE\F1_DEV_LMARENA_BLIND_R3_HARDENED\02_MATCHED_NULLS\HARDENED_NULL_RESULTS.csv
F1|F2,FEATURE_CONTRACT,8,188434,2026-09-11T20:57:01.058478+00:00,holdout|operator,C:\RSOS\Training data\F2_EXTERNAL_POPULATION_RARITY\11_F1_REFERENCES\EXTRACTED\LATER_HOLD_POS_FEATURES.csv
F1|F2|V12,,8,21031,2026-09-11T14:27:34+00:00,classifier|feature|matched|invariance|operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_DEV_R4_V12_GRAPH_CALIBRATION\RUN_F1_DEV_R4_V12_GRAPH_CALIBRATION.py
F1|F2|V12,FREEZE_OR_MANIFEST,8,2731,2026-09-11T18:06:57.780742+00:00,matched|operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\00_MANIFEST\OUTPUT_SHA256_MANIFEST.csv
F1|F2|V12,FREEZE_OR_MANIFEST,8,1469,2026-09-11T18:06:57.467799+00:00,holdout|operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\00_MANIFEST\R5_SUMMARY.json
F1|F2|V12,CONTROL_SUBSET,8,19392,2026-09-11T18:06:57.450652+00:00,holdout|operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\04_ADVERSARIAL_NEAREST_CONTROLS\TOP100_NEAREST_OPERATOR_CONTROLS.csv
F1|F2|V12,,8,1408,2026-09-11T18:06:57.461804+00:00,feature|holdout|matched|operator|prospective,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\05_NO_SILENT_OMISSION\NO_SILENT_OMISSION_LEDGER.csv
F1|F2|V12,,8,24155,2026-09-11T15:02:56+00:00,feature|holdout|matched|operator|prospective,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\RUN_F1_DEV_R5_V12_SPECIFICITY_OPERATOR.py
F1|F2|V12,,8,21031,2026-09-11T14:27:34+00:00,classifier|feature|matched|invariance|operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE\F1_DEV_R4_V12_GRAPH_CALIBRATION\RUN_F1_DEV_R4_V12_GRAPH_CALIBRATION.py
F1|F2|V12,FREEZE_OR_MANIFEST,8,2731,2026-09-11T18:06:57.780742+00:00,matched|operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\00_MANIFEST\OUTPUT_SHA256_MANIFEST.csv
F1|F2|V12,FREEZE_OR_MANIFEST,8,1469,2026-09-11T18:06:57.467799+00:00,holdout|operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\00_MANIFEST\R5_SUMMARY.json
F1|F2|V12,CONTROL_SUBSET,8,19392,2026-09-11T18:06:57.450652+00:00,holdout|operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\04_ADVERSARIAL_NEAREST_CONTROLS\TOP100_NEAREST_OPERATOR_CONTROLS.csv
F1|F2|V12,,8,1408,2026-09-11T18:06:57.461804+00:00,feature|holdout|matched|operator|prospective,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\05_NO_SILENT_OMISSION\NO_SILENT_OMISSION_LEDGER.csv
F1|F2|V12,,8,24155,2026-09-11T15:02:56+00:00,feature|holdout|matched|operator|prospective,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\RUN_F1_DEV_R5_V12_SPECIFICITY_OPERATOR.py
F1|V12,,8,21031,2026-09-11T14:27:34+00:00,classifier|feature|matched|invariance|operator,C:\RSOS\Training data\F1_DEV_R4_V12_GRAPH_CALIBRATION\RUN_F1_DEV_R4_V12_GRAPH_CALIBRATION.py
F1|V12,FREEZE_OR_MANIFEST,8,2731,2026-09-11T18:06:57.780742+00:00,matched|operator,C:\RSOS\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\00_MANIFEST\OUTPUT_SHA256_MANIFEST.csv
F1|V12,FREEZE_OR_MANIFEST,8,1469,2026-09-11T18:06:57.467799+00:00,holdout|operator,C:\RSOS\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\00_MANIFEST\R5_SUMMARY.json
F1|V12,CONTROL_SUBSET,8,19392,2026-09-11T18:06:57.450652+00:00,holdout|operator,C:\RSOS\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\04_ADVERSARIAL_NEAREST_CONTROLS\TOP100_NEAREST_OPERATOR_CONTROLS.csv
F1|V12,,8,1408,2026-09-11T18:06:57.461804+00:00,feature|holdout|matched|operator|prospective,C:\RSOS\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\05_NO_SILENT_OMISSION\NO_SILENT_OMISSION_LEDGER.csv
F1|V12,,8,24155,2026-09-11T15:02:56+00:00,feature|holdout|matched|operator|prospective,C:\RSOS\Training data\F1_DEV_R5_V12_SPECIFICITY_OPERATOR\RUN_F1_DEV_R5_V12_SPECIFICITY_OPERATOR.py
F2,FROZEN_DETECTOR,8,1572,2026-09-11T20:18:40+00:00,surface|operator,C:\RSOS\RSOS_EXPERIMENTS_WF2_A_PROSPECTIVE_FROZEN_SIGNATURE\02_FROZEN_SIGNATURE\DETECTOR_PACKAGE\F2_B_FROZEN_SPEC.json
F2,THRESHOLD_OR_SCORING_RULE,8,2168,2026-09-11T23:22:33.441777+00:00,surface|operator,C:\RSOS\Training data\F2_B_CORRECTED_EXTERNAL_RARITY\00_PREFLIGHT\PRE_EXTERNAL_THRESHOLDS.json
F2,FREEZE_OR_MANIFEST,8,1770,2026-09-11T23:22:33.251826+00:00,surface|operator,C:\RSOS\Training data\F2_B_CORRECTED_EXTERNAL_RARITY\00_PREFLIGHT\SELECTION_AND_METHOD_FREEZE.json
F2,FROZEN_SCORER_OR_RUNNER,8,1572,2026-09-11T20:18:40+00:00,surface|operator,C:\RSOS\Training data\F2_B_CORRECTED_RARITY_RUNNER\F2_B_FROZEN_SPEC.json
F2,FROZEN_SCORER_OR_RUNNER,8,8909,2026-09-11T20:18:40+00:00,holdout|operator,C:\RSOS\Training data\F2_B_CORRECTED_RARITY_RUNNER\fixtures\PARITY_EXPECTED_V2.csv
F2,PREVIOUS_ADJUDICATION,8,5091,2026-09-10T21:22:08.991672+00:00,surface|operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V9_REPRESENTATIONAL_TRANSPORT_OPERATOR\16_FINAL_SUMMARY.json
F2,FREEZE_OR_MANIFEST,8,2472,2026-09-11T22:07:30.150592+00:00,matched|operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\02_SOURCE_COPY_MANIFEST.csv
F2,FREEZE_OR_MANIFEST,8,2472,2026-09-11T22:07:30.150592+00:00,matched|operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE\02_SOURCE_COPY_MANIFEST.csv
F2,PREVIOUS_ADJUDICATION,8,5091,2026-09-10T21:22:08.991672+00:00,surface|operator,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE\V9_REPRESENTATIONAL_TRANSPORT_OPERATOR\16_FINAL_SUMMARY.json
F2,FREEZE_OR_MANIFEST,8,1828,2026-09-11T22:49:12.893591+00:00,feature|operator,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\00_PRE_EVAL\PRE_EVAL_FREEZE_SHA256.csv
F2,FREEZE_OR_MANIFEST,8,678,2026-09-11T22:50:03.284112+00:00,feature|operator,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\03_RESULTS\JOINT_V2_REPRESENTATION_ABLATIONS.csv
F2,FREEZE_OR_MANIFEST,8,427,2026-09-11T22:50:19.828260+00:00,matched|operator,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\03_RESULTS\MESSAGE_DROPOUT_V2.csv
F2,FREEZE_OR_MANIFEST,8,897,2026-09-11T19:41:20+00:00,feature|operator,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\05_LEGACY_REFERENCE\REPRESENTATION_ABLATIONS.csv
F2,FREEZE_OR_MANIFEST,8,456,2026-09-11T19:41:20+00:00,holdout|matched,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\05_LEGACY_REFERENCE\WINDOW12_LENGTH_HARDENING.csv
F2,FREEZE_OR_MANIFEST,8,465,2026-09-11T19:41:20+00:00,holdout|matched,C:\RSOS\Training data\F2_BR2_DETERMINISTIC_REFREEZE\05_LEGACY_REFERENCE\WINDOW8_LENGTH_HARDENING.csv
F2,,8,450371,2026-09-12T01:16:20.020755+00:00,classifier|feature|threshold|matched|provider,C:\RSOS\Training data\F2_C_THREE_MATCH_AUDIT\F2_C_THREE_MATCHES.json
F2,THRESHOLD_OR_SCORING_RULE,8,1277,2026-09-11T21:22:13.193900+00:00,threshold|surface,C:\RSOS\Training data\F2_EXTERNAL_POPULATION_RARITY\06_RARITY_TAILS\FROZEN_THRESHOLD_TAIL_RARITY.csv
F2,FREEZE_OR_MANIFEST,8,6403,2026-09-11T21:22:13.584455+00:00,threshold|surface,C:\RSOS\Training data\F2_EXTERNAL_POPULATION_RARITY\10_FINAL_MANIFEST\F2_A_SUMMARY.json
F2,FREEZE_OR_MANIFEST,8,1715,2026-09-11T21:22:13.586456+00:00,threshold|surface,C:\RSOS\Training data\F2_EXTERNAL_POPULATION_RARITY\10_FINAL_MANIFEST\F2_A_SUMMARY.txt
F2|V11,,8,2047,2026-09-11T00:59:48.754572+00:00,classifier|feature|holdout|matched|surface,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\03_FROZEN_SPECIFICATION.json
F2|V11,CONTEXT_OR_ID_MAP,8,1652924,2026-09-11T00:59:58.352400+00:00,matched|surface,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\05_FROZEN_PROMPTS.csv
F2|V11,FEATURE_CONTRACT,8,623806,2026-09-11T02:42:34.762027+00:00,matched|surface,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\06_RESPONSE_GRAPH_FEATURES.csv
F2|V11,CONTROL_SUBSET,8,92090,2026-09-11T00:59:58.386092+00:00,matched|surface,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\14_CONTROL_MATCH_AUDIT.csv
F2|V11,,8,2047,2026-09-11T00:59:48.754572+00:00,classifier|feature|holdout|matched|surface,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\03_FROZEN_SPECIFICATION.json
F2|V11,CONTEXT_OR_ID_MAP,8,1652924,2026-09-11T00:59:58.352400+00:00,matched|surface,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\05_FROZEN_PROMPTS.csv
F2|V11,FEATURE_CONTRACT,8,623806,2026-09-11T02:42:34.762027+00:00,matched|surface,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\06_RESPONSE_GRAPH_FEATURES.csv
F2|V11,CONTROL_SUBSET,8,92090,2026-09-11T00:59:58.386092+00:00,matched|surface,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\14_CONTROL_MATCH_AUDIT.csv
F2|V12,CONTROL_SUBSET,8,155653,2026-09-11T14:43:42.724609+00:00,matched|surface,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\01_CANONICAL_INPUTS\V12_RELATIONAL_TOPOLOGY_CAUSAL_MAP_CLEAN\14_CONTROL_MATCH_AUDIT.csv
F2|V12,CONTROL_SUBSET,8,155653,2026-09-11T14:43:42.724609+00:00,matched|surface,C:\RSOS\Training data\F2_BR0_FULL_FINGERPRINT_RECOVERY\F2_BR1_REVIEW_BUNDLE\V12_RELATIONAL_TOPOLOGY_CAUSAL_MAP_CLEAN\14_CONTROL_MATCH_AUDIT.csv
UNRESOLVED,CONTEXT_OR_ID_MAP|FREEZE_OR_MANIFEST,8,4503233,2026-09-10T16:34:47.357608+00:00,surface|operator,C:\RSOS\RSOS  Python Results\API_FINGERPRINT_EXPERIMENT_V1\01_PROMPT_MANIFEST.csv
UNRESOLVED,FROZEN_SCORER_OR_RUNNER,8,52713,2026-09-10T18:25:04.815102+00:00,feature|threshold|matched|surface|invariance,C:\RSOS\RSOS  Python Results\API_PATHWAY_ATTRACTOR_V4_FULL\00_FROZEN_RUNNER.py
UNRESOLVED,FROZEN_SCORER_OR_RUNNER,8,62838,2026-09-10T18:56:54.023285+00:00,threshold|matched|surface|invariance|prospective,C:\RSOS\RSOS  Python Results\V5_FOREST_FORENSIC_FULL\00_FROZEN_RUNNER.py
UNRESOLVED,MATCHED_SOURCE_SUBSET|CONTEXT_OR_ID_MAP,8,217570,2026-09-10T19:54:32.729950+00:00,matched|surface,C:\RSOS\RSOS  Python Results\V5_FOREST_FORENSIC_FULL\07_SEED_LEVEL_RESULTS.csv
UNRESOLVED,FROZEN_SCORER_OR_RUNNER,8,62743,2026-09-10T22:16:38.022293+00:00,classifier|feature|holdout|surface|prospective,C:\RSOS\RSOS  Python Results\V6_CLEAN_FINGERPRINT_CONFIRMATORY_REPLICATION\00_FROZEN_RUNNER.py
UNRESOLVED,FROZEN_SCORER_OR_RUNNER,8,57396,2026-09-10T20:28:30.777929+00:00,classifier|feature|holdout|surface|prospective,C:\RSOS\RSOS  Python Results\V6_STRUCTURAL_FINGERPRINT_VECTOR\00_FROZEN_RUNNER.py
UNRESOLVED,PREVIOUS_ADJUDICATION|PROVIDER_OR_MODEL_PRIOR,8,12447,2026-09-10T21:34:03.698566+00:00,provider|cross-model,C:\RSOS\RSOS  Python Results\V7_CROSSMODEL_DEPLOYMENT_LOCALIZATION\16_FINAL_SUMMARY.json
UNRESOLVED,CONTROL_SUBSET|FROZEN_SCORER_OR_RUNNER,8,68257,2026-09-10T20:42:50.086236+00:00,feature|prospective,C:\RSOS\RSOS  Python Results\V8_COMPOSITIONAL_STRUCTURAL_CONTROL_CODE\00_FROZEN_RUNNER.py
UNRESOLVED,FROZEN_DETECTOR|FEATURE_CONTRACT,8,188434,2026-09-11T20:18:40+00:00,holdout|operator,C:\RSOS\RSOS_EXPERIMENTS_WF2_A_PROSPECTIVE_FROZEN_SIGNATURE\02_FROZEN_SIGNATURE\DETECTOR_PACKAGE\reference\BR1_LATER_HOLD_POS_FEATURES.csv
UNRESOLVED,FROZEN_DETECTOR|FEATURE_CONTRACT,8,3952,2026-09-11T20:18:40+00:00,surface|operator,C:\RSOS\RSOS_EXPERIMENTS_WF2_A_PROSPECTIVE_FROZEN_SIGNATURE\02_FROZEN_SIGNATURE\DETECTOR_PACKAGE\reference\FROZEN_FEATURE_SETS.json
UNRESOLVED,FROZEN_DETECTOR|FEATURE_CONTRACT,8,198584,2026-09-11T20:18:40+00:00,holdout|operator,C:\RSOS\RSOS_EXPERIMENTS_WF2_A_PROSPECTIVE_FROZEN_SIGNATURE\02_FROZEN_SIGNATURE\DETECTOR_PACKAGE\reference\LATER_HOLD_NEG_V2_FEATURES.csv
UNRESOLVED,FROZEN_DETECTOR|FEATURE_CONTRACT,8,185024,2026-09-11T20:18:40+00:00,holdout|operator,C:\RSOS\RSOS_EXPERIMENTS_WF2_A_PROSPECTIVE_FROZEN_SIGNATURE\02_FROZEN_SIGNATURE\DETECTOR_PACKAGE\reference\LATER_HOLD_POS_V2_FEATURES.csv
UNRESOLVED,FROZEN_DETECTOR|FREEZE_OR_MANIFEST,8,95,2026-09-13T22:13:59.422457+00:00,detector|prospective,C:\RSOS\RSOS_EXPERIMENTS_WF2_A_PROSPECTIVE_FROZEN_SIGNATURE\05_COMMANDS\01_FREEZE_PROSPECTIVE_DETECTOR.ps1
UNRESOLVED,CONTEXT_OR_ID_MAP|FREEZE_OR_MANIFEST,8,4503233,2026-09-10T16:34:46+00:00,surface|operator,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\API_FINGERPRINT_EXPERIMENT_V1\01_PROMPT_MANIFEST.csv
UNRESOLVED,FROZEN_SCORER_OR_RUNNER,8,52713,2026-09-10T18:25:04+00:00,feature|threshold|matched|surface|invariance,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\API_PATHWAY_ATTRACTOR_V4_FULL\00_FROZEN_RUNNER.py
UNRESOLVED,FROZEN_SCORER_OR_RUNNER,8,62838,2026-09-10T18:56:54+00:00,threshold|matched|surface|invariance|prospective,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\V5_FOREST_FORENSIC_FULL\00_FROZEN_RUNNER.py
UNRESOLVED,MATCHED_SOURCE_SUBSET|CONTEXT_OR_ID_MAP,8,217570,2026-09-10T19:54:32+00:00,matched|surface,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\V5_FOREST_FORENSIC_FULL\07_SEED_LEVEL_RESULTS.csv
UNRESOLVED,FROZEN_SCORER_OR_RUNNER,8,57396,2026-09-10T20:28:30+00:00,classifier|feature|holdout|surface|prospective,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\V6_STRUCTURAL_FINGERPRINT_VECTOR\00_FROZEN_RUNNER.py
UNRESOLVED,PREVIOUS_ADJUDICATION|PROVIDER_OR_MODEL_PRIOR,8,12447,2026-09-10T21:34:02+00:00,provider|cross-model,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\V7_CROSSMODEL_DEPLOYMENT_LOCALIZATION\16_FINAL_SUMMARY.json
UNRESOLVED,CONTROL_SUBSET|FROZEN_SCORER_OR_RUNNER,8,68257,2026-09-10T20:42:50+00:00,feature|prospective,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED\V8_COMPOSITIONAL_STRUCTURAL_CONTROL_CODE\00_FROZEN_RUNNER.py
UNRESOLVED,PROVIDER_OR_MODEL_PRIOR,8,63499,2026-09-10T20:36:22.454751+00:00,feature|matched|surface|provider|cross-model,C:\RSOS\V7_CROSSMODEL_DEPLOYMENT_LOCALIZATION.py
V11,,8,2047,2026-09-11T00:59:48.754572+00:00,classifier|feature|holdout|matched|surface,C:\RSOS\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\03_FROZEN_SPECIFICATION.json
V11,CONTEXT_OR_ID_MAP,8,1652924,2026-09-11T00:59:58.352400+00:00,matched|surface,C:\RSOS\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\05_FROZEN_PROMPTS.csv
V11,FEATURE_CONTRACT,8,623806,2026-09-11T02:42:34.762027+00:00,matched|surface,C:\RSOS\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\06_RESPONSE_GRAPH_FEATURES.csv
V11,CONTROL_SUBSET,8,92090,2026-09-11T00:59:58.386092+00:00,matched|surface,C:\RSOS\RSOS  Python Results\V11_OPENAI_RELATIONAL_GRAPH_FINGERPRINT_FINAL\14_CONTROL_MATCH_AUDIT.csv
V11,FREEZE_OR_MANIFEST,8,5041,2026-09-11T00:35:47.079602+00:00,classifier|feature,C:\RSOS\V11_STRUCTURAL_METRIC_REPAIR\SOURCE_SHA256_MANIFEST.csv
V12,CONTROL_SUBSET,8,155653,2026-09-11T14:43:42.724609+00:00,matched|surface,C:\RSOS\RSOS  Python Results\V12_RELATIONAL_TOPOLOGY_CAUSAL_MAP_CLEAN\14_CONTROL_MATCH_AUDIT.csv
V12,CONTROL_SUBSET,8,155653,2026-09-12T14:54:07.356569+00:00,matched|surface,C:\RSOS\RSOS  Python Results\V12_RELATIONAL_TOPOLOGY_CAUSAL_MAP_JSON_R4\14_CONTROL_MATCH_AUDIT.csv
V12,CONTROL_SUBSET,8,155653,2026-09-11T15:14:37.164873+00:00,matched|surface,C:\RSOS\RSOS  Python Results\V12_RELATIONAL_TOPOLOGY_CAUSAL_MAP_STRUCTURED_R3\14_CONTROL_MATCH_AUDIT.csv
V12,PROVIDER_OR_MODEL_PRIOR,8,100,2026-09-11T15:55:35.447041+00:00,feature|threshold,C:\RSOS\RSOS_TRAINING_DATA_V12_V18_COMPARISON\05_F3_V17_V18_PROSPECTIVE_PROVIDER\F3_FROZEN_SIGNATURE_SPECIFICATION.csv
V12|WF1-A,PREVIOUS_ADJUDICATION,8,1900,2026-09-13T20:18:18.565627+00:00,adjudication|provider,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_COLLECTION_CLOSED_20260913_231818\05_COLLECTION_CLOSE_RECORD.txt
V12|WF1-A,PREVIOUS_ADJUDICATION,8,1725,2026-09-13T20:20:24.454710+00:00,matched|surface,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S1_MISSINGNESS_20260913_232020\02_MISSINGNESS_BY_CONDITION.csv
V12|WF1-A,PREVIOUS_ADJUDICATION,8,26777,2026-09-13T20:35:31.422272+00:00,matched|surface,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\08_CONDITION_RESULTS.csv
V12|WF1-A,PREVIOUS_ADJUDICATION,8,4199,2026-09-13T20:36:46.093467+00:00,holdout|matched,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\09_PRIMARY_CONTRASTS.csv
V12|WF1-A,PREVIOUS_ADJUDICATION,8,3229,2026-09-13T20:36:46.097444+00:00,holdout|matched,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\10_SPLIT_REPLICATION.csv
V12|WF1-A,PREVIOUS_ADJUDICATION,8,143809,2026-09-13T20:35:37.491706+00:00,matched|surface,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\22_DISTANCE_FROM_AUTHENTIC.csv
V12|WF1-A,,8,164769,2026-09-13T10:41:18.373825+00:00,feature|holdout|matched|surface|operator,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\DIAGNOSTIC\WF1_A_FAILURE_DIAGNOSTIC_20260913_134110.txt
V12|WF1-A,CONTROL_SUBSET,8,155653,2026-09-12T14:54:07.356569+00:00,matched|surface,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\INPUTS\V12_ORIGINAL_RESULTS\14_CONTROL_MATCH_AUDIT.csv
V12|WF1-A,CONTROL_SUBSET,8,185162,2026-09-13T18:22:46.822026+00:00,matched|surface,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\OUTPUT\14_CONTROL_MATCH_AUDIT.csv
V12|WF1-A|WF1-B,PREVIOUS_ADJUDICATION,8,1900,2026-09-13T20:18:18.565627+00:00,adjudication|provider,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_COLLECTION_CLOSED_20260913_231818\05_COLLECTION_CLOSE_RECORD.txt
V12|WF1-A|WF1-B,PREVIOUS_ADJUDICATION,8,1725,2026-09-13T20:20:24.454710+00:00,matched|surface,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_SENSITIVITY_S1_MISSINGNESS_20260913_232020\02_MISSINGNESS_BY_CONDITION.csv
V12|WF1-A|WF1-B,PREVIOUS_ADJUDICATION,8,26777,2026-09-13T20:35:31.422272+00:00,matched|surface,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\08_CONDITION_RESULTS.csv
V12|WF1-A|WF1-B,PREVIOUS_ADJUDICATION,8,4199,2026-09-13T20:36:46.093467+00:00,holdout|matched,C:\RSOS\RSOS_EXPERIMENTS_WF1_A_V12_R_CORRECTIVE_CAUSAL_TOPOLOGY\PUBLICATION\WF1_A_WF1_B_GITHUB_PROVENANCE_PACKAGE_v1\WF1_A\ADJUDICATION\WF1_A_R1_SENSITIVITY_S2_OUTCOME_20260913_233429\S2A_GROUP_COMPLETE\09_PRIMARY_CONTRASTS.csv
