"Label","File","SourcePath","Bytes","SHA256","Status"
"F1_DEV_R1","F1_DEV_LMARENA_BLIND_R1.zip","C:\RSOS\F1_FINAL_COMPLETE\F1_FINAL_FREEZE\01_FROZEN_EVIDENCE_ARCHIVES\F1_DEV_LMARENA_BLIND_R1.zip","11798185","38d932a063b7108cc775bd7d191140845d9b39a165da17cc156b0dfc11495828","VERIFIED"
"F1_DEV_R2","F1_DEV_LMARENA_BLIND_R2_HARDENED_RESULTS.zip","C:\RSOS\F1_FINAL_COMPLETE\F1_FINAL_FREEZE\01_FROZEN_EVIDENCE_ARCHIVES\F1_DEV_LMARENA_BLIND_R2_HARDENED_RESULTS.zip","125986400","674e7aaac61ad5189dd2061c072547782af5fdf1a0785f6de7c5375fdba87033","VERIFIED"
"F1_DEV_R3","F1_DEV_LMARENA_BLIND_R3_HARDENED_RESULTS.zip","C:\RSOS\F1_FINAL_COMPLETE\F1_FINAL_FREEZE\01_FROZEN_EVIDENCE_ARCHIVES\F1_DEV_LMARENA_BLIND_R3_HARDENED_RESULTS.zip","63138359","6d67b8f0f164fbb3fc832da7cdbe9e5599a3d9c1876dad22fe139f7632351f23","VERIFIED"
"F1_DEV_R4","F1_DEV_R4_V12_GRAPH_CALIBRATION_COMPLETE.zip","C:\RSOS\F1_FINAL_COMPLETE\F1_FINAL_FREEZE\01_FROZEN_EVIDENCE_ARCHIVES\F1_DEV_R4_V12_GRAPH_CALIBRATION_COMPLETE.zip","382917","54aedbc3c4ce4a44f96495f9af16a0caeeb6233bd9ea7c110e5abc286d74d9a3","VERIFIED"
"F1_DEV_R5","F1_DEV_R5_V12_SPECIFICITY_OPERATOR_COMPLETE.zip","C:\RSOS\F1_FINAL_COMPLETE\F1_FINAL_FREEZE\01_FROZEN_EVIDENCE_ARCHIVES\F1_DEV_R5_V12_SPECIFICITY_OPERATOR_COMPLETE.zip","1081086","bf8696cefceb4d923244553dedd6f87204b53376d2b2c39470599ae624d2c1a1","VERIFIED"
"F1_BR1_RESULTS","F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip","C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\00_INPUTS\F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip","2110934","159b6a0df406073be5bdf9b242cdd45fde0d7b6281252cef813b88cc8971c364","VERIFIED"
"F1_BR2_V2","F1_BR2_LMARENA_MATCHED_CONTROL_COMPLETE_V2.zip","C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\F1_BR2_LMARENA_MATCHED_CONTROL_COMPLETE_V2.zip","312923719","a5f8a42526cc8fb75b72987a3d822b4b680b3e2c5612fbe2fc1ec09243d89626","VERIFIED"
