PARTITION,FAMILY,EDGE,CONDITION,N,EXCESS_DISTANCE,P,SWITCH_LINKED,HOLM_P,PASS
DEVELOPMENT,REVERSE,2,E2_REVERSE,38,16.24069294698044,4.999750012499375e-05,False,0.0004999750012499375,True
DEVELOPMENT,REVERSE,3,E3_REVERSE,38,19.24644456586177,4.999750012499375e-05,False,0.0004999750012499375,True
DEVELOPMENT,REVERSE,4,E4_REVERSE,38,21.072889431232376,4.999750012499375e-05,False,0.0004999750012499375,True
DEVELOPMENT,REVERSE,5,E5_REVERSE,38,9.236179438805488,4.999750012499375e-05,False,0.0004999750012499375,True
DEVELOPMENT,REVERSE,6,E6_REVERSE,38,10.81464208037378,4.999750012499375e-05,False,0.0004999750012499375,True
DEVELOPMENT,REVERSE,7,E7_REVERSE,38,24.318226307305203,4.999750012499375e-05,True,0.0004999750012499375,True
DEVELOPMENT,REVERSE,8,E8_REVERSE,38,1.4071829435711722,0.0013499325033748313,False,0.0013499325033748313,True
DEVELOPMENT,REVERSE,9,E9_REVERSE,38,25.229372853311755,4.999750012499375e-05,True,0.0004999750012499375,True
CONFIRMATION,DELETE,0,E0_DELETE,19,6.420809404231405,4.999750012499375e-05,False,0.0004999750012499375,True
CONFIRMATION,DELETE,1,E1_DELETE,19,10.603824872244054,4.999750012499375e-05,False,0.0004999750012499375,True
CONFIRMATION,DELETE,2,E2_DELETE,19,18.994819810279775,4.999750012499375e-05,False,0.0004999750012499375,True
CONFIRMATION,DELETE,3,E3_DELETE,19,18.881699942013416,4.999750012499375e-05,False,0.0004999750012499375,True
CONFIRMATION,DELETE,4,E4_DELETE,19,19.463787376565666,4.999750012499375e-05,False,0.0004999750012499375,True
CONFIRMATION,DELETE,5,E5_DELETE,19,9.06827992454625,4.999750012499375e-05,False,0.0004999750012499375,True
CONFIRMATION,DELETE,6,E6_DELETE,19,7.7725927309088725,4.999750012499375e-05,False,0.0004999750012499375,True
CONFIRMATION,DELETE,7,E7_DELETE,19,32.18502405075955,9.99950002499875e-05,True,0.0004999750012499375,True
CONFIRMATION,DELETE,8,E8_DELETE,19,5.291610619203609,4.999750012499375e-05,False,0.0004999750012499375,True
CONFIRMATION,DELETE,9,E9_DELETE,19,11.068848293342365,4.999750012499375e-05,False,0.0004999750012499375,True
CONFIRMATION,REVERSE,0,E0_REVERSE,19,8.17647922666133,4.999750012499375e-05,False,0.0004999750012499375,True
CONFIRMATION,REVERSE,1,E1_REVERSE,19,9.286374925526824,4.999750012499375e-05,False,0.0004999750012499375,True
CONFIRMATION,REVERSE,2,E2_REVERSE,19,16.676783000147534,9.99950002499875e-05,False,0.0004999750012499375,True
CONFIRMATION,REVERSE,3,E3_REVERSE,19,19.34567401498575,4.999750012499375e-05,False,0.0004999750012499375,True
CONFIRMATION,REVERSE,4,E4_REVERSE,19,23.687870758378068,4.999750012499375e-05,False,0.0004999750012499375,True
CONFIRMATION,REVERSE,5,E5_REVERSE,19,9.046140749132404,4.999750012499375e-05,False,0.0004999750012499375,True
CONFIRMATION,REVERSE,6,E6_REVERSE,19,10.812201968859007,4.999750012499375e-05,False,0.0004999750012499375,True
CONFIRMATION,REVERSE,7,E7_REVERSE,19,20.685129921145613,4.999750012499375e-05,True,0.0004999750012499375,True
CONFIRMATION,REVERSE,8,E8_REVERSE,19,0.7627517467309695,0.231938403079846,False,0.231938403079846,False
CONFIRMATION,REVERSE,9,E9_REVERSE,19,25.873748972601966,4.999750012499375e-05,True,0.0004999750012499375,True
FINAL_HOLDOUT,DELETE,0,E0_DELETE,19,5.58791983818617,4.999750012499375e-05,False,0.0004999750012499375,True
FINAL_HOLDOUT,DELETE,1,E1_DELETE,19,10.076024189985525,4.999750012499375e-05,False,0.0004999750012499375,True
FINAL_HOLDOUT,DELETE,2,E2_DELETE,19,18.123969243545503,4.999750012499375e-05,False,0.0004999750012499375,True
FINAL_HOLDOUT,DELETE,3,E3_DELETE,19,19.952110456684107,4.999750012499375e-05,False,0.0004999750012499375,True
FINAL_HOLDOUT,DELETE,4,E4_DELETE,19,20.419594302077385,4.999750012499375e-05,False,0.0004999750012499375,True
FINAL_HOLDOUT,DELETE,5,E5_DELETE,19,8.971385108503155,4.999750012499375e-05,False,0.0004999750012499375,True
FINAL_HOLDOUT,DELETE,6,E6_DELETE,19,7.574289968867696,4.999750012499375e-05,False,0.0004999750012499375,True
FINAL_HOLDOUT,DELETE,7,E7_DELETE,19,20.72721917717043,4.999750012499375e-05,True,0.0004999750012499375,True
FINAL_HOLDOUT,DELETE,8,E8_DELETE,19,5.988310693592304,4.999750012499375e-05,False,0.0004999750012499375,True
FINAL_HOLDOUT,DELETE,9,E9_DELETE,19,11.0102794030247,4.999750012499375e-05,False,0.0004999750012499375,True
FINAL_HOLDOUT,REVERSE,0,E0_REVERSE,19,7.351256412324854,4.999750012499375e-05,False,0.0004999750012499375,True
FINAL_HOLDOUT,REVERSE,1,E1_REVERSE,19,8.993210660610941,9.99950002499875e-05,False,0.0004999750012499375,True
FINAL_HOLDOUT,REVERSE,2,E2_REVERSE,19,16.138817654167184,4.999750012499375e-05,False,0.0004999750012499375,True
FINAL_HOLDOUT,REVERSE,3,E3_REVERSE,19,19.626373556893885,4.999750012499375e-05,False,0.0004999750012499375,True
FINAL_HOLDOUT,REVERSE,4,E4_REVERSE,19,22.21347493104646,4.999750012499375e-05,False,0.0004999750012499375,True
FINAL_HOLDOUT,REVERSE,5,E5_REVERSE,19,9.109429626605952,4.999750012499375e-05,False,0.0004999750012499375,True
FINAL_HOLDOUT,REVERSE,6,E6_REVERSE,19,11.529094123436025,4.999750012499375e-05,False,0.0004999750012499375,True
FINAL_HOLDOUT,REVERSE,7,E7_REVERSE,19,22.960600625220223,4.999750012499375e-05,True,0.0004999750012499375,True
FINAL_HOLDOUT,REVERSE,8,E8_REVERSE,19,1.063107265166803,0.07434628268586571,False,0.07434628268586571,False
FINAL_HOLDOUT,REVERSE,9,E9_REVERSE,19,31.78732302161665,4.999750012499375e-05,True,0.0004999750012499375,True
