EXPERIMENT_ID,SOURCE_CLUSTER,ELIGIBLE_FILE_COUNT
EXP-002,C:\RSOS\RSOS  Python Results\V6_STRUCTURAL_FINGERPRINT_VECTOR,16
EXP-002,C:\RSOS\V6_CLEAN_CONFIRMATORY_BUILD\EXTRACTED,16
EXP-002,C:\RSOS\V6_STRUCTURAL_FINGERPRINT_VECTOR.py,1
