MODEL,N_SUPPORTED_LINEAGE,N_EXTERNAL_IN_SUPPORTED_CELLS,LINEAGE_COMMON_SUPPORT_RATE,MEAN_WITHIN_CELL_PAIRWIN,CI95_LOW,CI95_HIGH,MAX_ABS_WEIGHTED_SMD,CALIBRATION_GATE
SURFACE_FREE,68,1882,0.49635036496350365,0.5899189733289157,0.49931135963934914,0.6790401522050411,0.040845884846958815,FAILED_CALIBRATION
R1_COMPATIBLE,68,1882,0.49635036496350365,0.6144574981105431,0.5385236145496617,0.688953141109033,0.040845884846958815,FAILED_CALIBRATION
