LABEL,FILE,BYTES,SHA256,ROLE
F1_DEV_R1,F1_DEV_LMARENA_BLIND_R1.zip,11798185,38d932a063b7108cc775bd7d191140845d9b39a165da17cc156b0dfc11495828,Frozen source evidence archive; original bytes preserved
F1_DEV_R2,F1_DEV_LMARENA_BLIND_R2_HARDENED_RESULTS.zip,125986400,674e7aaac61ad5189dd2061c072547782af5fdf1a0785f6de7c5375fdba87033,Frozen source evidence archive; original bytes preserved
F1_DEV_R3,F1_DEV_LMARENA_BLIND_R3_HARDENED_RESULTS.zip,63138359,6d67b8f0f164fbb3fc832da7cdbe9e5599a3d9c1876dad22fe139f7632351f23,Frozen source evidence archive; original bytes preserved
F1_DEV_R4,F1_DEV_R4_V12_GRAPH_CALIBRATION_COMPLETE.zip,382917,54aedbc3c4ce4a44f96495f9af16a0caeeb6233bd9ea7c110e5abc286d74d9a3,Frozen source evidence archive; original bytes preserved
F1_DEV_R5,F1_DEV_R5_V12_SPECIFICITY_OPERATOR_COMPLETE.zip,1081086,bf8696cefceb4d923244553dedd6f87204b53376d2b2c39470599ae624d2c1a1,Frozen source evidence archive; original bytes preserved
F1_BR1_FULL,F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_CURRENT_COMPLETE_PACKAGE.zip,1226378821,23e1ed250810fe286ae7d730c57008e9d8df0a3ac8a034500be46d1c95632bf4,Frozen source evidence archive; original bytes preserved
F1_BR1_RESULTS,F1_BR1_BLIND_RSOS_CORPUS_REDISCOVERY_RESULTS_PACKAGE.zip,2110934,159b6a0df406073be5bdf9b242cdd45fde0d7b6281252cef813b88cc8971c364,Frozen source evidence archive; original bytes preserved
F1_BR2_V2,F1_BR2_LMARENA_MATCHED_CONTROL_COMPLETE_V2.zip,312923719,a5f8a42526cc8fb75b72987a3d822b4b680b3e2c5612fbe2fc1ec09243d89626,Frozen source evidence archive; original bytes preserved
