condition,combo_index,heldout_from_fitting,DIRECTION,ORDER,META_CONTROL,PRESERVATION,TERMINAL,seed,rep,response_id,response_sha256,latency_seconds,OUTPUT_TOKENS,WORD_COUNT,SENTENCE_COUNT,TYPE_TOKEN_RATIO,RETURN,RECURRENCE,GENERATIVE_REUSE,COMPRESSION,TRANSFORMATION,CAUSAL,TRAJECTORY,CONTROL,RELATIONAL,TOTAL
D-_O-_M-_P-_T-,0,False,-1,-1,2.0,2.0,-1,0,0,resp_0bcb67ce95cd4296006aa31650c10087d2ad39d43c520c6118,9662534bc6f6dba117e7966dbafa7069783e1dfc3654948701100e1c32b67abb,5.111565828323364,203.0,177.0,10.0,0.6440677966101694,0.0,0.0,0.0,5.0,1.0,3.0,1.0,5.0,7.0,13.0
D-_O-_M-_P-_T-,0,False,-1,-1,2.0,2.0,-1,0,1,resp_08268fe834b97bc1006aa31650af1c87d29d85a48ba42c1472,dbf6ac770c73597e59a902211e494578d66efdd14458b779afbd20437028ce9f,4.703526735305786,173.0,151.0,8.0,0.7417218543046358,0.0,1.0,0.0,3.0,4.0,1.0,5.0,3.0,5.0,13.0
D-_O-_M-_P-_T-,0,False,-1,-1,2.0,2.0,-1,0,2,resp_067ea34de7ed526f006aa31650b95c87d288bbfbdd09073a06,a11f217c315c675a9fc4d2c5d9e939e6a6f073e0c075f7657ee710e6528b8a00,5.111579179763794,203.0,179.0,8.0,0.6256983240223464,0.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,6.0,9.0
D-_O-_M-_P-_T-,0,False,-1,-1,2.0,1.0,-1,1,0,resp_0880ebe05764bd5b006aa31650b21887d29fa4e67bb61780fc,b92f8228cce64315db6b9a8f80cf8478741fc8b519655d2a4eb66cbd67d77a02,5.086852788925171,220.0,196.0,11.0,0.6173469387755102,0.0,0.0,0.0,7.0,3.0,1.0,3.0,3.0,8.0,14.0
D-_O-_M-_P-_T-,0,False,-1,-1,1.0,1.0,-1,1,1,resp_05b8f43655216765006aa31650b03c87d2beee0fa691744f4d,c171ed07a4b90a673c6bc9d59355e94fb2695092435f2a1e70e6b93ab7d332d3,4.738638639450073,115.0,103.0,6.0,0.7669902912621359,0.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,5.0,7.0
D-_O-_M-_P-_T-,0,False,-1,-1,1.0,2.0,-1,1,2,resp_04b751881e660557006aa31650b2ec87d2b44f93644eb440d6,aed90bef5fc1ae993c4fb8e2a533b4cfe0792cbff64a4be6c075bc3fe6fb115c,5.284189701080322,162.0,143.0,7.0,0.7062937062937062,0.0,0.0,0.0,3.0,5.0,0.0,5.0,1.0,5.0,11.0
D-_O-_M-_P-_T-,0,False,-1,-1,3.0,1.0,-1,2,0,resp_012c99b6f0af5e70006aa31650b41087d2843108845822cbff,f7d2c72c56d0b85b46d3b5a5b2040d5fb77d32ea769f46c1eb1be474289b467b,5.442784309387207,172.0,151.0,9.0,0.6158940397350994,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,6.0,9.0
D-_O-_M-_P-_T-,0,False,-1,-1,2.0,3.0,-1,2,1,resp_05e56391b82aa29c006aa31650b42487d29524d0be23a4d940,a5b48593c8870e96e8d6338bba322b10df64fd19902a4477af8027f6524b096d,5.630124807357788,200.0,179.0,8.0,0.6480446927374302,0.0,0.0,1.0,5.0,2.0,2.0,3.0,4.0,8.0,15.0
D-_O-_M-_P-_T-,0,False,-1,-1,3.0,1.0,-1,2,2,resp_0e3085304fde3189006aa31650c89c87d28efd05ee6c8e2bba,fe2bb74fe1d27501ec7e2ba60fef218a6f084e9301da62c9d0f1ac3822009c0e,4.8275086879730225,158.0,139.0,7.0,0.697841726618705,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,1.0,7.0
D-_O-_M-_P-_T-,0,False,-1,-1,2.0,1.0,-1,3,0,resp_04b8c923bed82a0b006aa31650b88087d2ba74ee77c8cdd12c,267f4ee14b36f9704e3abe518097452aaaf8dd3af078138c4eddfadc3fe908b9,4.715186357498169,196.0,175.0,9.0,0.6571428571428571,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,1.0,6.0
D-_O-_M-_P-_T-,0,False,-1,-1,3.0,2.0,-1,3,1,resp_0d8b89229d54b2b2006aa31650badc87d2b50a700c6475cac1,e3caa1aff294d91e0b34be79a66466ad59888e0e0ca7db9bcbabefbab7e42157,5.342055797576904,187.0,162.0,9.0,0.7222222222222222,0.0,0.0,0.0,3.0,2.0,0.0,2.0,3.0,5.0,10.0
D-_O-_M-_P-_T-,0,False,-1,-1,2.0,1.0,-1,3,2,resp_0de6e89e5e23cec6006aa31650b72087d28422f39292a86d18,f2a56bba0b82dcf060a46f3a71a8bf40a34a4db9ad3d3164646dae0596a285f1,4.8586039543151855,156.0,140.0,7.0,0.7142857142857143,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,5.0
D-_O-_M-_P-_T-,0,False,-1,-1,1.0,4.0,-1,4,0,resp_035c6993313c8d20006aa31653ba9087d2872d15f4b9d9a69b,78873aa69d9bd01c9eb019163c73e412f97d5771339d6372cdd20fed1ff8ef29,2.7224369049072266,154.0,135.0,8.0,0.7185185185185186,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,6.0
D-_O-_M-_P-_T-,0,False,-1,-1,4.0,1.0,-1,4,1,resp_0082fd76a3c01309006aa31653d0d887d29cdf957f1506d12f,fd82ec7944575e20014223e87aeaf3866c8dbaa7da71bcb29979cca065cc420d,4.877488136291504,142.0,124.0,8.0,0.717741935483871,0.0,0.0,0.0,4.0,3.0,1.0,3.0,5.0,5.0,13.0
D-_O-_M-_P-_T-,0,False,-1,-1,1.0,3.0,-1,4,2,resp_01b66a998448f9b6006aa31653da3c87d2ad251f61bea79dfe,2cdbc88595b1bcdda498ebd5e63b05371cd557f0d7acd2d5f65644b813184843,3.076146364212036,220.0,197.0,11.0,0.6192893401015228,0.0,0.0,0.0,4.0,2.0,0.0,2.0,1.0,7.0,10.0
D-_O-_M-_P-_T-,0,False,-1,-1,3.0,2.0,-1,5,0,resp_084de0ef6f4c206e006aa31653d34887d2888d75dd95444433,7e4c9464b417774046bb9fa86a1821d2d9a11ee6f59492b9ff0adf29e3dae17c,2.8283133506774902,206.0,182.0,9.0,0.6428571428571429,0.0,0.0,0.0,3.0,1.0,0.0,1.0,3.0,5.0,9.0
D-_O-_M-_P-_T-,0,False,-1,-1,1.0,1.0,-1,5,1,resp_06941349027c5869006aa31653eeb487d2b55212c1112a21b4,8e9e6ba30579267acffe0c7805c065cfca0297478c14cd6a13bbf6fd8daa828b,3.177618980407715,219.0,194.0,9.0,0.6597938144329897,0.0,0.0,0.0,4.0,6.0,2.0,6.0,3.0,5.0,14.0
D-_O-_M-_P-_T-,0,False,-1,-1,2.0,3.0,-1,5,2,resp_04f66dd33dade1a9006aa31654c92c87d28b654b4c4d25f523,5a3a6638d1dec9460d4b5855b29bddbab976527c74386c88d128da6bfea85a8e,4.46692156791687,167.0,149.0,8.0,0.7046979865771812,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,6.0,8.0
D-_O-_M-_P-_T-,0,False,-1,-1,2.0,3.0,-1,6,0,resp_01d51a1dd803c545006aa3165426cc87d29c082da753fda05a,1bd96c052e6459e8fb407479755a1b134c511aeab71b6b10215494f701adbda3,3.1184797286987305,173.0,152.0,8.0,0.6710526315789473,1.0,0.0,0.0,4.0,3.0,1.0,4.0,3.0,7.0,14.0
D-_O-_M-_P-_T-,0,False,-1,-1,3.0,1.0,-1,6,1,resp_0e2f3e1585760c9c006aa3165423c887d29e25b89cd625cd75,30c12a030dbd0b90f2b379c9ba2244bb00278bf29dd18eb205bd3f80bf1fd821,2.916030168533325,155.0,135.0,7.0,0.6962962962962963,0.0,0.0,0.0,5.0,2.0,0.0,2.0,3.0,6.0,11.0
D-_O-_M-_P-_T-,0,False,-1,-1,4.0,4.0,-1,6,2,resp_08baedde4fc4215f006aa316545d2c87d2b15d253aa83bae75,68e73db2ae0ef0e4e0f8544500f074374a7fae636f8bf2a3cec63f9b2435e6b4,2.38985538482666,122.0,106.0,6.0,0.7264150943396226,0.0,0.0,0.0,1.0,3.0,0.0,3.0,4.0,5.0,12.0
D-_O-_M-_P-_T-,0,False,-1,-1,0.0,3.0,-1,7,0,resp_0ffedb8291275768006aa3165460f487d287df6f9112862e3e,fadeac9936c78f6596bbe0280f89e34e6b15030ea1e0cee5db6d8d5617483e63,3.211697816848755,183.0,160.0,7.0,0.6125,0.0,0.0,0.0,4.0,2.0,1.0,2.0,1.0,7.0,10.0
D-_O-_M-_P-_T-,0,False,-1,-1,2.0,1.0,-1,7,1,resp_0b88189b1a6ba551006aa31654752087d288c205f36b859c34,3abfd1267e77289bd0588e23227d807da8fb0cdeea2160965b3f28b78ca2c4f4,3.129305124282837,167.0,146.0,8.0,0.678082191780822,0.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,5.0,8.0
D-_O-_M-_P-_T-,0,False,-1,-1,2.0,3.0,-1,7,2,resp_0b18fa87db6aa4d8006aa31654a11087d288004b70674405a3,eb008b9abd40369781a7e294d5c84a6d0560884a2d6db6ead5d7b4a08cb09180,5.01111912727356,214.0,187.0,12.0,0.6524064171122995,0.0,0.0,0.0,4.0,3.0,0.0,3.0,2.0,7.0,12.0
D-_O-_M-_P-_T-,0,False,-1,-1,2.0,2.0,-1,8,0,resp_04f5baebefe132e8006aa316567b4887d28ab9bc557c87ea38,8b969eb8ef4dd50f2c75bfb5dfda60829593f08d3850bba275b4735ac7c70579,4.549839973449707,218.0,189.0,11.0,0.6507936507936508,0.0,0.0,0.0,2.0,4.0,2.0,4.0,4.0,4.0,12.0
D-_O-_M-_P-_T-,0,False,-1,-1,2.0,2.0,-1,8,1,resp_0b99cee7dc1798b4006aa31656ac7887d29408553832643511,09790e055fa4a154df382da15395dad22a9eb6574505414f6b65d76f750b1b99,3.567547082901001,164.0,142.0,8.0,0.704225352112676,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,5.0,7.0
D-_O-_M-_P-_T-,0,False,-1,-1,1.0,2.0,-1,8,2,resp_03f47a3c3a455e26006aa31656ad3087d28fb620151453a472,a87ecfb5e48e9b459419b8bc32edd84ac518c8a4c5acc9faf43dfa16d5c15ad8,3.590773344039917,140.0,125.0,6.0,0.816,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,6.0,7.0
D-_O-_M-_P-_T-,0,False,-1,-1,1.0,3.0,-1,9,0,resp_0aa23e572bc9d247006aa31656d4a087d2bdf572f9225a6dc6,a78dffa2c261a57209a3184cfa0a5bc6e660000fc37a50583246d762dbd0141a,3.792841911315918,203.0,180.0,10.0,0.6055555555555555,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,5.0,7.0
D-_O-_M-_P-_T-,0,False,-1,-1,3.0,1.0,-1,9,1,resp_013e2ea9668c2b8f006aa31657065887d2993b88e950c35432,434510a82e9e4155b9cccc5b06e3c8e27740bd87e55991ab9bc1482925a9cd90,3.4481985569000244,201.0,179.0,9.0,0.6536312849162011,0.0,0.0,0.0,3.0,1.0,1.0,1.0,4.0,4.0,9.0
D-_O-_M-_P-_T-,0,False,-1,-1,1.0,2.0,-1,9,2,resp_025aca1cdd603f7e006aa3165716dc87d2b11a5b6d09248715,e2e20b58f3cedff38d714f524cee11a827837216dfc1a84be2d8d8157c59e4ae,3.0529062747955322,145.0,125.0,7.0,0.656,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,4.0,7.0
D-_O-_M-_P-_T-,0,False,-1,-1,2.0,0.0,-1,10,0,resp_0db58ded199b9975006aa3165739d087d2a25249f87bf2f1a8,45a6dd0093a17d646cc1d76ed9999ec0900094eaa46f0ab434678501f631c208,2.214118003845215,104.0,93.0,5.0,0.7204301075268817,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,4.0
D-_O-_M-_P-_T-,0,False,-1,-1,1.0,1.0,-1,10,1,resp_0d822db50db987dc006aa31657d18887d299a3cf59231cf7e3,08e2083e85dc9ec2d88396b390a33caeb2196f1777b462b61ea7a33b94f6a5b0,4.066728830337524,151.0,134.0,7.0,0.6567164179104478,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,5.0
D-_O-_M-_P-_T-,0,False,-1,-1,2.0,1.0,-1,10,2,resp_0d2c7ec4fdae4fc6006aa31657957c87d2a7d234d4c7a22e0c,6f506b6103fc40c35ae76dce3d137c69463a98af6b47617e14af771f5e702c39,3.0456714630126953,158.0,140.0,9.0,0.7142857142857143,0.0,0.0,0.0,5.0,1.0,1.0,1.0,3.0,6.0,10.0
D-_O-_M-_P-_T-,0,False,-1,-1,1.0,1.0,-1,11,0,resp_0ec8856d429dfaab006aa316588a3c87d29d669f6af9137b8b,98b464bf1c25353ecedfbe6bf39e7f0bcb90500e6c6558f913980da966f10a09,3.4131717681884766,149.0,130.0,7.0,0.6461538461538462,0.0,0.0,0.0,4.0,2.0,1.0,2.0,2.0,5.0,9.0
D-_O-_M-_P-_T-,0,False,-1,-1,1.0,1.0,-1,11,1,resp_03e3e7309f012241006aa31658a0d887d293c980df857086a2,ba6d94f0f1bc292a43d890eff4e3bb5d76927c23e32a6a9c264039dfc1adc238,2.1882236003875732,94.0,82.0,5.0,0.8292682926829268,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,4.0
D-_O-_M-_P-_T-,0,False,-1,-1,2.0,1.0,-1,11,2,resp_0cef60491e9dd714006aa31659786c87d2af4027ca1f0df00d,184cfa2c7b09ce743ab6d687b99aeeb23880fd84702a7caf6100036f7a9afe2c,3.2511496543884277,149.0,131.0,6.0,0.6946564885496184,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,3.0,6.0
D-_O-_M-_P-_T-,0,False,-1,-1,2.0,2.0,-1,12,0,resp_0c81b211e37ee55c006aa31659a25487d292807c3d5522333c,cf9c6761cd588f1990d8fff637f0d2ab1d1b8660dceb81d856cedfc01c7385cc,3.0448362827301025,167.0,147.0,8.0,0.7074829931972789,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,5.0,8.0
D-_O-_M-_P-_T-,0,False,-1,-1,1.0,3.0,-1,12,1,resp_0300ba518f434c46006aa3165a192c87d2b0e88aad0c42079c,0865be2d4d7af66d05726cc730e6fc0400fb44503f29687915179f5b686dafa9,3.3409547805786133,216.0,195.0,9.0,0.6205128205128205,0.0,0.0,0.0,2.0,3.0,2.0,3.0,3.0,5.0,11.0
D-_O-_M-_P-_T-,0,False,-1,-1,1.0,5.0,-1,12,2,resp_09d73c20d2f3086a006aa3165a3b5c87d29a40d2c2af3d11b3,6461ce7ab4d6e7dfd6e1efe31c1eba292d61b763ae2562c671d18e2490f76772,3.2548482418060303,193.0,170.0,9.0,0.6764705882352942,0.0,0.0,0.0,4.0,4.0,1.0,4.0,2.0,9.0,15.0
D-_O-_M-_P-_T-,0,False,-1,-1,2.0,2.0,-1,13,0,resp_099bc0a0da0a8a5b006aa3165a478887d2b33a737b517ff500,08d6a35054d97fe3795b40709bfe16744d294a7dd17d360c693d2ccc1661c0bd,3.619894027709961,175.0,157.0,8.0,0.6751592356687898,0.0,0.0,0.0,3.0,2.0,1.0,2.0,3.0,5.0,10.0
D-_O-_M-_P-_T-,0,False,-1,-1,2.0,2.0,-1,13,1,resp_0dbd18d674d83214006aa3165a79a887d28471aa6904122866,2797bd05f73e126a75192e5e3ee9d7f0abf2cf4152a196fc45604809c3000813,3.877984046936035,209.0,185.0,10.0,0.6756756756756757,0.0,0.0,0.0,5.0,1.0,1.0,1.0,3.0,7.0,11.0
D-_O-_M-_P-_T-,0,False,-1,-1,2.0,3.0,-1,13,2,resp_0c887f4a66b4268c006aa3165a9a3087d2abedf301d620e78c,ec0cfcc84f3ed4d3c30df27d479df9f89ab24d709b8b5f9239bae9c80dc13d81,4.380117893218994,220.0,196.0,11.0,0.6479591836734694,0.0,0.0,0.0,6.0,3.0,0.0,3.0,2.0,9.0,14.0
D-_O-_M-_P-_T-,0,False,-1,-1,0.0,1.0,-1,14,0,resp_0e7cbb2ce1509b2d006aa3165a9be487d289a2eef6ac28dc19,53f95370633fea75fb2a29a4c7bdb14c2cc5ac517ac820f9da835395f86c8278,3.8536057472229004,195.0,174.0,9.0,0.6379310344827587,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,7.0
D-_O-_M-_P-_T-,0,False,-1,-1,0.0,2.0,-1,14,1,resp_03bff3079d758a71006aa3165acff487d287dc2690aee7dcee,718b6d6f699e144de2d74ab026e4fe3c6a771b597410309585d9e83ed11cef7e,2.4662294387817383,119.0,107.0,6.0,0.7476635514018691,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,6.0,7.0
D-_O-_M-_P-_T-,0,False,-1,-1,2.0,3.0,-1,14,2,resp_0f4510ac8605c944006aa3165b02b887d2aa1bc9c472954d19,06283b31435f6d65f7ee77ad96da3c64917173ccf25f291a6e287fcfa3de04cf,4.096206426620483,220.0,199.0,10.0,0.5979899497487438,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,7.0
D-_O-_M-_P-_T-,0,False,-1,-1,2.0,2.0,-1,15,0,resp_021a8ef3d6e14165006aa3165ba3e487d2a130f333e72b547b,2d87a309555a59a64737184490d5b1f2b8713f26da33e5d13e527d99271c7535,3.769726037979126,216.0,190.0,11.0,0.6157894736842106,0.0,0.0,0.0,5.0,1.0,2.0,1.0,4.0,7.0,12.0
D-_O-_M-_P-_T-,0,False,-1,-1,2.0,2.0,-1,15,1,resp_006f67a0d5ba8ddc006aa3165bf68487d2b0428ead14f26681,d8025d53f172b5376877e71cc80ccd51f624654693ff51692dbdce74dde887a6,4.5026304721832275,156.0,139.0,8.0,0.7985611510791367,0.0,0.0,0.0,4.0,1.0,1.0,1.0,3.0,6.0,10.0
D-_O-_M-_P-_T-,0,False,-1,-1,3.0,2.0,-1,15,2,resp_01cdef42af9cd5c6006aa3165cb80887d281d2db07c7d52414,ad58353005877c9dff1ceb7d68c8a167ebac5f5b61a56894ad3060d939317c6f,4.131603240966797,220.0,190.0,11.0,0.6631578947368421,0.0,0.0,0.0,5.0,4.0,2.0,4.0,5.0,7.0,16.0
D-_O-_M-_P-_T-,0,False,-1,-1,0.0,3.0,-1,16,0,resp_0148905e3b3c2af9006aa3165cb16c87d2bcd27d8d5b83a57e,bda16e59cc7448d11b642a7975df5b00164ab8edc24c51e484c22652795d3261,3.3603038787841797,220.0,195.0,11.0,0.6307692307692307,0.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,4.0,8.0
D-_O-_M-_P-_T-,0,False,-1,-1,2.0,2.0,-1,16,1,resp_0febb252823e6194006aa3165d446c87d2bb2f57c33d4b725e,7b6e889b037f9a7306fcf15bab7a2b482fc5ff2755654cf400bc9c68ec96b4d2,3.5045230388641357,191.0,166.0,10.0,0.6626506024096386,0.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,5.0,8.0
D-_O-_M-_P-_T-,0,False,-1,-1,1.0,0.0,-1,16,2,resp_060abbd35c904efa006aa3165d6e7c87d2864443add28f7dfa,5f3cca1b5b47fa47ddd6beaf342cb173ee5be4a053704b4ac95d76d1786b5e4c,2.704741954803467,138.0,122.0,7.0,0.7459016393442623,0.0,0.0,0.0,5.0,3.0,0.0,3.0,1.0,5.0,9.0
D-_O-_M-_P-_T-,0,False,-1,-1,3.0,2.0,-1,17,0,resp_00f3ca2ce5d48985006aa3165d787487d294707a0e30e3a7ef,c3e549eb39da7e80d766ad78a85137076ff3c3ee69fee6a035d7f0c94623ccdb,2.070446729660034,127.0,111.0,7.0,0.7207207207207207,0.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,4.0,8.0
D-_O-_M-_P-_T-,0,False,-1,-1,0.0,2.0,-1,17,1,resp_0b5bd79e78154481006aa3165df87c87d299e93fab122d8fd6,987aa647e2f750216f959eea415e622bd376875b7cb15553ae3b1a6ffd29bed8,3.6330370903015137,173.0,154.0,8.0,0.6558441558441559,0.0,0.0,0.0,3.0,5.0,0.0,5.0,0.0,5.0,10.0
D-_O-_M-_P-_T-,0,False,-1,-1,2.0,2.0,-1,17,2,resp_07a2785db421d35a006aa3165e5a5887d2869ad12d35e54bc8,475adf29e9ff5b7ccdff13eaace51770998c4fc971284f5276186e5c99bc9891,2.6764895915985107,154.0,136.0,7.0,0.7132352941176471,0.0,0.0,0.0,4.0,3.0,1.0,3.0,3.0,6.0,12.0
D-_O-_M-_P-_T-,0,False,-1,-1,3.0,3.0,-1,18,0,resp_0971c2a403acf4a8006aa3165e7f5487d2ac113f28ded2322b,d3a55424e506eaad59f67e13bcd82b79e5dc9aca0aa4e67cd1b13f06a698be0e,3.8624613285064697,174.0,151.0,9.0,0.7019867549668874,0.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,4.0,9.0
D-_O-_M-_P-_T-,0,False,-1,-1,0.0,2.0,-1,18,1,resp_0a2f4bf904327868006aa3165eff5887d2944a97e124fb89c5,e3a60c70b9dedf52db5f757f5a1875272c9fae54765e0e2ba1719a6aaf9ebe3c,2.915492534637451,125.0,111.0,6.0,0.7117117117117117,0.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,6.0,8.0
D-_O-_M-_P-_T-,0,False,-1,-1,1.0,2.0,-1,18,2,resp_08afb9d385972894006aa3165f343487d2b9d61ba97d6f3cec,8bb22ac71ef7ec77507e4dbf8cd18f7f4c776fdb19450108c905d512545c1e23,3.5321695804595947,182.0,162.0,9.0,0.6728395061728395,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,4.0,8.0
D-_O-_M-_P-_T-,0,False,-1,-1,3.0,2.0,-1,19,0,resp_03c6bd3cba25a8d9006aa3165f78c087d2bdbc77f3ef027de8,4585f75c9ac43fcd18d0daa992500ca7b9878d6c37a4fac3ddf5afaa3be88715,3.4214115142822266,204.0,179.0,12.0,0.6256983240223464,0.0,0.0,0.0,4.0,1.0,0.0,1.0,3.0,6.0,10.0
D-_O-_M-_P-_T-,0,False,-1,-1,2.0,3.0,-1,19,1,resp_07d366a460993fbd006aa3165f892887d29768383e36137391,d7015f4798ac39a855f0d6037dba8d4ba3959dc3eee2f08e46d685db1b78528e,3.06010365486145,164.0,142.0,7.0,0.7112676056338029,0.0,0.0,0.0,5.0,2.0,0.0,2.0,2.0,8.0,12.0
D-_O-_M-_P-_T-,0,False,-1,-1,0.0,3.0,-1,19,2,resp_08cca3be9cb94191006aa31660147087d2b9b68b323b69fce4,d18fa1c76df17eaa44b384116625ba2794c6f20aa9c3010aea71d4581957f6f2,3.534511089324951,168.0,148.0,8.0,0.6959459459459459,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,5.0,6.0
D-_O-_M-_P-_T-,0,False,-1,-1,3.0,1.0,-1,20,0,resp_0a19293661327207006aa31660229487d2a1a3f9322db2935c,6686998a5c8f6966be60a855a3ff414359a4a11ce8d18206d2b7122ea5623dee,2.755697250366211,132.0,118.0,6.0,0.6610169491525424,0.0,0.0,0.0,1.0,2.0,1.0,2.0,4.0,2.0,8.0
D-_O-_M-_P-_T-,0,False,-1,-1,1.0,3.0,-1,20,1,resp_075b0bfb910ca074006aa31660765487d28f486f1d7471b282,e715baf12d5e869d7ed0b820248c82882a206a56b645feb487ea5483e3461ea9,3.7678563594818115,142.0,126.0,6.0,0.7301587301587301,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,5.0,8.0
D-_O-_M-_P-_T-,0,False,-1,-1,1.0,2.0,-1,20,2,resp_01c583e2bd041302006aa31660c6b887d2a9bcc8ccc43f1924,56a42d7f1a3c331ad7ad5473d328ecd9659907effcb7489562bcfd59f191df14,3.762141227722168,175.0,155.0,7.0,0.6774193548387096,0.0,0.0,0.0,4.0,1.0,2.0,1.0,3.0,6.0,10.0
D-_O-_M-_P-_T-,0,False,-1,-1,0.0,1.0,-1,21,0,resp_0401d4634a82079d006aa31660df4487d29540a644661b088b,dbcca15373c921b1836e72bd91f27bfe1839e1dd96d13f7675292a53095fc819,3.3229482173919678,138.0,122.0,7.0,0.6311475409836066,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,4.0,5.0
D-_O-_M-_P-_T-,0,False,-1,-1,0.0,1.0,-1,21,1,resp_014fc2cd3699a863006aa3166105fc87d284786b0f51a56506,4517d2ab84e43413eb62ff9e14e3f557a18a48ed1caa5e414f37e3088bc9f657,3.1788346767425537,165.0,142.0,8.0,0.7464788732394366,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,4.0,6.0
D-_O-_M-_P-_T-,0,False,-1,-1,2.0,1.0,-1,21,2,resp_0c17af65b231cb5f006aa3166183f887d29acd625aea243790,dae61fc5c95c46e5561de5dcdc115ed3cca54235863153bdfeb77950babc55d0,3.452552080154419,206.0,181.0,10.0,0.6408839779005525,0.0,0.0,0.0,6.0,2.0,1.0,2.0,3.0,7.0,12.0
D-_O-_M-_P-_T-,0,False,-1,-1,1.0,3.0,-1,22,0,resp_042ac8297136cb88006aa31661e79887d2bc90453e681d7c7c,9cf42ce9afef138a8ec69fe2839fd14ee70bcc42ca603c7c3ee4e1f74e47f6b8,3.667935371398926,202.0,178.0,10.0,0.651685393258427,0.0,0.0,0.0,5.0,5.0,0.0,5.0,1.0,8.0,14.0
D-_O-_M-_P-_T-,0,False,-1,-1,2.0,4.0,-1,22,1,resp_07d7f279f4be7322006aa316625b0c87d2835e453b302acf0f,8e22ac2ae6802127f84b4d1fe66ee31067e1886c5e1743ecf6bd3c9e15aa6a1d,4.275709867477417,220.0,194.0,11.0,0.6237113402061856,0.0,0.0,0.0,4.0,5.0,0.0,5.0,2.0,8.0,15.0
D-_O-_M-_P-_T-,0,False,-1,-1,1.0,2.0,-1,22,2,resp_076b78b4b5894290006aa316629f4487d28777c4987b6a3d83,a38a82afef816902750d93424daa7c8d83735170494ab5e7fdfc64b3635ddbe5,3.1590707302093506,157.0,138.0,8.0,0.6956521739130435,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,4.0,8.0
D-_O-_M-_P-_T-,0,False,-1,-1,1.0,0.0,-1,23,0,resp_06a579c28cceecf9006aa31662a67487d2a69b782cb5a2d3f6,3cd7bd6823b3412b0fb0c61abe3e5dd5d932f2794d0c010d1dd7449065bd9b4c,2.98856782913208,123.0,108.0,6.0,0.7314814814814815,0.0,0.0,0.0,3.0,2.0,1.0,2.0,2.0,3.0,7.0
D-_O-_M-_P-_T-,0,False,-1,-1,1.0,1.0,-1,23,1,resp_0ba85b268b08a650006aa31662d85c87d29c2201a2d19260d4,3a69da9009bdee4936c6f807bc7bf07d91c1a47cd60bc2ba1c44a636214f52a7,3.5703444480895996,173.0,155.0,8.0,0.6709677419354839,0.0,0.0,0.0,5.0,3.0,1.0,3.0,2.0,6.0,11.0
D-_O-_M-_P-_T-,0,False,-1,-1,3.0,1.0,-1,23,2,resp_0b3e02bcc29a08ff006aa31662e66c87d2b73aa1ea714c9cf0,d2c42b0b904225df3749254f4a23a2cd64652d087e49927b1d7e79243d3f8277,3.292691230773926,153.0,134.0,7.0,0.6567164179104478,0.0,0.0,0.0,2.0,1.0,1.0,1.0,4.0,3.0,8.0
D-_O-_M-_P-_T-,0,False,-1,-1,2.0,3.0,-1,24,0,resp_0ddc1bdb674921ef006aa3166397dc87d2bb120a23bd9cbe30,3b388d139f8f16f498b746e0286ada55e8d6b2e62cfae61e2a0f6a799b1324b9,2.834010601043701,157.0,136.0,7.0,0.6911764705882353,0.0,0.0,0.0,4.0,5.0,1.0,5.0,3.0,7.0,15.0
